index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
332,7.97835,3.00032,3.00004,3.5727,7.09533,0,0,22.8958,23.6694,2.53243,0.0965353,0.720714,0.750634,0.478606,3.91102,1.72558,0.0614563,0.00110827,0.000125178,-4910.71
