time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,9.05244e+06,9.05244e+06,9.05244e+06,15830.8,15830.8,15830.8,8.3347,8.3347,8.3347,9.78758e+07,9.78758e+07,9.78758e+07,62861.5,62861.5,62861.5,241.987,241.987,241.987,10.5214,10.5214,10.5214,1.97012e+07,1.97012e+07,1.97012e+07,0,0,0,0,0,0
1,9.05514e+06,9.05514e+06,9.05514e+06,16117,16117,16117,8.46786,8.46786,8.46786,9.78803e+07,9.78803e+07,9.78803e+07,62864.2,62864.2,62864.2,236.085,236.085,236.085,10.6728,10.6728,10.6728,1.96938e+07,1.96938e+07,1.96938e+07,17.6268,17.6268,17.6268,0.0142975,0.0142975,0.0142975
2,9.05749e+06,9.05749e+06,9.05749e+06,16404.1,16404.1,16404.1,8.53727,8.53727,8.53727,9.78851e+07,9.78851e+07,9.78851e+07,62867,62867,62867,239.825,239.825,239.825,10.7573,10.7573,10.7573,1.9695e+07,1.9695e+07,1.9695e+07,17.9375,17.9375,17.9375,0.0144573,0.0144573,0.0144573
3,9.05949e+06,9.05949e+06,9.05949e+06,16699.8,16699.8,16699.8,8.57548,8.57548,8.57548,9.78903e+07,9.78903e+07,9.78903e+07,62869.7,62869.7,62869.7,244.131,244.131,244.131,10.8035,10.8035,10.8035,1.96963e+07,1.96963e+07,1.96963e+07,18.2587,18.2587,18.2587,0.0145441,0.0145441,0.0145441
4,9.06113e+06,9.06113e+06,9.06113e+06,17005.1,17005.1,17005.1,8.59753,8.59753,8.59753,9.78958e+07,9.78958e+07,9.78958e+07,62872.3,62872.3,62872.3,248.582,248.582,248.582,10.8298,10.8298,10.8298,1.96975e+07,1.96975e+07,1.96975e+07,18.5901,18.5901,18.5901,0.0145926,0.0145926,0.0145926
5,9.06239e+06,9.06239e+06,9.06239e+06,17320.4,17320.4,17320.4,8.61095,8.61095,8.61095,9.79016e+07,9.79016e+07,9.79016e+07,62874.5,62874.5,62874.5,253.184,253.184,253.184,10.8457,10.8457,10.8457,1.96988e+07,1.96988e+07,1.96988e+07,18.9324,18.9324,18.9324,0.014621,0.014621,0.014621
6,9.06326e+06,9.06326e+06,9.06326e+06,17645.9,17645.9,17645.9,8.61968,8.61968,8.61968,9.79078e+07,9.79078e+07,9.79078e+07,62876.5,62876.5,62876.5,257.938,257.938,257.938,10.8562,10.8562,10.8562,1.97001e+07,1.97001e+07,1.97001e+07,19.2858,19.2858,19.2858,0.0146389,0.0146389,0.0146389
7,9.06373e+06,9.06373e+06,9.06373e+06,17982,17982,17982,8.62575,8.62575,8.62575,9.79145e+07,9.79145e+07,9.79145e+07,62878.3,62878.3,62878.3,262.85,262.85,262.85,10.8638,10.8638,10.8638,1.97013e+07,1.97013e+07,1.97013e+07,19.6507,19.6507,19.6507,0.014651,0.014651,0.014651
8,9.0638e+06,9.0638e+06,9.0638e+06,18328.7,18328.7,18328.7,8.63015,8.63015,8.63015,9.79215e+07,9.79215e+07,9.79215e+07,62879.7,62879.7,62879.7,267.921,267.921,267.921,10.8699,10.8699,10.8699,1.97026e+07,1.97026e+07,1.97026e+07,20.0273,20.0273,20.0273,0.01466,0.01466,0.01466
9,9.06344e+06,9.06344e+06,9.06344e+06,18686.1,18686.1,18686.1,8.63339,8.63339,8.63339,9.79289e+07,9.79289e+07,9.79289e+07,62880.8,62880.8,62880.8,273.154,273.154,273.154,10.875,10.875,10.875,1.97039e+07,1.97039e+07,1.97039e+07,20.4157,20.4157,20.4157,0.0146671,0.0146671,0.0146671
10,9.06265e+06,9.06265e+06,9.06265e+06,19054.2,19054.2,19054.2,8.63566,8.63566,8.63566,9.79367e+07,9.79367e+07,9.79367e+07,62881.6,62881.6,62881.6,278.546,278.546,278.546,10.8795,10.8795,10.8795,1.97052e+07,1.97052e+07,1.97052e+07,20.8159,20.8159,20.8159,0.0146728,0.0146728,0.0146728
11,9.06141e+06,9.06141e+06,9.06141e+06,19432.8,19432.8,19432.8,8.63704,8.63704,8.63704,9.79449e+07,9.79449e+07,9.79449e+07,62882,62882,62882,284.097,284.097,284.097,10.8835,10.8835,10.8835,1.97065e+07,1.97065e+07,1.97065e+07,21.2278,21.2278,21.2278,0.0146773,0.0146773,0.0146773
12,9.05971e+06,9.05971e+06,9.05971e+06,19821.4,19821.4,19821.4,8.63751,8.63751,8.63751,9.79536e+07,9.79536e+07,9.79536e+07,62882.1,62882.1,62882.1,289.8,289.8,289.8,10.8869,10.8869,10.8869,1.97078e+07,1.97078e+07,1.97078e+07,21.651,21.651,21.651,0.0146808,0.0146808,0.0146808
13,9.05755e+06,9.05755e+06,9.05755e+06,20219.6,20219.6,20219.6,8.63702,8.63702,8.63702,9.79628e+07,9.79628e+07,9.79628e+07,62881.8,62881.8,62881.8,295.648,295.648,295.648,10.8897,10.8897,10.8897,1.97091e+07,1.97091e+07,1.97091e+07,22.0851,22.0851,22.0851,0.0146831,0.0146831,0.0146831
14,9.05491e+06,9.05491e+06,9.05491e+06,20626.6,20626.6,20626.6,8.63549,8.63549,8.63549,9.79724e+07,9.79724e+07,9.79724e+07,62881.1,62881.1,62881.1,301.63,301.63,301.63,10.8918,10.8918,10.8918,1.97104e+07,1.97104e+07,1.97104e+07,22.5293,22.5293,22.5293,0.0146842,0.0146842,0.0146842
15,9.05179e+06,9.05179e+06,9.05179e+06,21041.4,21041.4,21041.4,8.63285,8.63285,8.63285,9.79825e+07,9.79825e+07,9.79825e+07,62880,62880,62880,307.734,307.734,307.734,10.8931,10.8931,10.8931,1.97118e+07,1.97118e+07,1.97118e+07,22.9827,22.9827,22.9827,0.0146839,0.0146839,0.0146839
16,9.04817e+06,9.04817e+06,9.04817e+06,21462.8,21462.8,21462.8,8.629,8.629,8.629,9.7993e+07,9.7993e+07,9.7993e+07,62878.5,62878.5,62878.5,313.942,313.942,313.942,10.8936,10.8936,10.8936,1.97131e+07,1.97131e+07,1.97131e+07,23.4442,23.4442,23.4442,0.0146822,0.0146822,0.0146822
17,9.04406e+06,9.04406e+06,9.04406e+06,21889.5,21889.5,21889.5,8.62386,8.62386,8.62386,9.80041e+07,9.80041e+07,9.80041e+07,62876.6,62876.6,62876.6,320.234,320.234,320.234,10.893,10.893,10.893,1.97144e+07,1.97144e+07,1.97144e+07,23.9122,23.9122,23.9122,0.0146788,0.0146788,0.0146788
