index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
241,1.44906,4.32419,4.5094,1.22888,1.04253,0,0,3.98537,4.31433,2.06865,0.0327605,0.924672,0.898148,0.222403,-3.47194,-3.43305,0.172795,0.0612296,0.0630556,-3373.1
