time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,2.40329e+06,2.40329e+06,2.40329e+06,2948.02,2948.02,2948.02,2919.13,2919.13,2919.13,5.83239e+06,5.83239e+06,5.83239e+06,5.60507e+06,5.60507e+06,5.60507e+06,2569.21,2569.21,2569.21,2646.66,2646.66,2646.66,1.12857e+08,1.12857e+08,1.12857e+08,0,0,0,0,0,0
1,2.40676e+06,2.40676e+06,2.40676e+06,3030.52,3030.52,3030.52,3002.18,3002.18,3002.18,5.83245e+06,5.83245e+06,5.83245e+06,5.60533e+06,5.60533e+06,5.60533e+06,2637.83,2637.83,2637.83,2719.09,2719.09,2719.09,1.12853e+08,1.12853e+08,1.12853e+08,4.58852,4.58852,4.58852,4.14273,4.14273,4.14273
2,2.40967e+06,2.40967e+06,2.40967e+06,3120.41,3120.41,3120.41,3091.24,3091.24,3091.24,5.83254e+06,5.83254e+06,5.83254e+06,5.60563e+06,5.60563e+06,5.60563e+06,2712.72,2712.72,2712.72,2796.18,2796.18,2796.18,1.12858e+08,1.12858e+08,1.12858e+08,4.71831,4.71831,4.71831,4.26097,4.26097,4.26097
3,2.41197e+06,2.41197e+06,2.41197e+06,3216.16,3216.16,3216.16,3184.41,3184.41,3184.41,5.83267e+06,5.83267e+06,5.83267e+06,5.60597e+06,5.60597e+06,5.60597e+06,2793.23,2793.23,2793.23,2877.53,2877.53,2877.53,1.12863e+08,1.12863e+08,1.12863e+08,4.85835,4.85835,4.85835,4.38613,4.38613,4.38613
4,2.41364e+06,2.41364e+06,2.41364e+06,3316.88,3316.88,3316.88,3280.72,3280.72,3280.72,5.83285e+06,5.83285e+06,5.83285e+06,5.60634e+06,5.60634e+06,5.60634e+06,2878.65,2878.65,2878.65,2962.35,2962.35,2962.35,1.12869e+08,1.12869e+08,1.12869e+08,5.00718,5.00718,5.00718,4.51682,4.51682,4.51682
5,2.41466e+06,2.41466e+06,2.41466e+06,3421.38,3421.38,3421.38,3378.99,3378.99,3378.99,5.83308e+06,5.83308e+06,5.83308e+06,5.60674e+06,5.60674e+06,5.60674e+06,2968.05,2968.05,2968.05,3049.64,3049.64,3049.64,1.12876e+08,1.12876e+08,1.12876e+08,5.16326,5.16326,5.16326,4.65157,4.65157,4.65157
6,2.41503e+06,2.41503e+06,2.41503e+06,3528.34,3528.34,3528.34,3477.91,3477.91,3477.91,5.83336e+06,5.83336e+06,5.83336e+06,5.60716e+06,5.60716e+06,5.60716e+06,3060.35,3060.35,3060.35,3138.32,3138.32,3138.32,1.12883e+08,1.12883e+08,1.12883e+08,5.32475,5.32475,5.32475,4.78871,4.78871,4.78871
7,2.41473e+06,2.41473e+06,2.41473e+06,3636.27,3636.27,3636.27,3576.02,3576.02,3576.02,5.8337e+06,5.8337e+06,5.8337e+06,5.60759e+06,5.60759e+06,5.60759e+06,3154.33,3154.33,3154.33,3227.16,3227.16,3227.16,1.12891e+08,1.12891e+08,1.12891e+08,5.48955,5.48955,5.48955,4.92637,4.92637,4.92637
8,2.41377e+06,2.41377e+06,2.41377e+06,3743.5,3743.5,3743.5,3671.77,3671.77,3671.77,5.83411e+06,5.83411e+06,5.83411e+06,5.60804e+06,5.60804e+06,5.60804e+06,3248.61,3248.61,3248.61,3314.82,3314.82,3314.82,1.12899e+08,1.12899e+08,1.12899e+08,5.6553,5.6553,5.6553,5.06251,5.06251,5.06251
9,2.41218e+06,2.41218e+06,2.41218e+06,3848.22,3848.22,3848.22,3763.52,3763.52,3763.52,5.83458e+06,5.83458e+06,5.83458e+06,5.60848e+06,5.60848e+06,5.60848e+06,3341.68,3341.68,3341.68,3399.88,3399.88,3399.88,1.12908e+08,1.12908e+08,1.12908e+08,5.81937,5.81937,5.81937,5.19494,5.19494,5.19494
10,2.40998e+06,2.40998e+06,2.40998e+06,3948.53,3948.53,3948.53,3849.6,3849.6,3849.6,5.83512e+06,5.83512e+06,5.83512e+06,5.60892e+06,5.60892e+06,5.60892e+06,3431.92,3431.92,3431.92,3480.85,3480.85,3480.85,1.12918e+08,1.12918e+08,1.12918e+08,5.97896,5.97896,5.97896,5.32136,5.32136,5.32136
11,2.40721e+06,2.40721e+06,2.40721e+06,4042.5,4042.5,4042.5,3928.35,3928.35,3928.35,5.83572e+06,5.83572e+06,5.83572e+06,5.60935e+06,5.60935e+06,5.60935e+06,3517.65,3517.65,3517.65,3556.24,3556.24,3556.24,1.12928e+08,1.12928e+08,1.12928e+08,6.13112,6.13112,6.13112,5.43947,5.43947,5.43947
12,2.40394e+06,2.40394e+06,2.40394e+06,4128.21,4128.21,4128.21,3998.22,3998.22,3998.22,5.83639e+06,5.83639e+06,5.83639e+06,5.60975e+06,5.60975e+06,5.60975e+06,3597.15,3597.15,3597.15,3624.59,3624.59,3624.59,1.12939e+08,1.12939e+08,1.12939e+08,6.27289,6.27289,6.27289,5.54697,5.54697,5.54697
13,2.40022e+06,2.40022e+06,2.40022e+06,4203.85,4203.85,4203.85,4057.78,4057.78,4057.78,5.83712e+06,5.83712e+06,5.83712e+06,5.61013e+06,5.61013e+06,5.61013e+06,3668.79,3668.79,3668.79,3684.52,3684.52,3684.52,1.1295e+08,1.1295e+08,1.1295e+08,6.40133,6.40133,6.40133,5.64174,5.64174,5.64174
14,2.39612e+06,2.39612e+06,2.39612e+06,4267.77,4267.77,4267.77,4105.82,4105.82,4105.82,5.8379e+06,5.8379e+06,5.8379e+06,5.61047e+06,5.61047e+06,5.61047e+06,3731.01,3731.01,3731.01,3734.83,3734.83,3734.83,1.12961e+08,1.12961e+08,1.12961e+08,6.51372,6.51372,6.51372,5.72184,5.72184,5.72184
15,2.39172e+06,2.39172e+06,2.39172e+06,4318.61,4318.61,4318.61,4141.39,4141.39,4141.39,5.83874e+06,5.83874e+06,5.83874e+06,5.61078e+06,5.61078e+06,5.61078e+06,3782.46,3782.46,3782.46,3774.5,3774.5,3774.5,1.12973e+08,1.12973e+08,1.12973e+08,6.60762,6.60762,6.60762,5.78566,5.78566,5.78566
16,2.38712e+06,2.38712e+06,2.38712e+06,4355.3,4355.3,4355.3,4163.88,4163.88,4163.88,5.83962e+06,5.83962e+06,5.83962e+06,5.61105e+06,5.61105e+06,5.61105e+06,3822.03,3822.03,3822.03,3802.78,3802.78,3802.78,1.12985e+08,1.12985e+08,1.12985e+08,6.681,6.681,6.681,5.83199,5.83199,5.83199
17,2.3824e+06,2.3824e+06,2.3824e+06,4377.15,4377.15,4377.15,4173.02,4173.02,4173.02,5.84053e+06,5.84053e+06,5.84053e+06,5.61127e+06,5.61127e+06,5.61127e+06,3848.93,3848.93,3848.93,3819.21,3819.21,3819.21,1.12997e+08,1.12997e+08,1.12997e+08,6.73237,6.73237,6.73237,5.86004,5.86004,5.86004
