index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1274,1.86143,4.67107,4.52668,1.8018,1.77333,0,0,24.4118,24.3792,2.4519,0.262719,0.91397,0.808801,0.445626,-1.23129,-1.07669,0.011255,0.181717,0.146854,-24084.7
