index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
413,2.43516,8.98784,5.67518,7.99969,0.16479,0,0,3.37119,4.27189,2.53801,0.082539,0.735116,0.394947,0.367477,1.91674,3.86707,0.309962,0.196488,0.000177567,-4879.52
