time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.16853e+07,1.16853e+07,1.16853e+07,9396.1,9396.1,9396.1,1504.35,1504.35,1504.35,5.70744e+07,5.70744e+07,5.70744e+07,8.42527e+06,8.42527e+06,8.42527e+06,1491.81,1491.81,1491.81,1508.12,1508.12,1508.12,4.95096e+07,4.95096e+07,4.95096e+07,0,0,0,0,0,0
1,1.16882e+07,1.16882e+07,1.16882e+07,9532.65,9532.65,9532.65,1526.77,1526.77,1526.77,5.7077e+07,5.7077e+07,5.7077e+07,8.42563e+06,8.42563e+06,8.42563e+06,1500.97,1500.97,1500.97,1527.23,1527.23,1527.23,4.95035e+07,4.95035e+07,4.95035e+07,4.67468,4.67468,4.67468,4.24393,4.24393,4.24393
2,1.16908e+07,1.16908e+07,1.16908e+07,9662.27,9662.27,9662.27,1547.32,1547.32,1547.32,5.70798e+07,5.70798e+07,5.70798e+07,8.42601e+06,8.42601e+06,8.42601e+06,1520.43,1520.43,1520.43,1547.34,1547.34,1547.34,4.95062e+07,4.95062e+07,4.95062e+07,4.7376,4.7376,4.7376,4.30148,4.30148,4.30148
3,1.16932e+07,1.16932e+07,1.16932e+07,9793.5,9793.5,9793.5,1567.26,1567.26,1567.26,5.70828e+07,5.70828e+07,5.70828e+07,8.42642e+06,8.42642e+06,8.42642e+06,1540.92,1540.92,1540.92,1567.05,1567.05,1567.05,4.9509e+07,4.9509e+07,4.9509e+07,4.80174,4.80174,4.80174,4.35765,4.35765,4.35765
4,1.16953e+07,1.16953e+07,1.16953e+07,9927.29,9927.29,9927.29,1586.74,1586.74,1586.74,5.70859e+07,5.70859e+07,5.70859e+07,8.42684e+06,8.42684e+06,8.42684e+06,1561.85,1561.85,1561.85,1586.34,1586.34,1586.34,4.95119e+07,4.95119e+07,4.95119e+07,4.86708,4.86708,4.86708,4.41248,4.41248,4.41248
5,1.16971e+07,1.16971e+07,1.16971e+07,10063.8,10063.8,10063.8,1605.8,1605.8,1605.8,5.70892e+07,5.70892e+07,5.70892e+07,8.42728e+06,8.42728e+06,8.42728e+06,1583.23,1583.23,1583.23,1605.24,1605.24,1605.24,4.95148e+07,4.95148e+07,4.95148e+07,4.93374,4.93374,4.93374,4.46615,4.46615,4.46615
6,1.16987e+07,1.16987e+07,1.16987e+07,10203.2,10203.2,10203.2,1624.49,1624.49,1624.49,5.70926e+07,5.70926e+07,5.70926e+07,8.42773e+06,8.42773e+06,8.42773e+06,1605.08,1605.08,1605.08,1623.8,1623.8,1623.8,4.95179e+07,4.95179e+07,4.95179e+07,5.00179,5.00179,5.00179,4.51876,4.51876,4.51876
7,1.17e+07,1.17e+07,1.17e+07,10345.7,10345.7,10345.7,1642.85,1642.85,1642.85,5.70963e+07,5.70963e+07,5.70963e+07,8.42819e+06,8.42819e+06,8.42819e+06,1627.43,1627.43,1627.43,1642.07,1642.07,1642.07,4.9521e+07,4.9521e+07,4.9521e+07,5.07133,5.07133,5.07133,4.57044,4.57044,4.57044
8,1.1701e+07,1.1701e+07,1.1701e+07,10491.3,10491.3,10491.3,1660.9,1660.9,1660.9,5.71e+07,5.71e+07,5.71e+07,8.42867e+06,8.42867e+06,8.42867e+06,1650.3,1650.3,1650.3,1660.07,1660.07,1660.07,4.95242e+07,4.95242e+07,4.95242e+07,5.14241,5.14241,5.14241,4.62127,4.62127,4.62127
9,1.17018e+07,1.17018e+07,1.17018e+07,10640.3,10640.3,10640.3,1678.68,1678.68,1678.68,5.7104e+07,5.7104e+07,5.7104e+07,8.42916e+06,8.42916e+06,8.42916e+06,1673.71,1673.71,1673.71,1677.82,1677.82,1677.82,4.95274e+07,4.95274e+07,4.95274e+07,5.21509,5.21509,5.21509,4.67134,4.67134,4.67134
