index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1777,1.49039,4.22097,5.0032,0.447156,1.12732,0,0,4.55163,2.24963,2.65418,0.0467937,0.929866,0.931935,0.296969,-3.49162,-2.93266,0.140652,0.0594844,0.20935,-3665.09
