index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
292,1.74156,4.50105,4.44888,1.16804,1.10202,0,0,18.2335,18.6736,2.41013,0.159471,0.683286,0.223882,0.686763,-1.62538,-1.56535,0.0819738,0.081708,0.0930179,-22246
