index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
808,1.99042,4.74845,4.78515,1.01164,1.44465,0,0,12.3742,8.73743,3.38266,0.0570358,0.900274,0.593564,0.227645,1.3255,-3.49787,0.0872005,0.0410901,0.0912257,-3935.49
