index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,913785,3917.34,4312.59,1.98437e+06,2.3238e+06,12424.1,12880.6,1.21453e+08,0,0,0,0
0,1,916487,3964.36,4365.56,1.9844e+06,2.32385e+06,12485.4,12949.8,1.2145e+08,13.8232,5.41622,13.4939,8.79876
0,2,918992,4002.57,4408.06,1.98446e+06,2.32395e+06,12570.9,13040.3,1.21456e+08,13.9213,5.45636,11.5033,7.99229
0,3,921286,4042.6,4451.24,1.98455e+06,2.32408e+06,12667.2,13138,1.21462e+08,14.0311,5.4994,15.8454,6.03104
0,4,923364,4084.63,4495.28,1.98467e+06,2.32423e+06,12772.2,13240.6,1.21468e+08,14.1506,5.54459,14.0895,5.70117
0,5,925221,4128.19,4539.67,1.98482e+06,2.32439e+06,12884.3,13346.7,1.21474e+08,14.2784,5.59129,13.3968,5.88918
0,6,926855,4172.83,4583.93,1.985e+06,2.32458e+06,13002.3,13455.1,1.2148e+08,14.4127,5.63892,12.8235,7.43425
0,7,928266,4218.08,4627.66,1.98521e+06,2.32477e+06,13124.6,13564.6,1.21487e+08,14.552,5.68697,16.1046,6.46903
0,8,929457,4263.53,4670.44,1.98546e+06,2.32496e+06,13250.2,13674,1.21494e+08,14.6949,5.73493,15.8822,8.42971
0,9,930430,4308.77,4711.94,1.98574e+06,2.32516e+06,13377.6,13782.4,1.21501e+08,14.8399,5.78238,12.6896,7.18858
0,10,931191,4353.42,4751.85,1.98605e+06,2.32535e+06,13505.8,13888.9,1.21508e+08,14.9857,5.82892,15.088,10.4204
0,11,931748,4397.12,4789.89,1.98639e+06,2.32554e+06,13633.6,13992.6,1.21515e+08,15.131,5.87418,12.1205,6.18054
0,12,932109,4439.53,4825.83,1.98677e+06,2.32571e+06,13760,14092.9,1.21522e+08,15.2745,5.91784,18.5499,9.73684
0,13,932284,4480.33,4859.46,1.98718e+06,2.32586e+06,13883.8,14189.1,1.2153e+08,15.4151,5.95962,12.3874,6.95211
0,14,932284,4519.24,4890.61,1.98762e+06,2.326e+06,14004.1,14280.6,1.21538e+08,15.5517,5.99927,19.1962,3.96244
0,15,932121,4555.98,4919.15,1.98809e+06,2.32611e+06,14120,14366.8,1.21546e+08,15.6833,6.03655,13.8109,5.53164
0,16,931807,4590.33,4944.97,1.98858e+06,2.3262e+06,14230.5,14447.4,1.21554e+08,15.8088,6.07128,10.6388,6.33969
0,17,931357,4622.06,4967.99,1.9891e+06,2.32627e+06,14335,14522,1.21563e+08,15.9274,6.10331,19.4413,6.01115
0,18,930783,4651,4988.16,1.98964e+06,2.3263e+06,14432.7,14590.2,1.21571e+08,16.0383,6.1325,16.4665,5.25089
0,19,930100,4676.98,5005.48,1.9902e+06,2.32631e+06,14522.9,14651.7,1.2158e+08,16.1407,6.15876,18.0963,1.98793
0,20,929323,4699.9,5019.94,1.99078e+06,2.32629e+06,14605.1,14706.5,1.21588e+08,16.234,6.18202,15.4083,8.14365
0,21,928467,4719.65,5031.58,1.99137e+06,2.32624e+06,14678.7,14754.4,1.21597e+08,16.3177,6.20224,16.8019,3.75259
0,22,927547,4736.16,5040.45,1.99197e+06,2.32616e+06,14743.3,14795.3,1.21606e+08,16.3913,6.21939,11.2935,4.30072
0,23,926576,4749.42,5046.63,1.99258e+06,2.32606e+06,14798.6,14829.2,1.21615e+08,16.4544,6.23349,20.7988,10.7918
0,24,925571,4759.42,5050.21,1.9932e+06,2.32593e+06,14844.4,14856.2,1.21624e+08,16.5069,6.24458,11.8179,2.46918
0,25,924543,4766.18,5051.31,1.99382e+06,2.32577e+06,14880.6,14876.4,1.21634e+08,16.5485,6.25271,20.652,10.4234
0,26,923508,4769.76,5050.07,1.99444e+06,2.32559e+06,14907,14889.8,1.21643e+08,16.5792,6.25795,14.2413,4.24289
0,27,922478,4770.25,5046.62,1.99505e+06,2.32539e+06,14923.8,14896.8,1.21652e+08,16.5992,6.26042,18.2027,6.21752
0,28,921465,4767.76,5041.12,1.99566e+06,2.32518e+06,14931,14897.6,1.21661e+08,16.6084,6.26022,14.9739,6.17238
0,29,920480,4762.41,5033.74,1.99626e+06,2.32495e+06,14929,14892.4,1.21671e+08,16.6073,6.2575,16.4401,2.8125
0,30,919536,4754.38,5024.66,1.99684e+06,2.32471e+06,14917.9,14881.7,1.2168e+08,16.5961,6.2524,20.5392,5.18962
0,31,918640,4743.83,5014.06,1.99741e+06,2.32446e+06,14898.3,14865.7,1.21689e+08,16.5753,6.2451,19.8232,9.07982
0,32,917803,4730.97,5002.13,1.99797e+06,2.3242e+06,14870.5,14844.9,1.21699e+08,16.5453,6.23578,9.45107,8.2456
0,33,917031,4716,4989.05,1.9985e+06,2.32395e+06,14835.1,14819.8,1.21708e+08,16.5069,6.22463,11.6665,4.84846
0,34,916333,4699.15,4975.03,1.99902e+06,2.32369e+06,14792.7,14790.7,1.21717e+08,16.4607,6.21184,11.95,8.22158
0,35,915713,4680.65,4960.26,1.99951e+06,2.32345e+06,14744,14758.1,1.21726e+08,16.4073,6.19762,12.9698,6.09648
0,36,915176,4660.75,4944.93,1.99998e+06,2.3232e+06,14689.6,14722.6,1.21735e+08,16.3476,6.1822,12.0882,5.30168
0,37,914726,4639.69,4929.23,2.00043e+06,2.32297e+06,14630.3,14684.7,1.21744e+08,16.2823,6.16578,17.0168,5.70895
0,38,914365,4617.72,4913.34,2.00084e+06,2.32276e+06,14566.8,14644.8,1.21753e+08,16.2123,6.14858,12.4334,5.72022
0,39,914095,4595.1,4897.45,2.00124e+06,2.32255e+06,14499.9,14603.5,1.21762e+08,16.1384,6.13083,12.0614,4.69901
0,40,913916,4572.06,4881.73,2.0016e+06,2.32237e+06,14430.4,14561.2,1.2177e+08,16.0616,6.11274,18.3182,4.97158
0,41,913828,4548.86,4866.35,2.00194e+06,2.32221e+06,14359.1,14518.6,1.21779e+08,15.9827,6.09453,15.0237,10.2721
0,42,913829,4525.73,4851.47,2.00225e+06,2.32207e+06,14286.7,14476.1,1.21787e+08,15.9025,6.07641,13.9659,5.67032
0,43,913917,4502.89,4837.23,2.00254e+06,2.32196e+06,14214.1,14434.2,1.21795e+08,15.8219,6.05857,19.4412,7.60332
0,44,914089,4480.57,4823.77,2.0028e+06,2.32187e+06,14141.9,14393.4,1.21804e+08,15.7418,6.04121,13.4352,5.89345
0,45,914340,4458.96,4811.23,2.00303e+06,2.32181e+06,14071,14354,1.21812e+08,15.6629,6.02453,17.1486,3.07302
0,46,914666,4438.27,4799.72,2.00324e+06,2.32177e+06,14002,14316.6,1.21819e+08,15.586,6.00869,15.388,2.88526
0,47,915062,4418.67,4789.35,2.00343e+06,2.32177e+06,13935.5,14281.5,1.21827e+08,15.5118,5.99387,18.4654,8.48468
0,48,915520,4400.33,4780.2,2.00359e+06,2.32179e+06,13872.1,14249.2,1.21835e+08,15.441,5.9802,15.3423,2.68417
0,49,916035,4383.38,4772.37,2.00373e+06,2.32184e+06,13812.5,14219.8,1.21842e+08,15.3743,5.96784,17.0999,0.42073
0,50,916598,4367.97,4765.91,2.00385e+06,2.32192e+06,13757.1,14193.8,1.21849e+08,15.3121,5.9569,24.0027,4.14873
0,51,917204,4354.21,4760.89,2.00395e+06,2.32203e+06,13706.4,14171.4,1.21857e+08,15.255,5.94749,12.5047,8.04858
0,52,917844,4342.18,4757.33,2.00404e+06,2.32217e+06,13660.7,14152.8,1.21864e+08,15.2035,5.9397,17.757,6.26126
0,53,918509,4331.98,4755.27,2.00411e+06,2.32233e+06,13620.5,14138.2,1.21871e+08,15.1579,5.9336,12.643,10.0485
0,54,919192,4323.65,4754.7,2.00416e+06,2.32252e+06,13586,14127.8,1.21877e+08,15.1185,5.92926,12.4972,4.38216
0,55,919884,4317.24,4755.64,2.00421e+06,2.32273e+06,13557.5,14121.6,1.21884e+08,15.0857,5.92671,19.3101,7.03015
0,56,920577,4312.77,4758.06,2.00424e+06,2.32297e+06,13535,14119.7,1.21891e+08,15.0596,5.92596,18.4439,10.4751
0,57,921262,4310.24,4761.92,2.00426e+06,2.32322e+06,13518.8,14122.1,1.21897e+08,15.0404,5.92703,16.0237,5.83366
0,58,921932,4309.64,4767.18,2.00428e+06,2.3235e+06,13508.8,14128.8,1.21904e+08,15.028,5.92989,12.9596,6.69283
0,59,922579,4310.94,4773.76,2.00429e+06,2.32379e+06,13505.1,14139.6,1.2191e+08,15.0225,5.93451,9.31602,6.34544
0,60,923195,4314.07,4781.6,2.00429e+06,2.3241e+06,13507.6,14154.5,1.21916e+08,15.0239,5.94082,18.5993,5.4012
0,61,923773,4318.97,4790.59,2.0043e+06,2.32443e+06,13516,14173.3,1.21922e+08,15.0319,5.94875,10.8976,9.07518
0,62,924307,4325.55,4800.63,2.0043e+06,2.32476e+06,13530.3,14195.7,1.21928e+08,15.0464,5.95821,12.4444,2.78791
0,63,924789,4333.71,4811.59,2.0043e+06,2.32511e+06,13550.2,14221.5,1.21934e+08,15.067,5.96909,11.9577,10.3164
0,64,925216,4343.32,4823.35,2.0043e+06,2.32546e+06,13575.3,14250.3,1.2194e+08,15.0935,5.98124,19.857,5.60871
0,65,925582,4354.23,4835.76,2.00431e+06,2.32582e+06,13605.3,14281.9,1.21946e+08,15.1254,5.99453,18.1834,6.42328
0,66,925883,4366.3,4848.66,2.00432e+06,2.32617e+06,13639.7,14315.8,1.21952e+08,15.1623,6.00879,18.14,4.20183
0,67,926116,4379.37,4861.89,2.00434e+06,2.32653e+06,13678.1,14351.5,1.21958e+08,15.2036,6.02384,17.9541,6.21145
0,68,926279,4393.23,4875.29,2.00436e+06,2.32689e+06,13719.9,14388.7,1.21964e+08,15.2489,6.03949,12.5224,7.33849
0,69,926370,4407.72,4888.67,2.00439e+06,2.32725e+06,13764.7,14426.9,1.21969e+08,15.2974,6.05554,18.3297,5.38826
0,70,926389,4422.62,4901.85,2.00443e+06,2.32759e+06,13811.6,14465.5,1.21975e+08,15.3485,6.07178,8.99208,3.69281
0,71,926336,4437.73,4914.67,2.00448e+06,2.32793e+06,13860.2,14504.1,1.21981e+08,15.4014,6.08799,15.5094,7.48185
0,72,926212,4452.84,4926.94,2.00454e+06,2.32826e+06,13909.7,14542,1.21986e+08,15.4556,6.10396,19.1286,4.42799
0,73,926020,4467.73,4938.49,2.00461e+06,2.32857e+06,13959.5,14578.9,1.21992e+08,15.5102,6.11946,18.2427,5.47494
0,74,925763,4482.2,4949.15,2.00468e+06,2.32887e+06,14008.9,14614.1,1.21997e+08,15.5644,6.13428,16.4058,4.30258
0,75,925445,4496.03,4958.78,2.00477e+06,2.32916e+06,14057.1,14647.2,1.22003e+08,15.6176,6.1482,15.7421,4.63809
0,76,925071,4509.03,4967.23,2.00487e+06,2.32943e+06,14103.5,14677.7,1.22008e+08,15.6689,6.16103,17.9251,0
0,77,924646,4521,4974.37,2.00497e+06,2.32968e+06,14147.5,14705.1,1.22013e+08,15.7176,6.17258,16.3602,7.03989
0,78,924177,4531.78,4980.1,2.00509e+06,2.32991e+06,14188.3,14729,1.22018e+08,15.763,6.18267,17.6773,9.56857
0,79,923671,4541.2,4984.31,2.00522e+06,2.33012e+06,14225.5,14749.1,1.22024e+08,15.8044,6.19115,16.7786,7.7116
0,80,923136,4549.11,4986.96,2.00535e+06,2.33031e+06,14258.4,14765.1,1.22029e+08,15.8413,6.1979,18.4424,7.32963
0,81,922578,4555.41,4987.98,2.00549e+06,2.33048e+06,14286.5,14776.6,1.22033e+08,15.873,6.2028,14.7019,0.838144
0,82,922006,4559.99,4987.36,2.00564e+06,2.33063e+06,14309.5,14783.6,1.22038e+08,15.8992,6.20577,16.1984,6.10685
0,83,921429,4562.79,4985.1,2.0058e+06,2.33077e+06,14327,14785.8,1.22043e+08,15.9194,6.20676,14.9725,4.28055
0,84,920855,4563.76,4981.23,2.00596e+06,2.33088e+06,14338.7,14783.3,1.22048e+08,15.9333,6.20575,16.8441,7.98403
0,85,920292,4562.89,4975.79,2.00612e+06,2.33098e+06,14344.5,14776,1.22052e+08,15.9408,6.20274,12.5229,8.3001
0,86,919748,4560.2,4968.87,2.00629e+06,2.33106e+06,14344.3,14764,1.22057e+08,15.9416,6.19778,14.9296,6.91593
0,87,919230,4555.72,4960.55,2.00646e+06,2.33113e+06,14338.1,14747.6,1.22061e+08,15.9359,6.19092,15.9578,1.72588
0,88,918746,4549.53,4950.95,2.00663e+06,2.33118e+06,14326,14726.9,1.22065e+08,15.9237,6.18227,14.2145,7.361
0,89,918303,4541.72,4940.22,2.0068e+06,2.33123e+06,14308.3,14702.2,1.22069e+08,15.9052,6.17195,10.9714,6.33051
0,90,917906,4532.4,4928.49,2.00697e+06,2.33126e+06,14285.1,14673.9,1.22073e+08,15.8806,6.16009,9.34405,3.9832
0,91,917561,4521.73,4915.93,2.00713e+06,2.33128e+06,14256.9,14642.4,1.22077e+08,15.8505,6.14688,15.0599,7.29271
0,92,917272,4509.85,4902.72,2.00729e+06,2.33131e+06,14224,14608.2,1.22081e+08,15.8152,6.1325,16.5606,6.02762
0,93,917043,4496.95,4889.04,2.00745e+06,2.33132e+06,14187.2,14571.6,1.22085e+08,15.7753,6.11714,19.5996,6.1741
0,94,916875,4483.22,4875.08,2.0076e+06,2.33134e+06,14146.7,14533.3,1.22088e+08,15.7315,6.10103,18.832,1.93323
0,95,916772,4468.85,4861.01,2.00774e+06,2.33136e+06,14103.4,14493.7,1.22092e+08,15.6843,6.08439,12.9429,5.66424
0,96,916733,4454.06,4847.03,2.00788e+06,2.33137e+06,14057.8,14453.5,1.22095e+08,15.6344,6.06744,18.5809,4.09583
0,97,916759,4439.04,4833.32,2.00801e+06,2.3314e+06,14010.6,14413.1,1.22098e+08,15.5826,6.05042,16.3008,1.72113
0,98,916848,4424.02,4820.06,2.00813e+06,2.33143e+06,13962.5,14373.1,1.22101e+08,15.5297,6.03355,15.5763,3.18188
0,99,916999,4409.19,4807.42,2.00824e+06,2.33147e+06,13914.1,14334.1,1.22104e+08,15.4764,6.01706,18.7178,5.1815
0,100,917207,4394.75,4795.54,2.00835e+06,2.33151e+06,13866.2,14296.5,1.22107e+08,15.4234,6.00116,15.415,8.60504
0,101,917471,4380.91,4784.58,2.00844e+06,2.33157e+06,13819.5,14260.8,1.22109e+08,15.3715,5.98606,16.6514,4.63453
0,102,917784,4367.83,4774.66,2.00853e+06,2.33164e+06,13774.4,14227.5,1.22112e+08,15.3214,5.97194,11.2412,8.27214
0,103,918142,4355.68,4765.9,2.00861e+06,2.33172e+06,13731.7,14196.9,1.22114e+08,15.2738,5.95897,12.239,4.97128
0,104,918539,4344.62,4758.4,2.00868e+06,2.33182e+06,13692,14169.5,1.22117e+08,15.2292,5.94731,13.8533,7.18573
0,105,918970,4334.78,4752.23,2.00874e+06,2.33192e+06,13655.6,14145.6,1.22119e+08,15.1882,5.93711,15.1882,5.73286
0,106,919426,4326.27,4747.45,2.0088e+06,2.33204e+06,13623.1,14125.5,1.22121e+08,15.1514,5.92846,16.738,6.42742
0,107,919902,4319.2,4744.12,2.00884e+06,2.33218e+06,13594.9,14109.3,1.22123e+08,15.1192,5.92148,12.9775,8.80695
0,108,920389,4313.65,4742.24,2.00889e+06,2.33233e+06,13571.3,14097.2,1.22125e+08,15.092,5.91622,14.3143,6.03216
0,109,920881,4309.66,4741.84,2.00892e+06,2.33249e+06,13552.6,14089.4,1.22127e+08,15.0701,5.91275,12.4244,5.62934
0,110,921369,4307.27,4742.88,2.00895e+06,2.33266e+06,13538.9,14085.9,1.22129e+08,15.0538,5.91107,14.7673,4.01591
0,111,921847,4306.51,4745.34,2.00898e+06,2.33284e+06,13530.5,14086.7,1.22131e+08,15.0432,5.9112,18.3992,6.09106
0,112,922308,4307.36,4749.17,2.00901e+06,2.33303e+06,13527.4,14091.8,1.22133e+08,15.0383,5.9131,15.1962,6.11298
0,113,922743,4309.78,4754.29,2.00903e+06,2.33324e+06,13529.5,14100.9,1.22135e+08,15.0393,5.91675,16.4192,5.57611
0,114,923147,4313.74,4760.62,2.00905e+06,2.33345e+06,13536.9,14114.1,1.22137e+08,15.046,5.92205,13.0085,5.94649
0,115,923513,4319.17,4768.05,2.00908e+06,2.33367e+06,13549.4,14130.9,1.22139e+08,15.0584,5.92893,13.8197,6.52329
0,116,923835,4325.96,4776.47,2.0091e+06,2.33389e+06,13566.7,14151.3,1.22141e+08,15.0761,5.93727,16.9017,0.908792
0,117,924109,4334.02,4785.73,2.00912e+06,2.33411e+06,13588.6,14174.8,1.22143e+08,15.0989,5.94695,14.0529,3.39344
