time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.69893e+06,3.69893e+06,3.69893e+06,3298.97,3298.97,3298.97,3571.74,3571.74,3571.74,8.24801e+06,8.24801e+06,8.24801e+06,9.4465e+06,9.4465e+06,9.4465e+06,3287.8,3287.8,3287.8,3156.34,3156.34,3156.34,1.05302e+08,1.05302e+08,1.05302e+08,0,0,0,0,0,0
1,3.70066e+06,3.70066e+06,3.70066e+06,3352.67,3352.67,3352.67,3629.54,3629.54,3629.54,8.24839e+06,8.24839e+06,8.24839e+06,9.44696e+06,9.44696e+06,9.44696e+06,3337.34,3337.34,3337.34,3201.87,3201.87,3201.87,1.05299e+08,1.05299e+08,1.05299e+08,3.79046,3.79046,3.79046,4.78324,4.78324,4.78324
2,3.70206e+06,3.70206e+06,3.70206e+06,3406.99,3406.99,3406.99,3687.24,3687.24,3687.24,8.24881e+06,8.24881e+06,8.24881e+06,9.44745e+06,9.44745e+06,9.44745e+06,3390.25,3390.25,3390.25,3251.68,3251.68,3251.68,1.05305e+08,1.05305e+08,1.05305e+08,3.85064,3.85064,3.85064,4.85774,4.85774,4.85774
3,3.70311e+06,3.70311e+06,3.70311e+06,3462.53,3462.53,3462.53,3746.31,3746.31,3746.31,8.24925e+06,8.24925e+06,8.24925e+06,9.44797e+06,9.44797e+06,9.44797e+06,3444.66,3444.66,3444.66,3302.94,3302.94,3302.94,1.05312e+08,1.05312e+08,1.05312e+08,3.91267,3.91267,3.91267,4.93462,4.93462,4.93462
4,3.7038e+06,3.7038e+06,3.7038e+06,3519.03,3519.03,3519.03,3806.43,3806.43,3806.43,8.24972e+06,8.24972e+06,8.24972e+06,9.44852e+06,9.44852e+06,9.44852e+06,3500.32,3500.32,3500.32,3355.42,3355.42,3355.42,1.05318e+08,1.05318e+08,1.05318e+08,3.97612,3.97612,3.97612,5.01331,5.01331,5.01331
5,3.70415e+06,3.70415e+06,3.70415e+06,3576.15,3576.15,3576.15,3867.2,3867.2,3867.2,8.25022e+06,8.25022e+06,8.25022e+06,9.44909e+06,9.44909e+06,9.44909e+06,3556.92,3556.92,3556.92,3408.79,3408.79,3408.79,1.05325e+08,1.05325e+08,1.05325e+08,4.04065,4.04065,4.04065,5.09334,5.09334,5.09334
6,3.70414e+06,3.70414e+06,3.70414e+06,3633.54,3633.54,3633.54,3928.22,3928.22,3928.22,8.25076e+06,8.25076e+06,8.25076e+06,9.4497e+06,9.4497e+06,9.4497e+06,3614.12,3614.12,3614.12,3462.69,3462.69,3462.69,1.05333e+08,1.05333e+08,1.05333e+08,4.10587,4.10587,4.10587,5.17419,5.17419,5.17419
7,3.70377e+06,3.70377e+06,3.70377e+06,3690.83,3690.83,3690.83,3989.06,3989.06,3989.06,8.25132e+06,8.25132e+06,8.25132e+06,9.45033e+06,9.45033e+06,9.45033e+06,3671.59,3671.59,3671.59,3516.78,3516.78,3516.78,1.0534e+08,1.0534e+08,1.0534e+08,4.17138,4.17138,4.17138,5.25533,5.25533,5.25533
8,3.70305e+06,3.70305e+06,3.70305e+06,3747.63,3747.63,3747.63,4049.26,4049.26,4049.26,8.25191e+06,8.25191e+06,8.25191e+06,9.45099e+06,9.45099e+06,9.45099e+06,3728.94,3728.94,3728.94,3570.67,3570.67,3570.67,1.05348e+08,1.05348e+08,1.05348e+08,4.23677,4.23677,4.23677,5.33617,5.33617,5.33617
9,3.70198e+06,3.70198e+06,3.70198e+06,3803.55,3803.55,3803.55,4108.38,4108.38,4108.38,8.25253e+06,8.25253e+06,8.25253e+06,9.45167e+06,9.45167e+06,9.45167e+06,3785.79,3785.79,3785.79,3623.96,3623.96,3623.96,1.05357e+08,1.05357e+08,1.05357e+08,4.3016,4.3016,4.3016,5.41613,5.41613,5.41613
10,3.70058e+06,3.70058e+06,3.70058e+06,3858.18,3858.18,3858.18,4165.92,4165.92,4165.92,8.25318e+06,8.25318e+06,8.25318e+06,9.45238e+06,9.45238e+06,9.45238e+06,3841.74,3841.74,3841.74,3676.24,3676.24,3676.24,1.05365e+08,1.05365e+08,1.05365e+08,4.36541,4.36541,4.36541,5.49458,5.49458,5.49458
11,3.69884e+06,3.69884e+06,3.69884e+06,3911.08,3911.08,3911.08,4221.4,4221.4,4221.4,8.25385e+06,8.25385e+06,8.25385e+06,9.45311e+06,9.45311e+06,9.45311e+06,3896.38,3896.38,3896.38,3727.08,3727.08,3727.08,1.05374e+08,1.05374e+08,1.05374e+08,4.42773,4.42773,4.42773,5.57088,5.57088,5.57088
12,3.69679e+06,3.69679e+06,3.69679e+06,3961.84,3961.84,3961.84,4274.34,4274.34,4274.34,8.25455e+06,8.25455e+06,8.25455e+06,9.45386e+06,9.45386e+06,9.45386e+06,3949.27,3949.27,3949.27,3776.04,3776.04,3776.04,1.05383e+08,1.05383e+08,1.05383e+08,4.48806,4.48806,4.48806,5.64439,5.64439,5.64439
13,3.69445e+06,3.69445e+06,3.69445e+06,4010.03,4010.03,4010.03,4324.24,4324.24,4324.24,8.25527e+06,8.25527e+06,8.25527e+06,9.45463e+06,9.45463e+06,9.45463e+06,3999.98,3999.98,3999.98,3822.7,3822.7,3822.7,1.05392e+08,1.05392e+08,1.05392e+08,4.54593,4.54593,4.54593,5.71446,5.71446,5.71446
14,3.69182e+06,3.69182e+06,3.69182e+06,4055.22,4055.22,4055.22,4370.63,4370.63,4370.63,8.25602e+06,8.25602e+06,8.25602e+06,9.4554e+06,9.4554e+06,9.4554e+06,4048.08,4048.08,4048.08,3866.6,3866.6,3866.6,1.05402e+08,1.05402e+08,1.05402e+08,4.60085,4.60085,4.60085,5.78043,5.78043,5.78043
