index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
3890,1.03234,4.25345,4.79234,0.796011,2.15217,0,0,6.9421,3.47174,4.50067,0.0825101,0.932737,0.971898,0.0582842,-1.4613,-3.47367,0.0540392,0.0887493,0.194969,-3673.98
