index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
374,1.38223,4.1681,4.56929,0.455516,1.27443,0,0,10.2644,9.42792,2.18313,0.0254456,0.9088,0.140035,0.0604513,-2.3083,-0.234593,0.111039,0.0741528,0.254011,-5271.55
