index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,1.62582e+06,3037.92,28.39,4.97171e+06,4.81895e+06,9852.55,93.6497,122084,770018,8.24878e+06,1.15196e+06,7.07764,0.0659562,5.40662,0.154122
