time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
781,1.67247e+06,1.67247e+06,1.67247e+06,2.71707,2.71707,2.71707,3376.2,3376.2,3376.2,4.95857e+06,4.95857e+06,4.95857e+06,3.90337e+06,3.90337e+06,3.90337e+06,7.70572,7.70572,7.70572,11007.3,11007.3,11007.3,916396,916396,916396,157741,157741,157741,1.4639e+06,1.4639e+06,1.4639e+06,1.10194e+07,1.10194e+07,1.10194e+07,0.0056425,0.0056425,0.0056425,7.89543,7.89543,7.89543
