index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,1.67247e+06,2.71707,3376.2,4.95857e+06,3.90337e+06,7.70572,11007.3,916396,157741,1.4639e+06,1.10194e+07,0.0056425,7.89543,0,7.58908
