index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,2.21667e+06,12.1321,8439.43,4.3787e+06,3.92394e+06,27.7385,20449.9,728820,72204.4,676716,8.52977e+06,0.0212659,15.3274,0,18.0781
