index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,2.14128e+06,4711.33,11.7414,3.28434e+06,4.1084e+06,11245.9,24.9891,294676,1.08189e+06,1.29581e+07,2.77259e+06,8.90614,0.0211144,6.85214,0.128282
