index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,1.98348e+06,14963.6,1297.38,3.45988e+06,4.72136e+06,40535.7,2972.89,693287,757894,8.71369e+06,6.55705e+06,30.2118,2.51026,30.7092,1.70972
