time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
781,2.21667e+06,2.21667e+06,2.21667e+06,12.1321,12.1321,12.1321,8439.43,8439.43,8439.43,4.3787e+06,4.3787e+06,4.3787e+06,3.92394e+06,3.92394e+06,3.92394e+06,27.7385,27.7385,27.7385,20449.9,20449.9,20449.9,728820,728820,728820,72204.4,72204.4,72204.4,676716,676716,676716,8.52977e+06,8.52977e+06,8.52977e+06,0.0212659,0.0212659,0.0212659,15.3274,15.3274,15.3274
