time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.60324e+06,3.60324e+06,3.60324e+06,3202.41,3202.41,3202.41,3356.41,3356.41,3356.41,1.17958e+07,1.17958e+07,1.17958e+07,1.28334e+07,1.28334e+07,1.28334e+07,2552.9,2552.9,2552.9,2458.3,2458.3,2458.3,9.84644e+07,9.84644e+07,9.84644e+07,0,0,0,0,0,0
1,3.60642e+06,3.60642e+06,3.60642e+06,3254.93,3254.93,3254.93,3410.37,3410.37,3410.37,1.17963e+07,1.17963e+07,1.17963e+07,1.28339e+07,1.28339e+07,1.28339e+07,2592.58,2592.58,2592.58,2496.77,2496.77,2496.77,9.84601e+07,9.84601e+07,9.84601e+07,4.69742,4.69742,4.69742,4.64861,4.64861,4.64861
2,3.60926e+06,3.60926e+06,3.60926e+06,3313.24,3313.24,3313.24,3471.15,3471.15,3471.15,1.17968e+07,1.17968e+07,1.17968e+07,1.28344e+07,1.28344e+07,1.28344e+07,2636.96,2636.96,2636.96,2539.29,2539.29,2539.29,9.84648e+07,9.84648e+07,9.84648e+07,4.77644,4.77644,4.77644,4.72635,4.72635,4.72635
3,3.61172e+06,3.61172e+06,3.61172e+06,3376.77,3376.77,3376.77,3537.56,3537.56,3537.56,1.17973e+07,1.17973e+07,1.17973e+07,1.28349e+07,1.28349e+07,1.28349e+07,2685.7,2685.7,2685.7,2586.12,2586.12,2586.12,9.84698e+07,9.84698e+07,9.84698e+07,4.8635,4.8635,4.8635,4.81226,4.81226,4.81226
4,3.61377e+06,3.61377e+06,3.61377e+06,3445.31,3445.31,3445.31,3609.35,3609.35,3609.35,1.17978e+07,1.17978e+07,1.17978e+07,1.28355e+07,1.28355e+07,1.28355e+07,2738.68,2738.68,2738.68,2637.13,2637.13,2637.13,9.8475e+07,9.8475e+07,9.8475e+07,4.9582,4.9582,4.9582,4.90591,4.90591,4.90591
5,3.61539e+06,3.61539e+06,3.61539e+06,3518.54,3518.54,3518.54,3686.17,3686.17,3686.17,1.17984e+07,1.17984e+07,1.17984e+07,1.28361e+07,1.28361e+07,1.28361e+07,2795.65,2795.65,2795.65,2692.07,2692.07,2692.07,9.84806e+07,9.84806e+07,9.84806e+07,5.06017,5.06017,5.06017,5.00692,5.00692,5.00692
6,3.61655e+06,3.61655e+06,3.61655e+06,3596.04,3596.04,3596.04,3767.57,3767.57,3767.57,1.17991e+07,1.17991e+07,1.17991e+07,1.28368e+07,1.28368e+07,1.28368e+07,2856.34,2856.34,2856.34,2750.66,2750.66,2750.66,9.84865e+07,9.84865e+07,9.84865e+07,5.16889,5.16889,5.16889,5.11477,5.11477,5.11477
7,3.61722e+06,3.61722e+06,3.61722e+06,3677.31,3677.31,3677.31,3852.98,3852.98,3852.98,1.17998e+07,1.17998e+07,1.17998e+07,1.28376e+07,1.28376e+07,1.28376e+07,2920.38,2920.38,2920.38,2812.54,2812.54,2812.54,9.84928e+07,9.84928e+07,9.84928e+07,5.28375,5.28375,5.28375,5.22878,5.22878,5.22878
8,3.61739e+06,3.61739e+06,3.61739e+06,3761.74,3761.74,3761.74,3941.76,3941.76,3941.76,1.18006e+07,1.18006e+07,1.18006e+07,1.28384e+07,1.28384e+07,1.28384e+07,2987.33,2987.33,2987.33,2877.25,2877.25,2877.25,9.84995e+07,9.84995e+07,9.84995e+07,5.40397,5.40397,5.40397,5.34816,5.34816,5.34816
9,3.61704e+06,3.61704e+06,3.61704e+06,3848.61,3848.61,3848.61,4033.1,4033.1,4033.1,1.18014e+07,1.18014e+07,1.18014e+07,1.28393e+07,1.28393e+07,1.28393e+07,3056.66,3056.66,3056.66,2944.26,2944.26,2944.26,9.85065e+07,9.85065e+07,9.85065e+07,5.5286,5.5286,5.5286,5.47195,5.47195,5.47195
10,3.61616e+06,3.61616e+06,3.61616e+06,3937.08,3937.08,3937.08,4126.09,4126.09,4126.09,1.18023e+07,1.18023e+07,1.18023e+07,1.28402e+07,1.28402e+07,1.28402e+07,3127.76,3127.76,3127.76,3012.95,3012.95,3012.95,9.8514e+07,9.8514e+07,9.8514e+07,5.65656,5.65656,5.65656,5.59899,5.59899,5.59899
11,3.61475e+06,3.61475e+06,3.61475e+06,4026.21,4026.21,4026.21,4219.71,4219.71,4219.71,1.18032e+07,1.18032e+07,1.18032e+07,1.28412e+07,1.28412e+07,1.28412e+07,3199.9,3199.9,3199.9,3082.6,3082.6,3082.6,9.85218e+07,9.85218e+07,9.85218e+07,5.78659,5.78659,5.78659,5.72801,5.72801,5.72801
12,3.6128e+06,3.6128e+06,3.6128e+06,4114.95,4114.95,4114.95,4312.81,4312.81,4312.81,1.18042e+07,1.18042e+07,1.18042e+07,1.28422e+07,1.28422e+07,1.28422e+07,3272.28,3272.28,3272.28,3152.4,3152.4,3152.4,9.85301e+07,9.85301e+07,9.85301e+07,5.91727,5.91727,5.91727,5.85752,5.85752,5.85752
13,3.61033e+06,3.61033e+06,3.61033e+06,4202.14,4202.14,4202.14,4404.12,4404.12,4404.12,1.18052e+07,1.18052e+07,1.18052e+07,1.28434e+07,1.28434e+07,1.28434e+07,3344.03,3344.03,3344.03,3221.47,3221.47,3221.47,9.85388e+07,9.85388e+07,9.85388e+07,6.04701,6.04701,6.04701,5.98589,5.98589,5.98589
