index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
222,1.81628,5.74688,4.69123,1.61356,1.6044,0,0,25.7255,25.5706,2.26413,0.00865085,0.853989,0.94516,0.0394997,1.33678,-0.600792,0.123245,0.165717,-5078.08
