index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
263,1.47593,7.00241,3.00356,1.5107,1.85939,0,0,24.4091,20.2813,0.488155,0.299935,0.645733,0.11663,0.591589,2.55975,2.44844,0.145477,0.334551,-5110.99
