index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
587,1.05551,4.80222,5.00518,1.16267,1.00777,0,0,6.3586,7.14008,3.24821,0.0488291,0.938884,0.753465,0.411196,-2.62978,-3.33248,0.149321,0.185084,-3571.32
