index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,2.58022e+06,3799.82,3671.3,3.46534e+06,3.23163e+06,3445.82,3572.35,1.17417e+08,0,0,0,0
0,1,2.58342e+06,3848.02,3720.08,3.46538e+06,3.23171e+06,3487.52,3615.5,1.17413e+08,6.21052,8.45262,8.13486,9.24198
0,2,2.58633e+06,3904.44,3775.59,3.46544e+06,3.2318e+06,3534.74,3665.22,1.17419e+08,6.29309,8.5671,3.3659,6.46024
0,3,2.58892e+06,3967.38,3837.11,3.4655e+06,3.23191e+06,3588.07,3721.1,1.17424e+08,6.38679,8.69623,7.51864,7.71087
0,4,2.59116e+06,4036.52,3904.41,3.46558e+06,3.23203e+06,3647.38,3782.98,1.1743e+08,6.49109,8.83928,4.79741,9.28176
0,5,2.59301e+06,4111.45,3977.1,3.46567e+06,3.23217e+06,3712.37,3850.52,1.17437e+08,6.60547,8.99557,7.012,8.73434
0,6,2.59447e+06,4191.67,4054.72,3.46578e+06,3.23232e+06,3782.63,3923.35,1.17443e+08,6.72925,9.16422,5.56228,11.6109
0,7,2.59548e+06,4276.6,4136.7,3.4659e+06,3.23248e+06,3857.69,4000.97,1.17451e+08,6.8616,9.34411,10.2354,8.3807
0,8,2.59605e+06,4365.49,4222.35,3.46603e+06,3.23266e+06,3936.96,4082.79,1.17458e+08,7.00149,9.53391,4.58246,10.1307
0,9,2.59616e+06,4457.51,4310.9,3.46618e+06,3.23285e+06,4019.73,4168.13,1.17466e+08,7.1477,9.73201,7.92807,8.14882
0,10,2.59578e+06,4551.68,4401.42,3.46634e+06,3.23305e+06,4105.21,4256.16,1.17474e+08,7.29883,9.93655,9.49953,12.9904
0,11,2.59492e+06,4646.89,4492.89,3.46651e+06,3.23326e+06,4192.44,4345.95,1.17483e+08,7.45323,10.1454,6.4247,10.8878
0,12,2.59358e+06,4741.94,4584.16,3.4667e+06,3.23348e+06,4280.38,4436.44,1.17492e+08,7.60908,10.3561,6.91574,13.8495
0,13,2.59176e+06,4835.47,4673.99,3.4669e+06,3.23371e+06,4367.87,4526.49,1.17502e+08,7.76433,10.5661,8.16535,11.3405
0,14,2.58948e+06,4926.09,4761.06,3.4671e+06,3.23394e+06,4453.66,4614.82,1.17512e+08,7.91679,10.7723,6.07806,8.21714
0,15,2.58675e+06,5012.3,4843.99,3.46732e+06,3.23418e+06,4536.41,4700.12,1.17523e+08,8.06411,10.9719,9.10485,11.6303
0,16,2.58362e+06,5092.6,4921.37,3.46753e+06,3.23442e+06,4614.74,4781,1.17534e+08,8.20387,11.1614,9.65109,7.37059
0,17,2.5801e+06,5165.51,4991.81,3.46775e+06,3.23467e+06,4687.27,4856.07,1.17545e+08,8.33361,11.3379,10.3864,10.1972
0,18,2.57626e+06,5229.59,5053.96,3.46797e+06,3.23491e+06,4752.62,4923.94,1.17557e+08,8.4509,11.4979,8.79615,8.0404
0,19,2.57213e+06,5283.52,5106.59,3.46819e+06,3.23515e+06,4809.49,4983.3,1.17569e+08,8.55341,11.6385,6.34674,12.7247
0,20,2.56777e+06,5326.13,5148.6,3.4684e+06,3.23539e+06,4856.69,5032.95,1.17582e+08,8.63903,11.7568,8.8459,12.3661
0,21,2.56325e+06,5356.45,5179.05,3.4686e+06,3.23563e+06,4893.19,5071.81,1.17595e+08,8.70588,11.8503,7.17455,15.1938
0,22,2.55862e+06,5373.74,5197.25,3.46879e+06,3.23586e+06,4918.14,5099.04,1.17607e+08,8.75244,11.9169,8.52186,13.6567
0,23,2.55397e+06,5377.56,5202.73,3.46896e+06,3.23609e+06,4930.93,5113.96,1.1762e+08,8.77756,11.9552,12.7473,8.30673
0,24,2.54934e+06,5367.73,5195.31,3.46912e+06,3.23631e+06,4931.2,5116.19,1.17633e+08,8.78058,11.964,9.53639,12.8479
0,25,2.54482e+06,5344.36,5175.06,3.46925e+06,3.23652e+06,4918.86,5105.6,1.17646e+08,8.76128,11.9431,12.9977,17.6984
0,26,2.54046e+06,5307.89,5142.33,3.46937e+06,3.23672e+06,4894.1,5082.32,1.17659e+08,8.71992,11.8927,8.46847,12.6581
0,27,2.53634e+06,5258.99,5097.74,3.46946e+06,3.23691e+06,4857.36,5046.76,1.17672e+08,8.65725,11.8136,6.53733,13.5406
0,28,2.53251e+06,5198.61,5042.11,3.46954e+06,3.2371e+06,4809.34,4999.58,1.17684e+08,8.57446,11.7074,9.32448,12.6767
0,29,2.52902e+06,5127.87,4976.48,3.46958e+06,3.23728e+06,4750.97,4941.65,1.17696e+08,8.47312,11.5759,13.9544,13.9064
0,30,2.52591e+06,5048.09,4902.04,3.46961e+06,3.23744e+06,4683.33,4874.04,1.17708e+08,8.35514,11.4216,12.5501,11.0249
0,31,2.52324e+06,4960.7,4820.09,3.46961e+06,3.2376e+06,4607.65,4797.98,1.1772e+08,8.22268,11.2474,5.3053,6.679
0,32,2.52103e+06,4867.17,4732.02,3.4696e+06,3.23775e+06,4525.29,4714.77,1.17731e+08,8.07808,11.0562,5.41926,15.1948
0,33,2.51931e+06,4769.04,4639.25,3.46956e+06,3.23789e+06,4437.62,4625.81,1.17742e+08,7.92379,10.8512,4.77063,8.76666
0,34,2.51808e+06,4667.81,4543.18,3.46951e+06,3.23803e+06,4346.05,4532.51,1.17752e+08,7.7623,10.6358,11.399,6.24855
0,35,2.51737e+06,4564.93,4445.18,3.46944e+06,3.23815e+06,4251.97,4436.26,1.17761e+08,7.59607,10.413,6.70683,8.88743
0,36,2.51718e+06,4461.78,4346.56,3.46935e+06,3.23827e+06,4156.7,4338.42,1.1777e+08,7.42745,10.1862,1.11742,5.69934
0,37,2.5175e+06,4359.65,4248.54,3.46926e+06,3.23838e+06,4061.5,4240.27,1.17779e+08,7.25869,9.95833,9.50898,10.0877
0,38,2.51832e+06,4259.7,4152.23,3.46915e+06,3.23848e+06,3967.52,4143,1.17787e+08,7.09185,9.73212,5.02743,15.0007
0,39,2.51964e+06,4162.98,4058.66,3.46904e+06,3.23857e+06,3875.82,4047.71,1.17795e+08,6.92883,9.51016,2.57343,10.2282
0,40,2.52142e+06,4070.42,3968.71,3.46892e+06,3.23865e+06,3787.35,3955.37,1.17802e+08,6.77132,9.29477,7.20538,7.07883
0,41,2.52364e+06,3982.82,3883.19,3.4688e+06,3.23873e+06,3702.92,3866.85,1.17808e+08,6.62081,9.088,4.6487,5.79701
0,42,2.52628e+06,3900.89,3802.76,3.46868e+06,3.2388e+06,3623.27,3782.91,1.17815e+08,6.4786,8.89163,8.23918,9.81633
0,43,2.52931e+06,3825.2,3728.01,3.46856e+06,3.23887e+06,3549,3704.2,1.1782e+08,6.3458,8.70723,8.09581,7.68772
0,44,2.53269e+06,3756.26,3659.44,3.46845e+06,3.23892e+06,3480.63,3631.28,1.17826e+08,6.22337,8.5361,6.02667,3.77175
0,45,2.53639e+06,3694.48,3597.45,3.46834e+06,3.23897e+06,3418.61,3564.61,1.1783e+08,6.11208,8.37937,5.72465,6.17779
0,46,2.54037e+06,3640.2,3542.38,3.46823e+06,3.23902e+06,3363.29,3504.58,1.17835e+08,6.01261,8.23796,0.0777641,10.4906
0,47,2.5446e+06,3593.7,3494.51,3.46814e+06,3.23905e+06,3314.97,3451.51,1.17839e+08,5.92549,8.11264,4.76269,8.86562
0,48,2.54903e+06,3555.21,3454.08,3.46805e+06,3.23908e+06,3273.89,3405.65,1.17843e+08,5.85117,8.00403,6.39081,13.9351
0,49,2.55362e+06,3524.91,3421.26,3.46798e+06,3.23911e+06,3240.26,3367.23,1.17847e+08,5.79001,7.91265,1.84588,7.71268
0,50,2.55833e+06,3502.97,3396.21,3.46792e+06,3.23913e+06,3214.23,3336.42,1.1785e+08,5.74232,7.83892,5.6108,9.89001
0,51,2.56312e+06,3489.5,3379.06,3.46788e+06,3.23915e+06,3195.93,3313.34,1.17853e+08,5.70833,7.78318,1.73502,7.46137
0,52,2.56795e+06,3484.62,3369.89,3.46786e+06,3.23916e+06,3185.48,3298.12,1.17856e+08,5.68825,7.74569,3.10764,7.01967
0,53,2.57277e+06,3488.4,3368.79,3.46785e+06,3.23916e+06,3182.96,3290.84,1.17859e+08,5.68225,7.72668,4.38267,9.35487
0,54,2.57755e+06,3500.92,3375.83,3.46787e+06,3.23917e+06,3188.44,3291.58,1.17862e+08,5.69045,7.72632,7.66961,11.156
