index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
857,1.7705,7.49276,7.26778,2.24977,1.65515,0,0,22.1979,27.0375,0.429456,0.295551,0.643247,0.963248,0.163077,2.63479,2.65915,0.110519,0.166917,-5070.37
