time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.3174e+06,3.3174e+06,3.3174e+06,3663.63,3663.63,3663.63,3797.25,3797.25,3797.25,4.58848e+06,4.58848e+06,4.58848e+06,4.90759e+06,4.90759e+06,4.90759e+06,3451.28,3451.28,3451.28,3344,3344,3344,1.13881e+08,1.13881e+08,1.13881e+08,0,0,0,0,0,0
1,3.31947e+06,3.31947e+06,3.31947e+06,3716.78,3716.78,3716.78,3851.39,3851.39,3851.39,4.58864e+06,4.58864e+06,4.58864e+06,4.90778e+06,4.90778e+06,4.90778e+06,3499.88,3499.88,3499.88,3390.79,3390.79,3390.79,1.13878e+08,1.13878e+08,1.13878e+08,5.87291,5.87291,5.87291,8.68046,8.68046,8.68046
2,3.32122e+06,3.32122e+06,3.32122e+06,3773.28,3773.28,3773.28,3909.34,3909.34,3909.34,4.58882e+06,4.58882e+06,4.58882e+06,4.90798e+06,4.90798e+06,4.90798e+06,3551.26,3551.26,3551.26,3440.05,3440.05,3440.05,1.13884e+08,1.13884e+08,1.13884e+08,5.95895,5.95895,5.95895,8.80628,8.80628,8.80628
3,3.32264e+06,3.32264e+06,3.32264e+06,3832.17,3832.17,3832.17,3969.83,3969.83,3969.83,4.58901e+06,4.58901e+06,4.58901e+06,4.90819e+06,4.90819e+06,4.90819e+06,3605.15,3605.15,3605.15,3491.8,3491.8,3491.8,1.13891e+08,1.13891e+08,1.13891e+08,6.04941,6.04941,6.04941,8.93878,8.93878,8.93878
4,3.32373e+06,3.32373e+06,3.32373e+06,3893.18,3893.18,3893.18,4032.57,4032.57,4032.57,4.58923e+06,4.58923e+06,4.58923e+06,4.90842e+06,4.90842e+06,4.90842e+06,3661.38,3661.38,3661.38,3545.85,3545.85,3545.85,1.13898e+08,1.13898e+08,1.13898e+08,6.14372,6.14372,6.14372,9.07708,9.07708,9.07708
5,3.32447e+06,3.32447e+06,3.32447e+06,3955.97,3955.97,3955.97,4097.19,4097.19,4097.19,4.58946e+06,4.58946e+06,4.58946e+06,4.90866e+06,4.90866e+06,4.90866e+06,3719.65,3719.65,3719.65,3601.9,3601.9,3601.9,1.13905e+08,1.13905e+08,1.13905e+08,6.24143,6.24143,6.24143,9.22047,9.22047,9.22047
6,3.32485e+06,3.32485e+06,3.32485e+06,4020.17,4020.17,4020.17,4163.28,4163.28,4163.28,4.5897e+06,4.5897e+06,4.5897e+06,4.90892e+06,4.90892e+06,4.90892e+06,3779.62,3779.62,3779.62,3659.63,3659.63,3659.63,1.13913e+08,1.13913e+08,1.13913e+08,6.34197,6.34197,6.34197,9.36811,9.36811,9.36811
7,3.32488e+06,3.32488e+06,3.32488e+06,4085.36,4085.36,4085.36,4230.4,4230.4,4230.4,4.58996e+06,4.58996e+06,4.58996e+06,4.9092e+06,4.9092e+06,4.9092e+06,3840.94,3840.94,3840.94,3718.66,3718.66,3718.66,1.13921e+08,1.13921e+08,1.13921e+08,6.44476,6.44476,6.44476,9.51906,9.51906,9.51906
8,3.32454e+06,3.32454e+06,3.32454e+06,4151.09,4151.09,4151.09,4298.06,4298.06,4298.06,4.59024e+06,4.59024e+06,4.59024e+06,4.90948e+06,4.90948e+06,4.90948e+06,3903.21,3903.21,3903.21,3778.59,3778.59,3778.59,1.13929e+08,1.13929e+08,1.13929e+08,6.54913,6.54913,6.54913,9.6723,9.6723,9.6723
9,3.32383e+06,3.32383e+06,3.32383e+06,4216.88,4216.88,4216.88,4365.73,4365.73,4365.73,4.59053e+06,4.59053e+06,4.59053e+06,4.90978e+06,4.90978e+06,4.90978e+06,3965.99,3965.99,3965.99,3838.99,3838.99,3838.99,1.13938e+08,1.13938e+08,1.13938e+08,6.65434,6.65434,6.65434,9.82671,9.82671,9.82671
