index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
272,1.5064,4.5765,4.60009,1.46859,1.41196,0,0,15.9754,17.1106,2.82357,0.262296,0.978655,0.796143,0.210266,-2.56658,-2.51815,0.30995,0.141928,-24794.1
