time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,5.99003e+06,5.99003e+06,5.99003e+06,3999.57,3999.57,3999.57,3859.14,3859.14,3859.14,5.96817e+06,5.96817e+06,5.96817e+06,5.58211e+06,5.58211e+06,5.58211e+06,3428.62,3428.62,3428.62,3537.24,3537.24,3537.24,1.09153e+08,1.09153e+08,1.09153e+08,0,0,0,0,0,0
1,5.99218e+06,5.99218e+06,5.99218e+06,4062.91,4062.91,4062.91,3920.48,3920.48,3920.48,5.96842e+06,5.96842e+06,5.96842e+06,5.58234e+06,5.58234e+06,5.58234e+06,3482.39,3482.39,3482.39,3592.73,3592.73,3592.73,1.0915e+08,1.0915e+08,1.0915e+08,2.36339,2.36339,2.36339,7.26323,7.26323,7.26323
2,5.99401e+06,5.99401e+06,5.99401e+06,4128.39,4128.39,4128.39,3983.76,3983.76,3983.76,5.96868e+06,5.96868e+06,5.96868e+06,5.58258e+06,5.58258e+06,5.58258e+06,3537.55,3537.55,3537.55,3649.71,3649.71,3649.71,1.09157e+08,1.09157e+08,1.09157e+08,2.40096,2.40096,2.40096,7.37886,7.37886,7.37886
3,5.9955e+06,5.9955e+06,5.9955e+06,4195.18,4195.18,4195.18,4048.26,4048.26,4048.26,5.96897e+06,5.96897e+06,5.96897e+06,5.58285e+06,5.58285e+06,5.58285e+06,3593.98,3593.98,3593.98,3707.98,3707.98,3707.98,1.09163e+08,1.09163e+08,1.09163e+08,2.43946,2.43946,2.43946,7.49727,7.49727,7.49727
4,5.99665e+06,5.99665e+06,5.99665e+06,4263.19,4263.19,4263.19,4113.91,4113.91,4113.91,5.96928e+06,5.96928e+06,5.96928e+06,5.58313e+06,5.58313e+06,5.58313e+06,3651.64,3651.64,3651.64,3767.49,3767.49,3767.49,1.0917e+08,1.0917e+08,1.0917e+08,2.47875,2.47875,2.47875,7.61808,7.61808,7.61808
5,5.99746e+06,5.99746e+06,5.99746e+06,4332.25,4332.25,4332.25,4180.54,4180.54,4180.54,5.96961e+06,5.96961e+06,5.96961e+06,5.58343e+06,5.58343e+06,5.58343e+06,3710.4,3710.4,3710.4,3828.11,3828.11,3828.11,1.09177e+08,1.09177e+08,1.09177e+08,2.51877,2.51877,2.51877,7.74107,7.74107,7.74107
6,5.99792e+06,5.99792e+06,5.99792e+06,4402.2,4402.2,4402.2,4248.03,4248.03,4248.03,5.96995e+06,5.96995e+06,5.96995e+06,5.58375e+06,5.58375e+06,5.58375e+06,3770.14,3770.14,3770.14,3889.74,3889.74,3889.74,1.09184e+08,1.09184e+08,1.09184e+08,2.55942,2.55942,2.55942,7.866,7.866,7.866
7,5.99803e+06,5.99803e+06,5.99803e+06,4472.87,4472.87,4472.87,4316.22,4316.22,4316.22,5.97032e+06,5.97032e+06,5.97032e+06,5.58409e+06,5.58409e+06,5.58409e+06,3830.73,3830.73,3830.73,3952.25,3952.25,3952.25,1.09192e+08,1.09192e+08,1.09192e+08,2.60062,2.60062,2.60062,7.9926,7.9926,7.9926
8,5.99779e+06,5.99779e+06,5.99779e+06,4544.08,4544.08,4544.08,4384.94,4384.94,4384.94,5.97071e+06,5.97071e+06,5.97071e+06,5.58444e+06,5.58444e+06,5.58444e+06,3892.03,3892.03,3892.03,4015.51,4015.51,4015.51,1.092e+08,1.092e+08,1.092e+08,2.64227,2.64227,2.64227,8.12059,8.12059,8.12059
9,5.99719e+06,5.99719e+06,5.99719e+06,4615.63,4615.63,4615.63,4454.02,4454.02,4454.02,5.97111e+06,5.97111e+06,5.97111e+06,5.58481e+06,5.58481e+06,5.58481e+06,3953.88,3953.88,3953.88,4079.35,4079.35,4079.35,1.09208e+08,1.09208e+08,1.09208e+08,2.68425,2.68425,2.68425,8.24967,8.24967,8.24967
