time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.81554e+07,1.81554e+07,1.81554e+07,3333.23,3333.23,3333.23,2958.13,2958.13,2958.13,2.89844e+07,2.89844e+07,2.89844e+07,2.45158e+07,2.45158e+07,2.45158e+07,1226.53,1226.53,1226.53,1286.81,1286.81,1286.81,5.50441e+07,5.50441e+07,5.50441e+07,0,0,0,0,0,0
1,1.81589e+07,1.81589e+07,1.81589e+07,3396.96,3396.96,3396.96,3014.63,3014.63,3014.63,2.89856e+07,2.89856e+07,2.89856e+07,2.45168e+07,2.45168e+07,2.45168e+07,1249.8,1249.8,1249.8,1311.3,1311.3,1311.3,5.50381e+07,5.50381e+07,5.50381e+07,3.72478,3.72478,3.72478,3.77506,3.77506,3.77506
2,1.81621e+07,1.81621e+07,1.81621e+07,3463.97,3463.97,3463.97,3074.06,3074.06,3074.06,2.8987e+07,2.8987e+07,2.8987e+07,2.45179e+07,2.45179e+07,2.45179e+07,1274.28,1274.28,1274.28,1336.97,1336.97,1336.97,5.5041e+07,5.5041e+07,5.5041e+07,3.79706,3.79706,3.79706,3.84828,3.84828,3.84828
3,1.81649e+07,1.81649e+07,1.81649e+07,3533.93,3533.93,3533.93,3136.04,3136.04,3136.04,2.89884e+07,2.89884e+07,2.89884e+07,2.45192e+07,2.45192e+07,2.45192e+07,1299.87,1299.87,1299.87,1363.77,1363.77,1363.77,5.50441e+07,5.50441e+07,5.50441e+07,3.87274,3.87274,3.87274,3.92487,3.92487,3.92487
4,1.81674e+07,1.81674e+07,1.81674e+07,3606.85,3606.85,3606.85,3200.6,3200.6,3200.6,2.899e+07,2.899e+07,2.899e+07,2.45205e+07,2.45205e+07,2.45205e+07,1326.57,1326.57,1326.57,1391.72,1391.72,1391.72,5.50473e+07,5.50473e+07,5.50473e+07,3.95171,3.95171,3.95171,4.00474,4.00474,4.00474
5,1.81694e+07,1.81694e+07,1.81694e+07,3682.68,3682.68,3682.68,3267.69,3267.69,3267.69,2.89916e+07,2.89916e+07,2.89916e+07,2.45219e+07,2.45219e+07,2.45219e+07,1354.37,1354.37,1354.37,1420.8,1420.8,1420.8,5.50506e+07,5.50506e+07,5.50506e+07,4.03396,4.03396,4.03396,4.08785,4.08785,4.08785
6,1.81711e+07,1.81711e+07,1.81711e+07,3761.34,3761.34,3761.34,3337.25,3337.25,3337.25,2.89934e+07,2.89934e+07,2.89934e+07,2.45234e+07,2.45234e+07,2.45234e+07,1383.24,1383.24,1383.24,1450.98,1450.98,1450.98,5.50541e+07,5.50541e+07,5.50541e+07,4.1194,4.1194,4.1194,4.17416,4.17416,4.17416
7,1.81724e+07,1.81724e+07,1.81724e+07,3842.7,3842.7,3842.7,3409.17,3409.17,3409.17,2.89954e+07,2.89954e+07,2.89954e+07,2.4525e+07,2.4525e+07,2.4525e+07,1413.14,1413.14,1413.14,1482.23,1482.23,1482.23,5.50578e+07,5.50578e+07,5.50578e+07,4.20794,4.20794,4.20794,4.26355,4.26355,4.26355
8,1.81733e+07,1.81733e+07,1.81733e+07,3926.63,3926.63,3926.63,3483.33,3483.33,3483.33,2.89974e+07,2.89974e+07,2.89974e+07,2.45268e+07,2.45268e+07,2.45268e+07,1444.03,1444.03,1444.03,1514.5,1514.5,1514.5,5.50616e+07,5.50616e+07,5.50616e+07,4.29943,4.29943,4.29943,4.35589,4.35589,4.35589
9,1.81737e+07,1.81737e+07,1.81737e+07,4012.94,4012.94,4012.94,3559.58,3559.58,3559.58,2.89996e+07,2.89996e+07,2.89996e+07,2.45286e+07,2.45286e+07,2.45286e+07,1475.83,1475.83,1475.83,1547.71,1547.71,1547.71,5.50656e+07,5.50656e+07,5.50656e+07,4.3937,4.3937,4.3937,4.45101,4.45101,4.45101
