time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.16972e+06,3.16972e+06,3.16972e+06,3289.85,3289.85,3289.85,3203.47,3203.47,3203.47,4.99053e+06,4.99053e+06,4.99053e+06,4.77161e+06,4.77161e+06,4.77161e+06,2926.12,2926.12,2926.12,2976.65,2976.65,2976.65,1.13764e+08,1.13764e+08,1.13764e+08,0,0,0,0,0,0
1,3.17228e+06,3.17228e+06,3.17228e+06,3340.32,3340.32,3340.32,3251.88,3251.88,3251.88,4.99072e+06,4.99072e+06,4.99072e+06,4.77173e+06,4.77173e+06,4.77173e+06,2967.7,2967.7,2967.7,3021.72,3021.72,3021.72,1.13761e+08,1.13761e+08,1.13761e+08,3.51558,3.51558,3.51558,1.96932,1.96932,1.96932
2,3.17451e+06,3.17451e+06,3.17451e+06,3393.17,3393.17,3393.17,3304.05,3304.05,3304.05,4.99093e+06,4.99093e+06,4.99093e+06,4.77187e+06,4.77187e+06,4.77187e+06,3012.52,3012.52,3012.52,3068.05,3068.05,3068.05,1.13767e+08,1.13767e+08,1.13767e+08,3.56894,3.56894,3.56894,1.99973,1.99973,1.99973
3,3.17641e+06,3.17641e+06,3.17641e+06,3448.17,3448.17,3448.17,3357.99,3357.99,3357.99,4.99116e+06,4.99116e+06,4.99116e+06,4.77203e+06,4.77203e+06,4.77203e+06,3059.51,3059.51,3059.51,3116.3,3116.3,3116.3,1.13773e+08,1.13773e+08,1.13773e+08,3.62501,3.62501,3.62501,2.03148,2.03148,2.03148
4,3.17797e+06,3.17797e+06,3.17797e+06,3504.98,3504.98,3504.98,3413.38,3413.38,3413.38,4.9914e+06,4.9914e+06,4.9914e+06,4.7722e+06,4.7722e+06,4.7722e+06,3108.39,3108.39,3108.39,3166.19,3166.19,3166.19,1.1378e+08,1.1378e+08,1.1378e+08,3.68335,3.68335,3.68335,2.06431,2.06431,2.06431
5,3.17918e+06,3.17918e+06,3.17918e+06,3563.19,3563.19,3563.19,3469.83,3469.83,3469.83,4.99167e+06,4.99167e+06,4.99167e+06,4.7724e+06,4.7724e+06,4.7724e+06,3158.82,3158.82,3158.82,3217.38,3217.38,3217.38,1.13787e+08,1.13787e+08,1.13787e+08,3.74355,3.74355,3.74355,2.098,2.098,2.098
6,3.18003e+06,3.18003e+06,3.18003e+06,3622.37,3622.37,3622.37,3526.94,3526.94,3526.94,4.99195e+06,4.99195e+06,4.99195e+06,4.77261e+06,4.77261e+06,4.77261e+06,3210.45,3210.45,3210.45,3269.52,3269.52,3269.52,1.13794e+08,1.13794e+08,1.13794e+08,3.8052,3.8052,3.8052,2.13232,2.13232,2.13232
7,3.18052e+06,3.18052e+06,3.18052e+06,3682.07,3682.07,3682.07,3584.27,3584.27,3584.27,4.99226e+06,4.99226e+06,4.99226e+06,4.77283e+06,4.77283e+06,4.77283e+06,3262.89,3262.89,3262.89,3322.23,3322.23,3322.23,1.13801e+08,1.13801e+08,1.13801e+08,3.86783,3.86783,3.86783,2.16703,2.16703,2.16703
8,3.18065e+06,3.18065e+06,3.18065e+06,3741.81,3741.81,3741.81,3641.38,3641.38,3641.38,4.99259e+06,4.99259e+06,4.99259e+06,4.77307e+06,4.77307e+06,4.77307e+06,3315.73,3315.73,3315.73,3375.12,3375.12,3375.12,1.13809e+08,1.13809e+08,1.13809e+08,3.93096,3.93096,3.93096,2.20185,2.20185,2.20185
9,3.18043e+06,3.18043e+06,3.18043e+06,3801.06,3801.06,3801.06,3697.79,3697.79,3697.79,4.99294e+06,4.99294e+06,4.99294e+06,4.77332e+06,4.77332e+06,4.77332e+06,3368.52,3368.52,3368.52,3427.76,3427.76,3427.76,1.13817e+08,1.13817e+08,1.13817e+08,3.99406,3.99406,3.99406,2.23651,2.23651,2.23651
