index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
440,1.43423,8.30748,8.28707,6.95319,7.16868,0,0,23.014,17.7774,0.242403,0.280925,0.646105,0.968792,0.0745787,2.36101,2.35253,0.114008,0.173531,-5084.39
