time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.59557e+06,3.59557e+06,3.59557e+06,3856.28,3856.28,3856.28,3763.42,3763.42,3763.42,1.96288e+07,1.96288e+07,1.96288e+07,1.8829e+07,1.8829e+07,1.8829e+07,2376.06,2376.06,2376.06,2416.66,2416.66,2416.66,8.46427e+07,8.46427e+07,8.46427e+07,0,0,0,0,0,0
1,3.5982e+06,3.5982e+06,3.5982e+06,3923.73,3923.73,3923.73,3828.4,3828.4,3828.4,1.96296e+07,1.96296e+07,1.96296e+07,1.88298e+07,1.88298e+07,1.88298e+07,2416.16,2416.16,2416.16,2457.56,2457.56,2457.56,8.46382e+07,8.46382e+07,8.46382e+07,3.68051,3.68051,3.68051,6.05054,6.05054,6.05054
2,3.60053e+06,3.60053e+06,3.60053e+06,3984.76,3984.76,3984.76,3886.11,3886.11,3886.11,1.96305e+07,1.96305e+07,1.96305e+07,1.88307e+07,1.88307e+07,1.88307e+07,2452.21,2452.21,2452.21,2493.08,2493.08,2493.08,8.46426e+07,8.46426e+07,8.46426e+07,3.7404,3.7404,3.7404,6.14709,6.14709,6.14709
3,3.60257e+06,3.60257e+06,3.60257e+06,4039.65,4039.65,4039.65,3936.89,3936.89,3936.89,1.96315e+07,1.96315e+07,1.96315e+07,1.88316e+07,1.88316e+07,1.88316e+07,2484.63,2484.63,2484.63,2524.27,2524.27,2524.27,8.46472e+07,8.46472e+07,8.46472e+07,3.7943,3.7943,3.7943,6.23196,6.23196,6.23196
4,3.60437e+06,3.60437e+06,3.60437e+06,4089.2,4089.2,4089.2,3981.75,3981.75,3981.75,1.96326e+07,1.96326e+07,1.96326e+07,1.88326e+07,1.88326e+07,1.88326e+07,2513.91,2513.91,2513.91,2551.84,2551.84,2551.84,8.46519e+07,8.46519e+07,8.46519e+07,3.84288,3.84288,3.84288,6.30676,6.30676,6.30676
5,3.60594e+06,3.60594e+06,3.60594e+06,4134.01,4134.01,4134.01,4021.55,4021.55,4021.55,1.96337e+07,1.96337e+07,1.96337e+07,1.88336e+07,1.88336e+07,1.88336e+07,2540.43,2540.43,2540.43,2576.3,2576.3,2576.3,8.46568e+07,8.46568e+07,8.46568e+07,3.88679,3.88679,3.88679,6.37299,6.37299,6.37299
6,3.60731e+06,3.60731e+06,3.60731e+06,4174.64,4174.64,4174.64,4057,4057,4057,1.96348e+07,1.96348e+07,1.96348e+07,1.88347e+07,1.88347e+07,1.88347e+07,2564.51,2564.51,2564.51,2598.11,2598.11,2598.11,8.46617e+07,8.46617e+07,8.46617e+07,3.92657,3.92657,3.92657,6.43188,6.43188,6.43188
7,3.6085e+06,3.6085e+06,3.6085e+06,4211.58,4211.58,4211.58,4088.7,4088.7,4088.7,1.9636e+07,1.9636e+07,1.9636e+07,1.88358e+07,1.88358e+07,1.88358e+07,2586.45,2586.45,2586.45,2617.66,2617.66,2617.66,8.46669e+07,8.46669e+07,8.46669e+07,3.96271,3.96271,3.96271,6.48447,6.48447,6.48447
8,3.60952e+06,3.60952e+06,3.60952e+06,4245.21,4245.21,4245.21,4117.15,4117.15,4117.15,1.96373e+07,1.96373e+07,1.96373e+07,1.88369e+07,1.88369e+07,1.88369e+07,2606.47,2606.47,2606.47,2635.24,2635.24,2635.24,8.46721e+07,8.46721e+07,8.46721e+07,3.99562,3.99562,3.99562,6.53161,6.53161,6.53161
9,3.6104e+06,3.6104e+06,3.6104e+06,4275.91,4275.91,4275.91,4142.76,4142.76,4142.76,1.96385e+07,1.96385e+07,1.96385e+07,1.8838e+07,1.8838e+07,1.8838e+07,2624.79,2624.79,2624.79,2651.12,2651.12,2651.12,8.46774e+07,8.46774e+07,8.46774e+07,4.02565,4.02565,4.02565,6.57403,6.57403,6.57403
10,3.61114e+06,3.61114e+06,3.61114e+06,4303.95,4303.95,4303.95,4165.89,4165.89,4165.89,1.96399e+07,1.96399e+07,1.96399e+07,1.88392e+07,1.88392e+07,1.88392e+07,2641.59,2641.59,2641.59,2665.52,2665.52,2665.52,8.46828e+07,8.46828e+07,8.46828e+07,4.0531,4.0531,4.0531,6.61234,6.61234,6.61234
11,3.61175e+06,3.61175e+06,3.61175e+06,4329.6,4329.6,4329.6,4186.82,4186.82,4186.82,1.96412e+07,1.96412e+07,1.96412e+07,1.88404e+07,1.88404e+07,1.88404e+07,2657.01,2657.01,2657.01,2678.6,2678.6,2678.6,8.46883e+07,8.46883e+07,8.46883e+07,4.07823,4.07823,4.07823,6.64702,6.64702,6.64702
12,3.61225e+06,3.61225e+06,3.61225e+06,4353.07,4353.07,4353.07,4205.79,4205.79,4205.79,1.96426e+07,1.96426e+07,1.96426e+07,1.88415e+07,1.88415e+07,1.88415e+07,2671.18,2671.18,2671.18,2690.52,2690.52,2690.52,8.46938e+07,8.46938e+07,8.46938e+07,4.10125,4.10125,4.10125,6.6785,6.6785,6.6785
13,3.61265e+06,3.61265e+06,3.61265e+06,4374.52,4374.52,4374.52,4222.99,4222.99,4222.99,1.9644e+07,1.9644e+07,1.9644e+07,1.88427e+07,1.88427e+07,1.88427e+07,2684.18,2684.18,2684.18,2701.39,2701.39,2701.39,8.46995e+07,8.46995e+07,8.46995e+07,4.12234,4.12234,4.12234,6.70708,6.70708,6.70708
14,3.61295e+06,3.61295e+06,3.61295e+06,4394.1,4394.1,4394.1,4238.56,4238.56,4238.56,1.96455e+07,1.96455e+07,1.96455e+07,1.88439e+07,1.88439e+07,1.88439e+07,2696.12,2696.12,2696.12,2711.3,2711.3,2711.3,8.47052e+07,8.47052e+07,8.47052e+07,4.14164,4.14164,4.14164,6.73305,6.73305,6.73305
15,3.61317e+06,3.61317e+06,3.61317e+06,4411.92,4411.92,4411.92,4252.64,4252.64,4252.64,1.96469e+07,1.96469e+07,1.96469e+07,1.88452e+07,1.88452e+07,1.88452e+07,2707.04,2707.04,2707.04,2720.31,2720.31,2720.31,8.47109e+07,8.47109e+07,8.47109e+07,4.15927,4.15927,4.15927,6.7566,6.7566,6.7566
16,3.61331e+06,3.61331e+06,3.61331e+06,4428.07,4428.07,4428.07,4265.3,4265.3,4265.3,1.96484e+07,1.96484e+07,1.96484e+07,1.88464e+07,1.88464e+07,1.88464e+07,2717,2717,2717,2728.49,2728.49,2728.49,8.47167e+07,8.47167e+07,8.47167e+07,4.17532,4.17532,4.17532,6.77791,6.77791,6.77791
17,3.61337e+06,3.61337e+06,3.61337e+06,4442.62,4442.62,4442.62,4276.63,4276.63,4276.63,1.96499e+07,1.96499e+07,1.96499e+07,1.88476e+07,1.88476e+07,1.88476e+07,2726.03,2726.03,2726.03,2735.87,2735.87,2735.87,8.47226e+07,8.47226e+07,8.47226e+07,4.18986,4.18986,4.18986,6.7971,6.7971,6.7971
18,3.61338e+06,3.61338e+06,3.61338e+06,4455.63,4455.63,4455.63,4286.67,4286.67,4286.67,1.96515e+07,1.96515e+07,1.96515e+07,1.88489e+07,1.88489e+07,1.88489e+07,2734.17,2734.17,2734.17,2742.49,2742.49,2742.49,8.47285e+07,8.47285e+07,8.47285e+07,4.20296,4.20296,4.20296,6.81426,6.81426,6.81426
19,3.61333e+06,3.61333e+06,3.61333e+06,4467.13,4467.13,4467.13,4295.47,4295.47,4295.47,1.9653e+07,1.9653e+07,1.9653e+07,1.88501e+07,1.88501e+07,1.88501e+07,2741.43,2741.43,2741.43,2748.36,2748.36,2748.36,8.47344e+07,8.47344e+07,8.47344e+07,4.21463,4.21463,4.21463,6.82945,6.82945,6.82945
20,3.61322e+06,3.61322e+06,3.61322e+06,4477.16,4477.16,4477.16,4303.06,4303.06,4303.06,1.96546e+07,1.96546e+07,1.96546e+07,1.88513e+07,1.88513e+07,1.88513e+07,2747.83,2747.83,2747.83,2753.49,2753.49,2753.49,8.47404e+07,8.47404e+07,8.47404e+07,4.22493,4.22493,4.22493,6.84274,6.84274,6.84274
21,3.61308e+06,3.61308e+06,3.61308e+06,4485.73,4485.73,4485.73,4309.45,4309.45,4309.45,1.96561e+07,1.96561e+07,1.96561e+07,1.88526e+07,1.88526e+07,1.88526e+07,2753.37,2753.37,2753.37,2757.9,2757.9,2757.9,8.47464e+07,8.47464e+07,8.47464e+07,4.23387,4.23387,4.23387,6.85416,6.85416,6.85416
22,3.6129e+06,3.6129e+06,3.6129e+06,4492.88,4492.88,4492.88,4314.67,4314.67,4314.67,1.96577e+07,1.96577e+07,1.96577e+07,1.88538e+07,1.88538e+07,1.88538e+07,2758.07,2758.07,2758.07,2761.59,2761.59,2761.59,8.47524e+07,8.47524e+07,8.47524e+07,4.24147,4.24147,4.24147,6.86372,6.86372,6.86372
23,3.61269e+06,3.61269e+06,3.61269e+06,4498.62,4498.62,4498.62,4318.74,4318.74,4318.74,1.96593e+07,1.96593e+07,1.96593e+07,1.88551e+07,1.88551e+07,1.88551e+07,2761.93,2761.93,2761.93,2764.57,2764.57,2764.57,8.47585e+07,8.47585e+07,8.47585e+07,4.24775,4.24775,4.24775,6.87147,6.87147,6.87147
