index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1750,0.675432,8.56042,8.99816,1.2841,1.43706,0,0,0,0,0,0,19.0693,29.7392,3.00478,0.00105316,0.73676,0.737345,0.137447,1.13387,-2.01582,9.17045,0.635438,0.00259314,0.00380822,-6586.12
