index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
267,1.74423,4.69254,4.51306,0.706761,0.68324,0,0,0,0,0,0,28.9939,29.9856,0.463729,0.299988,0.600016,0.109069,0.617398,2.06736,-3.49218,1.61701,0.340395,0.00355673,0.00545075,-5693.77
