time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,9.72638e+06,9.72638e+06,9.72638e+06,64281.8,64281.8,64281.8,62917.3,62917.3,62917.3,2.58177e+07,2.58177e+07,2.58177e+07,2.52829e+07,2.52829e+07,2.52829e+07,102433,102433,102433,102371,102371,102371,7.66781e+06,7.66781e+06,7.66781e+06,7.79217e+06,7.79217e+06,7.79217e+06,7.88851e+06,7.88851e+06,7.88851e+06,7.88773e+06,7.88773e+06,7.88773e+06,3.43132e+07,3.43132e+07,3.43132e+07,0,0,0,0,0,0
1,9.72505e+06,9.72505e+06,9.72505e+06,65616.5,65616.5,65616.5,64228,64228,64228,2.58093e+07,2.58093e+07,2.58093e+07,2.52743e+07,2.52743e+07,2.52743e+07,104563,104563,104563,104508,104508,104508,7.66916e+06,7.66916e+06,7.66916e+06,7.79367e+06,7.79367e+06,7.79367e+06,7.89052e+06,7.89052e+06,7.89052e+06,7.8896e+06,7.8896e+06,7.8896e+06,3.43179e+07,3.43179e+07,3.43179e+07,179.321,179.321,179.321,202.171,202.171,202.171
2,9.71641e+06,9.71641e+06,9.71641e+06,66858.6,66858.6,66858.6,65449.9,65449.9,65449.9,2.57954e+07,2.57954e+07,2.57954e+07,2.52602e+07,2.52602e+07,2.52602e+07,106559,106559,106559,106514,106514,106514,7.67409e+06,7.67409e+06,7.67409e+06,7.79881e+06,7.79881e+06,7.79881e+06,7.89826e+06,7.89826e+06,7.89826e+06,7.89723e+06,7.89723e+06,7.89723e+06,3.43314e+07,3.43314e+07,3.43314e+07,182.911,182.911,182.911,206.237,206.237,206.237
3,9.70143e+06,9.70143e+06,9.70143e+06,67904.5,67904.5,67904.5,66482.5,66482.5,66482.5,2.57767e+07,2.57767e+07,2.57767e+07,2.52413e+07,2.52413e+07,2.52413e+07,108294,108294,108294,108265,108265,108265,7.68213e+06,7.68213e+06,7.68213e+06,7.80709e+06,7.80709e+06,7.80709e+06,7.91097e+06,7.91097e+06,7.91097e+06,7.90988e+06,7.90988e+06,7.90988e+06,3.43454e+07,3.43454e+07,3.43454e+07,186.132,186.132,186.132,209.895,209.895,209.895
4,9.68149e+06,9.68149e+06,9.68149e+06,68687.1,68687.1,68687.1,67260.9,67260.9,67260.9,2.57544e+07,2.57544e+07,2.57544e+07,2.52189e+07,2.52189e+07,2.52189e+07,109655,109655,109655,109648,109648,109648,7.69258e+06,7.69258e+06,7.69258e+06,7.81781e+06,7.81781e+06,7.81781e+06,7.92759e+06,7.92759e+06,7.92759e+06,7.92649e+06,7.92649e+06,7.92649e+06,3.43601e+07,3.43601e+07,3.43601e+07,188.768,188.768,188.768,212.904,212.904,212.904
5,9.65825e+06,9.65825e+06,9.65825e+06,69157.7,69157.7,69157.7,67737.7,67737.7,67737.7,2.57298e+07,2.57298e+07,2.57298e+07,2.51943e+07,2.51943e+07,2.51943e+07,110553,110553,110553,110575,110575,110575,7.70461e+06,7.70461e+06,7.70461e+06,7.8301e+06,7.8301e+06,7.8301e+06,7.94677e+06,7.94677e+06,7.94677e+06,7.94573e+06,7.94573e+06,7.94573e+06,3.43757e+07,3.43757e+07,3.43757e+07,190.647,190.647,190.647,215.073,215.073,215.073
6,9.63358e+06,9.63358e+06,9.63358e+06,69292.8,69292.8,69292.8,67890,67890,67890,2.57045e+07,2.57045e+07,2.57045e+07,2.5169e+07,2.5169e+07,2.5169e+07,110935,110935,110935,110992,110992,110992,7.7173e+06,7.7173e+06,7.7173e+06,7.84301e+06,7.84301e+06,7.84301e+06,7.96706e+06,7.96706e+06,7.96706e+06,7.96616e+06,7.96616e+06,7.96616e+06,3.43922e+07,3.43922e+07,3.43922e+07,191.655,191.655,191.655,216.271,216.271,216.271
7,9.60934e+06,9.60934e+06,9.60934e+06,69095.8,69095.8,69095.8,67720.5,67720.5,67720.5,2.568e+07,2.568e+07,2.568e+07,2.51446e+07,2.51446e+07,2.51446e+07,110790,110790,110790,110888,110888,110888,7.72972e+06,7.72972e+06,7.72972e+06,7.85556e+06,7.85556e+06,7.85556e+06,7.98692e+06,7.98692e+06,7.98692e+06,7.98628e+06,7.98628e+06,7.98628e+06,3.44098e+07,3.44098e+07,3.44098e+07,191.746,191.746,191.746,216.447,216.447,216.447
8,9.58729e+06,9.58729e+06,9.58729e+06,68596.2,68596.2,68596.2,67257.2,67257.2,67257.2,2.56576e+07,2.56576e+07,2.56576e+07,2.51225e+07,2.51225e+07,2.51225e+07,110149,110149,110149,110290,110290,110290,7.74099e+06,7.74099e+06,7.74099e+06,7.86688e+06,7.86688e+06,7.86688e+06,8.00495e+06,8.00495e+06,8.00495e+06,8.00466e+06,8.00466e+06,8.00466e+06,3.44283e+07,3.44283e+07,3.44283e+07,190.948,190.948,190.948,215.631,215.631,215.631
9,9.56894e+06,9.56894e+06,9.56894e+06,67845.1,67845.1,67845.1,66549.1,66549.1,66549.1,2.56385e+07,2.56385e+07,2.56385e+07,2.51038e+07,2.51038e+07,2.51038e+07,109079,109079,109079,109266,109266,109266,7.75037e+06,7.75037e+06,7.75037e+06,7.87619e+06,7.87619e+06,7.87619e+06,8.01989e+06,8.01989e+06,8.01989e+06,8.02007e+06,8.02007e+06,8.02007e+06,3.44475e+07,3.44475e+07,3.44475e+07,189.359,189.359,189.359,213.926,213.926,213.926
10,9.55544e+06,9.55544e+06,9.55544e+06,66909.2,66909.2,66909.2,65659.8,65659.8,65659.8,2.56237e+07,2.56237e+07,2.56237e+07,2.50895e+07,2.50895e+07,2.50895e+07,107677,107677,107677,107908,107908,107908,7.75729e+06,7.75729e+06,7.75729e+06,7.88292e+06,7.88292e+06,7.88292e+06,8.03079e+06,8.03079e+06,8.03079e+06,8.03156e+06,8.03156e+06,8.03156e+06,3.44673e+07,3.44673e+07,3.44673e+07,187.13,187.13,187.13,211.5,211.5,211.5
11,9.54753e+06,9.54753e+06,9.54753e+06,65862.6,65862.6,65862.6,64661,64661,64661,2.56138e+07,2.56138e+07,2.56138e+07,2.50802e+07,2.50802e+07,2.50802e+07,106055,106055,106055,106328,106328,106328,7.76139e+06,7.76139e+06,7.76139e+06,7.88669e+06,7.88669e+06,7.88669e+06,8.03703e+06,8.03703e+06,8.03703e+06,8.03847e+06,8.03847e+06,8.03847e+06,3.44874e+07,3.44874e+07,3.44874e+07,184.448,184.448,184.448,208.56,208.56,208.56
