index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
295,1.95374,8.71483,6.52542,0.354747,0.325147,0,0,0,0,0,0,9.55801,8.43316,2.31288,0.189096,0.600601,0.153309,0.0194376,3.99762,3.95568,0.0535099,0.106313,0.0112481,0.0186873,-5007.01
