index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,3.73247e+07,242926,10097.9,3.83032e+07,1.7325e+07,97951.6,8948.11,4.23243e+06,1.24473e+07,3.74298e+06,1.6167e+06,1.13563e+07,0,0,0,0
0,1,3.67798e+07,328402,13992.4,3.83455e+07,1.69939e+07,131771,12571.5,4.18478e+06,1.30444e+07,3.97115e+06,1.60007e+06,1.13021e+07,520.311,17.8549,520.311,21.0149
0,2,3.59518e+07,415787,18727.8,3.83902e+07,1.65588e+07,166226,17188.3,4.15103e+06,1.38922e+07,4.29561e+06,1.59619e+06,1.12633e+07,680.254,24.5264,680.254,24.5264
0,3,3.48886e+07,482135,23905.3,3.84399e+07,1.6041e+07,192316,22584.3,4.13297e+06,1.49589e+07,4.70263e+06,1.60738e+06,1.12335e+07,823.742,32.443,823.742,32.443
0,4,3.37123e+07,504604,28891.7,3.84977e+07,1.549e+07,201060,28248.5,4.13076e+06,1.61411e+07,5.15075e+06,1.63481e+06,1.12143e+07,906.975,40.8972,906.975,40.8972
0,5,3.25815e+07,475671,33083.2,3.85653e+07,1.49681e+07,189455,33525.3,4.14266e+06,1.72893e+07,5.58076e+06,1.6778e+06,1.12061e+07,900.391,48.9036,900.391,48.9036
0,6,3.16266e+07,408200,36183.4,3.86428e+07,1.45259e+07,162534,37896.4,4.16553e+06,1.82657e+07,5.93864e+06,1.7339e+06,1.12082e+07,809.354,55.6132,809.354,55.6132
0,7,3.09109e+07,325003,38263.7,3.87286e+07,1.41868e+07,129324,41177.1,4.196e+06,1.89922e+07,6.1943e+06,1.79967e+06,1.12185e+07,668.536,60.6585,668.536,60.6585
0,8,3.04349e+07,245263,39621.4,3.88198e+07,1.39491e+07,97475.6,43503.2,4.23134e+06,1.94576e+07,6.34436e+06,1.87172e+06,1.12347e+07,517.757,64.1849,517.757,64.1849
0,9,3.01631e+07,178886,40607.5,3.8913e+07,1.37972e+07,70966.7,45185.9,4.26983e+06,1.96944e+07,6.40285e+06,1.94747e+06,1.12547e+07,383.715,66.6444,383.715,66.6444
0,10,3.00489e+07,128102,41528.1,3.90046e+07,1.37115e+07,50703.4,46570.1,4.31081e+06,1.97518e+07,6.39029e+06,2.02542e+06,1.12766e+07,276.973,68.5658,276.973,68.5658
0,11,3.00493e+07,91135.1,42619.2,3.90913e+07,1.36745e+07,35977.2,47958,4.3544e+06,1.96776e+07,6.32651e+06,2.10509e+06,1.1299e+07,197.428,70.4208,197.428,70.4208
0,12,3.01296e+07,64956.1,44057.9,3.917e+07,1.36722e+07,25570.9,49589,4.40135e+06,1.95113e+07,6.2277e+06,2.1868e+06,1.1321e+07,140.389,72.5847,140.389,72.5847
0,13,3.02634e+07,46652.6,45982.4,3.92378e+07,1.36943e+07,18313.8,51649.2,4.45284e+06,1.92824e+07,6.10592e+06,2.27151e+06,1.13421e+07,100.304,75.347,100.304,75.347
0,14,3.04312e+07,33895.3,48510.4,3.9292e+07,1.37337e+07,13269.9,54288.7,4.51042e+06,1.90119e+07,5.96975e+06,2.36063e+06,1.1362e+07,72.3585,78.9391,72.3585,78.9391
