time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,8.2423e+06,8.2423e+06,8.2423e+06,141057,141057,141057,181388,181388,181388,1.99679e+07,1.99679e+07,1.99679e+07,2.56099e+07,2.56099e+07,2.56099e+07,114635,114635,114635,115081,115081,115081,2.68986e+07,2.68986e+07,2.68986e+07,2.22696e+07,2.22696e+07,2.22696e+07,7.37483e+06,7.37483e+06,7.37483e+06,7.4325e+06,7.4325e+06,7.4325e+06,8.36068e+06,8.36068e+06,8.36068e+06,0,0,0,0,0,0
1,8.23091e+06,8.23091e+06,8.23091e+06,143905,143905,143905,184492,184492,184492,1.99466e+07,1.99466e+07,1.99466e+07,2.55903e+07,2.55903e+07,2.55903e+07,116989,116989,116989,117062,117062,117062,2.69052e+07,2.69052e+07,2.69052e+07,2.22736e+07,2.22736e+07,2.22736e+07,7.37879e+06,7.37879e+06,7.37879e+06,7.43477e+06,7.43477e+06,7.43477e+06,8.38586e+06,8.38586e+06,8.38586e+06,291.232,291.232,291.232,261.738,261.738,261.738
2,8.20627e+06,8.20627e+06,8.20627e+06,146068,146068,146068,186617,186617,186617,1.99222e+07,1.99222e+07,1.99222e+07,2.55663e+07,2.55663e+07,2.55663e+07,118932,118932,118932,118559,118559,118559,2.69189e+07,2.69189e+07,2.69189e+07,2.22844e+07,2.22844e+07,2.22844e+07,7.38837e+06,7.38837e+06,7.38837e+06,7.44166e+06,7.44166e+06,7.44166e+06,8.41892e+06,8.41892e+06,8.41892e+06,296.553,296.553,296.553,265.619,265.619,265.619
3,8.17473e+06,8.17473e+06,8.17473e+06,147220,147220,147220,187318,187318,187318,1.98968e+07,1.98968e+07,1.98968e+07,2.55401e+07,2.55401e+07,2.55401e+07,120175,120175,120175,119276,119276,119276,2.69363e+07,2.69363e+07,2.69363e+07,2.22997e+07,2.22997e+07,2.22997e+07,7.40183e+06,7.40183e+06,7.40183e+06,7.45125e+06,7.45125e+06,7.45125e+06,8.4512e+06,8.4512e+06,8.4512e+06,300.255,300.255,300.255,267.859,267.859,267.859
4,8.14332e+06,8.14332e+06,8.14332e+06,147297,147297,147297,186517,186517,186517,1.98731e+07,1.98731e+07,1.98731e+07,2.55139e+07,2.55139e+07,2.55139e+07,120575,120575,120575,119077,119077,119077,2.69533e+07,2.69533e+07,2.69533e+07,2.23165e+07,2.23165e+07,2.23165e+07,7.41693e+06,7.41693e+06,7.41693e+06,7.46113e+06,7.46113e+06,7.46113e+06,8.48286e+06,8.48286e+06,8.48286e+06,301.876,301.876,301.876,268.04,268.04,268.04
5,8.11832e+06,8.11832e+06,8.11832e+06,146446,146446,146446,184443,184443,184443,1.98534e+07,1.98534e+07,1.98534e+07,2.549e+07,2.549e+07,2.549e+07,120164,120164,120164,118022,118022,118022,2.69662e+07,2.69662e+07,2.69662e+07,2.23321e+07,2.23321e+07,2.23321e+07,7.43136e+06,7.43136e+06,7.43136e+06,7.46889e+06,7.46889e+06,7.46889e+06,8.51391e+06,8.51391e+06,8.51391e+06,301.399,301.399,301.399,266.195,266.195,266.195
6,8.10408e+06,8.10408e+06,8.10408e+06,144981,144981,144981,181553,181553,181553,1.98393e+07,1.98393e+07,1.98393e+07,2.547e+07,2.547e+07,2.547e+07,119126,119126,119126,116337,116337,116337,2.6972e+07,2.6972e+07,2.6972e+07,2.23444e+07,2.23444e+07,2.23444e+07,7.44321e+06,7.44321e+06,7.44321e+06,7.47262e+06,7.47262e+06,7.47262e+06,8.54425e+06,8.54425e+06,8.54425e+06,299.22,299.22,299.22,262.764,262.764,262.764
7,8.10245e+06,8.10245e+06,8.10245e+06,143284,143284,143284,178399,178399,178399,1.98317e+07,1.98317e+07,1.98317e+07,2.54547e+07,2.54547e+07,2.54547e+07,117743,117743,117743,114346,114346,114346,2.69695e+07,2.69695e+07,2.69695e+07,2.23523e+07,2.23523e+07,2.23523e+07,7.45128e+06,7.45128e+06,7.45128e+06,7.47123e+06,7.47123e+06,7.47123e+06,8.57374e+06,8.57374e+06,8.57374e+06,296.007,296.007,296.007,258.444,258.444,258.444
8,8.11285e+06,8.11285e+06,8.11285e+06,141726,141726,141726,175508,175508,175508,1.98302e+07,1.98302e+07,1.98302e+07,2.54439e+07,2.54439e+07,2.54439e+07,116319,116319,116319,112388,112388,112388,2.69588e+07,2.69588e+07,2.69588e+07,2.23557e+07,2.23557e+07,2.23557e+07,7.45521e+06,7.45521e+06,7.45521e+06,7.46456e+06,7.46456e+06,7.46456e+06,8.60219e+06,8.60219e+06,8.60219e+06,292.53,292.53,292.53,254.012,254.012,254.012
9,8.13265e+06,8.13265e+06,8.13265e+06,140598,140598,140598,173292,173292,173292,1.9834e+07,1.9834e+07,1.9834e+07,2.54369e+07,2.54369e+07,2.54369e+07,115124,115124,115124,110757,110757,110757,2.69412e+07,2.69412e+07,2.69412e+07,2.23553e+07,2.23553e+07,2.23553e+07,7.45545e+06,7.45545e+06,7.45545e+06,7.45335e+06,7.45335e+06,7.45335e+06,8.62943e+06,8.62943e+06,8.62943e+06,289.496,289.496,289.496,250.164,250.164,250.164
