index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,926961,26689.8,27180.1,9.653e+06,9.83612e+06,237223,237176,1.1099e+06,1.09681e+06,5.97639e+06,5.97535e+06,9.16057e+07,0,0,0,0
0,1,926139,27261.3,27760.7,9.63258e+06,9.81564e+06,242156,242090,1.11102e+06,1.09791e+06,5.98537e+06,5.9843e+06,9.16162e+07,306.194,417.605,306.194,417.605
0,2,922467,27584.6,28084.6,9.60187e+06,9.78473e+06,245077,244955,1.11355e+06,1.10041e+06,6.00539e+06,6.00417e+06,9.16389e+07,311.334,424.552,311.334,424.552
0,3,917993,27576.1,28067.3,9.56971e+06,9.75211e+06,245313,245110,1.1164e+06,1.10325e+06,6.02777e+06,6.0262e+06,9.16664e+07,313.349,427.178,313.349,427.178
0,4,914632,27293.3,27770.6,9.54446e+06,9.72615e+06,243071,242795,1.11855e+06,1.10543e+06,6.04418e+06,6.04206e+06,9.16982e+07,311.962,425.146,311.962,425.146
0,5,913633,26864.1,27328.4,9.53161e+06,9.71246e+06,239267,238960,1.11936e+06,1.10632e+06,6.04909e+06,6.04633e+06,9.1732e+07,307.959,419.589,307.959,419.589
0,6,915344,26435.5,26893.5,9.53255e+06,9.71263e+06,235130,234855,1.1187e+06,1.10575e+06,6.04104e+06,6.03772e+06,9.17649e+07,302.777,412.518,302.777,412.518
0,7,919280,26128.3,26589.6,9.54486e+06,9.72443e+06,231783,231605,1.11685e+06,1.10401e+06,6.02239e+06,6.01877e+06,9.1794e+07,297.958,406.056,297.958,406.056
0,8,924389,26012.1,26486.3,9.56351e+06,9.74301e+06,229973,229939,1.11444e+06,1.10165e+06,5.99808e+06,5.99456e+06,9.18173e+07,294.703,401.828,294.703,401.828
0,9,929395,26099.7,26593.7,9.58251e+06,9.76244e+06,229965,230090,1.11214e+06,1.09935e+06,5.97398e+06,5.97104e+06,9.18345e+07,293.643,400.652,293.643,400.652
0,10,933144,26352.2,26867.8,9.59649e+06,9.77732e+06,231562,231821,1.11055e+06,1.09769e+06,5.95535e+06,5.95336e+06,9.18463e+07,294.795,402.487,294.795,402.487
0,11,934883,26692.5,27225.3,9.60198e+06,9.78399e+06,234190,234521,1.11003e+06,1.09705e+06,5.94559e+06,5.94475e+06,9.18546e+07,297.637,406.553,297.637,406.553
0,12,934438,27025.4,27565.7,9.59813e+06,9.78132e+06,237062,237375,1.11064e+06,1.09749e+06,5.94556e+06,5.94583e+06,9.18617e+07,301.269,411.562,301.269,411.562
0,13,932228,27263.9,27798.9,9.58676e+06,9.77085e+06,239381,239580,1.1121e+06,1.0988e+06,5.95358e+06,5.95461e+06,9.18699e+07,304.652,416.066,304.652,416.066
0,14,929106,27353.6,27871.3,9.57167e+06,9.7561e+06,240562,240579,1.11395e+06,1.10054e+06,5.96601e+06,5.96725e+06,9.18806e+07,306.891,418.861,306.891,418.861
0,15,926078,27287.1,27780.4,9.55737e+06,9.74149e+06,240396,240209,1.11563e+06,1.1022e+06,5.97844e+06,5.97926e+06,9.18941e+07,307.485,419.328,307.485,419.328
