index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
801,7.74646,5.78814,6.00981,0.692105,0.589397,0,0,0,0,0,0,28.8012,27.6262,2.26867,0.296599,0.603153,0.106873,0.161537,3.93232,3.89795,1.77706,0.0477632,0.0191,0.0306006,-4985.38
