index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
2983,0.602122,3.54883,7.98003,1.34876,0.596284,0,0,0,0,0,0,3.00818,3.94651,8.9454,0.0689699,0.870997,0.444951,0.0122569,-3.35374,3.29405,9.4613,0.305346,0.0118945,0.00894432,-3542.83
