index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1224,1.35704,3.00001,3.06318,2.69227,7.27003,0,0,0,0,0,0,27.7618,23.8599,22.7703,0.289893,0.60076,0.948744,0.0663208,3.2693,2.99957,8.79528,0.154323,0.00822294,0.0105476,-5175.81
