index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
215,0.848798,8.9346,7.19421,3.9113,0.897791,0,0,0,0,0,0,3.44506,5.04411,1.78188,0.296434,0.653961,0.965449,0.495996,3.9828,3.95757,7.68114,0.0425294,0.0215876,0.0334428,-5034.57
