index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1257,0.861041,3.57714,3.00002,1.43809,0.262653,0,0,0,0,0,0,4.17508,5.85182,17.8773,0.156888,0.600158,0.101955,0.264511,3.99898,3.97647,11.9871,0.999893,0.0662823,0.00351898,-4969.68
