index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
2259,1.22652,3.52591,4.2524,6.83439,6.57525,0,0,0,0,0,0,18.3298,18.997,1.65983,0.00100106,0.729477,0.336088,0.196994,-1.64011,2.82323,9.40401,0.743014,0.00268126,0.00398481,-6486.43
