time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.68429e+06,1.68429e+06,1.68429e+06,13539.7,13539.7,13539.7,13758.4,13758.4,13758.4,1.19195e+07,1.19195e+07,1.19195e+07,1.21194e+07,1.21194e+07,1.21194e+07,75588.2,75588.2,75588.2,75548.8,75548.8,75548.8,3.45955e+06,3.45955e+06,3.45955e+06,3.42633e+06,3.42633e+06,3.42633e+06,1.02115e+07,1.02115e+07,1.02115e+07,1.02076e+07,1.02076e+07,1.02076e+07,7.35018e+07,7.35018e+07,7.35018e+07,0,0,0,0,0,0
1,1.68479e+06,1.68479e+06,1.68479e+06,13861.3,13861.3,13861.3,14085,14085,14085,1.1912e+07,1.1912e+07,1.1912e+07,1.21118e+07,1.21118e+07,1.21118e+07,77337.8,77337.8,77337.8,77295.6,77295.6,77295.6,3.46045e+06,3.46045e+06,3.46045e+06,3.42723e+06,3.42723e+06,3.42723e+06,1.02159e+07,1.02159e+07,1.02159e+07,1.0212e+07,1.0212e+07,1.0212e+07,7.35017e+07,7.35017e+07,7.35017e+07,75.213,75.213,75.213,113.624,113.624,113.624
2,1.68329e+06,1.68329e+06,1.68329e+06,14156.4,14156.4,14156.4,14384.2,14384.2,14384.2,1.18992e+07,1.18992e+07,1.18992e+07,1.2099e+07,1.2099e+07,1.2099e+07,78951.2,78951.2,78951.2,78903.8,78903.8,78903.8,3.46236e+06,3.46236e+06,3.46236e+06,3.42912e+06,3.42912e+06,3.42912e+06,1.02256e+07,1.02256e+07,1.02256e+07,1.02217e+07,1.02217e+07,1.02217e+07,7.35105e+07,7.35105e+07,7.35105e+07,76.8862,76.8862,76.8862,116.148,116.148,116.148
3,1.68012e+06,1.68012e+06,1.68012e+06,14391.8,14391.8,14391.8,14622.2,14622.2,14622.2,1.18821e+07,1.18821e+07,1.18821e+07,1.20818e+07,1.20818e+07,1.20818e+07,80286,80286,80286,80229.6,80229.6,80229.6,3.46512e+06,3.46512e+06,3.46512e+06,3.43184e+06,3.43184e+06,3.43184e+06,1.02398e+07,1.02398e+07,1.02398e+07,1.02358e+07,1.02358e+07,1.02358e+07,7.35198e+07,7.35198e+07,7.35198e+07,78.3477,78.3477,78.3477,118.347,118.347,118.347
4,1.67573e+06,1.67573e+06,1.67573e+06,14548.7,14548.7,14548.7,14779.5,14779.5,14779.5,1.18619e+07,1.18619e+07,1.18619e+07,1.20615e+07,1.20615e+07,1.20615e+07,81224.5,81224.5,81224.5,81154.7,81154.7,81154.7,3.46849e+06,3.46849e+06,3.46849e+06,3.43518e+06,3.43518e+06,3.43518e+06,1.02573e+07,1.02573e+07,1.02573e+07,1.02532e+07,1.02532e+07,1.02532e+07,7.35297e+07,7.35297e+07,7.35297e+07,79.4677,79.4677,79.4677,120.023,120.023,120.023
5,1.6707e+06,1.6707e+06,1.6707e+06,14614.9,14614.9,14614.9,14843.9,14843.9,14843.9,1.18401e+07,1.18401e+07,1.18401e+07,1.20395e+07,1.20395e+07,1.20395e+07,81684.8,81684.8,81684.8,81597,81597,81597,3.4722e+06,3.4722e+06,3.4722e+06,3.43886e+06,3.43886e+06,3.43886e+06,1.02765e+07,1.02765e+07,1.02765e+07,1.02723e+07,1.02723e+07,1.02723e+07,7.35403e+07,7.35403e+07,7.35403e+07,80.1488,80.1488,80.1488,121.029,121.029,121.029
6,1.66561e+06,1.66561e+06,1.66561e+06,14588.1,14588.1,14588.1,14813,14813,14813,1.18185e+07,1.18185e+07,1.18185e+07,1.20177e+07,1.20177e+07,1.20177e+07,81633.7,81633.7,81633.7,81524.7,81524.7,81524.7,3.47594e+06,3.47594e+06,3.47594e+06,3.44257e+06,3.44257e+06,3.44257e+06,1.0296e+07,1.0296e+07,1.0296e+07,1.02915e+07,1.02915e+07,1.02915e+07,7.35516e+07,7.35516e+07,7.35516e+07,80.3362,80.3362,80.3362,121.283,121.283,121.283
7,1.66105e+06,1.66105e+06,1.66105e+06,14475.1,14475.1,14475.1,14694.1,14694.1,14694.1,1.17985e+07,1.17985e+07,1.17985e+07,1.19974e+07,1.19974e+07,1.19974e+07,81090.8,81090.8,81090.8,80959.3,80959.3,80959.3,3.47941e+06,3.47941e+06,3.47941e+06,3.44603e+06,3.44603e+06,3.44603e+06,1.03141e+07,1.03141e+07,1.03141e+07,1.03093e+07,1.03093e+07,1.03093e+07,7.35637e+07,7.35637e+07,7.35637e+07,80.0262,80.0262,80.0262,120.782,120.782,120.782
8,1.65751e+06,1.65751e+06,1.65751e+06,14291,14291,14291,14503,14503,14503,1.17816e+07,1.17816e+07,1.17816e+07,1.19801e+07,1.19801e+07,1.19801e+07,80123.9,80123.9,80123.9,79971,79971,79971,3.48235e+06,3.48235e+06,3.48235e+06,3.449e+06,3.449e+06,3.449e+06,1.03293e+07,1.03293e+07,1.03293e+07,1.03242e+07,1.03242e+07,1.03242e+07,7.35763e+07,7.35763e+07,7.35763e+07,79.2652,79.2652,79.2652,119.598,119.598,119.598
9,1.65534e+06,1.65534e+06,1.65534e+06,14056.5,14056.5,14056.5,14261.1,14261.1,14261.1,1.17689e+07,1.17689e+07,1.17689e+07,1.1967e+07,1.1967e+07,1.1967e+07,78837.1,78837.1,78837.1,78666.8,78666.8,78666.8,3.48458e+06,3.48458e+06,3.48458e+06,3.45127e+06,3.45127e+06,3.45127e+06,1.03406e+07,1.03406e+07,1.03406e+07,1.03351e+07,1.03351e+07,1.03351e+07,7.35895e+07,7.35895e+07,7.35895e+07,78.1409,78.1409,78.1409,117.87,117.87,117.87
