time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,773505,773505,773505,105887,105887,105887,106959,106959,106959,1.50568e+07,1.50568e+07,1.50568e+07,1.52128e+07,1.52128e+07,1.52128e+07,621106,621106,621106,621058,621058,621058,9.42104e+07,9.42104e+07,9.42104e+07,0,0,0,0,0,0
1,768769,768769,768769,107302,107302,107302,108362,108362,108362,1.50224e+07,1.50224e+07,1.50224e+07,1.51784e+07,1.51784e+07,1.51784e+07,630770,630770,630770,630699,630699,630699,9.42618e+07,9.42618e+07,9.42618e+07,612.308,612.308,612.308,425.432,425.432,425.432
2,761518,761518,761518,107456,107456,107456,108500,108500,108500,1.4979e+07,1.4979e+07,1.4979e+07,1.51346e+07,1.51346e+07,1.51346e+07,635187,635187,635187,635012,635012,635012,9.43558e+07,9.43558e+07,9.43558e+07,618.99,618.99,618.99,430.021,430.021,430.021
3,756584,756584,756584,106700,106700,106700,107716,107716,107716,1.49397e+07,1.49397e+07,1.49397e+07,1.50947e+07,1.50947e+07,1.50947e+07,633671,633671,633671,633386,633386,633386,9.44534e+07,9.44534e+07,9.44534e+07,619.861,619.861,619.861,430.546,430.546,430.546
4,755916,755916,755916,105645,105645,105645,106640,106640,106640,1.49142e+07,1.49142e+07,1.49142e+07,1.50683e+07,1.50683e+07,1.50683e+07,627924,627924,627924,627591,627591,627591,9.45283e+07,9.45283e+07,9.45283e+07,615.856,615.856,615.856,427.703,427.703,427.703
5,759135,759135,759135,104778,104778,104778,105767,105767,105767,1.49059e+07,1.49059e+07,1.49059e+07,1.50592e+07,1.50592e+07,1.50592e+07,620727,620727,620727,620444,620444,620444,9.45673e+07,9.45673e+07,9.45673e+07,609.42,609.42,609.42,423.23,423.23,423.23
6,764516,764516,764516,104353,104353,104353,105359,105359,105359,1.49123e+07,1.49123e+07,1.49123e+07,1.50651e+07,1.50651e+07,1.50651e+07,614637,614637,614637,614498,614498,614498,9.45712e+07,9.45712e+07,9.45712e+07,603.172,603.172,603.172,418.956,418.956,418.956
7,769985,769985,769985,104406,104406,104406,105444,105444,105444,1.49271e+07,1.49271e+07,1.49271e+07,1.508e+07,1.508e+07,1.508e+07,611203,611203,611203,611259,611259,611259,9.45513e+07,9.45513e+07,9.45513e+07,598.977,598.977,598.977,416.16,416.16,416.16
8,773878,773878,773878,104813,104813,104813,105889,105889,105889,1.49432e+07,1.49432e+07,1.49432e+07,1.50968e+07,1.50968e+07,1.50968e+07,610785,610785,610785,611023,611023,611023,9.4523e+07,9.4523e+07,9.4523e+07,597.586,597.586,597.586,415.329,415.329,415.329
9,775378,775378,775378,105366,105366,105366,106473,106473,106473,1.4955e+07,1.4955e+07,1.4955e+07,1.51097e+07,1.51097e+07,1.51097e+07,612756,612756,612756,613106,613106,613106,9.45003e+07,9.45003e+07,9.45003e+07,598.72,598.72,598.72,416.224,416.224,416.224
10,774593,774593,774593,105862,105862,105862,106982,106982,106982,1.49596e+07,1.49596e+07,1.49596e+07,1.51155e+07,1.51155e+07,1.51155e+07,615935,615935,615935,616288,616288,616288,9.4492e+07,9.4492e+07,9.4492e+07,601.413,601.413,601.413,418.14,418.14,418.14
11,772318,772318,772318,106160,106160,106160,107272,107272,107272,1.49573e+07,1.49573e+07,1.49573e+07,1.51141e+07,1.51141e+07,1.51141e+07,619058,619058,619058,619302,619302,619302,9.45e+07,9.45e+07,9.45e+07,604.464,604.464,604.464,420.227,420.227,420.227
12,769617,769617,769617,106219,106219,106219,107303,107303,107303,1.49503e+07,1.49503e+07,1.49503e+07,1.51075e+07,1.51075e+07,1.51075e+07,621186,621186,621186,621243,621243,621243,9.45207e+07,9.45207e+07,9.45207e+07,606.854,606.854,606.854,421.786,421.786,421.786
13,767418,767418,767418,106081,106081,106081,107128,107128,107128,1.4942e+07,1.4942e+07,1.4942e+07,1.5099e+07,1.5099e+07,1.5099e+07,621925,621925,621925,621775,621775,621775,9.45475e+07,9.45475e+07,9.45475e+07,608.021,608.021,608.021,422.459,422.459,422.459
14,766245,766245,766245,105842,105842,105842,106855,106855,106855,1.49353e+07,1.49353e+07,1.49353e+07,1.50915e+07,1.50915e+07,1.50915e+07,621417,621417,621417,621102,621102,621102,9.45734e+07,9.45734e+07,9.45734e+07,607.928,607.928,607.928,422.262,422.262,422.262
15,766164,766164,766164,105602,105602,105602,106593,106593,106593,1.49317e+07,1.49317e+07,1.49317e+07,1.50869e+07,1.50869e+07,1.50869e+07,620158,620158,620158,619766,619766,619766,9.45934e+07,9.45934e+07,9.45934e+07,606.942,606.942,606.942,421.49,421.49,421.49
16,766884,766884,766884,105435,105435,105435,106422,106422,106422,1.49316e+07,1.49316e+07,1.49316e+07,1.50857e+07,1.50857e+07,1.50857e+07,618746,618746,618746,618379,618379,618379,9.46058e+07,9.46058e+07,9.46058e+07,605.613,605.613,605.613,420.545,420.545,420.545
17,767944,767944,767944,105371,105371,105371,106370,106370,106370,1.4934e+07,1.4934e+07,1.4934e+07,1.50874e+07,1.50874e+07,1.50874e+07,617665,617665,617665,617411,617411,617411,9.46116e+07,9.46116e+07,9.46116e+07,604.448,604.448,604.448,419.781,419.781,419.781
18,768897,768897,768897,105400,105400,105400,106424,106424,106424,1.49374e+07,1.49374e+07,1.49374e+07,1.50905e+07,1.50905e+07,1.50905e+07,617166,617166,617166,617075,617075,617075,9.46135e+07,9.46135e+07,9.46135e+07,603.766,603.766,603.766,419.401,419.401,419.401
19,769453,769453,769453,105486,105486,105486,106539,106539,106539,1.49404e+07,1.49404e+07,1.49404e+07,1.50937e+07,1.50937e+07,1.50937e+07,617253,617253,617253,617325,617325,617325,9.46149e+07,9.46149e+07,9.46149e+07,603.653,603.653,603.653,419.435,419.435,419.435
20,769525,769525,769525,105585,105585,105585,106663,106663,106663,1.49421e+07,1.49421e+07,1.49421e+07,1.50961e+07,1.50961e+07,1.50961e+07,617747,617747,617747,617940,617940,617940,9.46181e+07,9.46181e+07,9.46181e+07,603.992,603.992,603.992,419.771,419.771,419.771
21,769206,769206,769206,105661,105661,105661,106754,106754,106754,1.49423e+07,1.49423e+07,1.49423e+07,1.50971e+07,1.50971e+07,1.50971e+07,618389,618389,618389,618632,618632,618632,9.46245e+07,9.46245e+07,9.46245e+07,604.56,604.56,604.56,420.227,420.227,420.227
22,768697,768697,768697,105695,105695,105695,106789,106789,106789,1.49414e+07,1.49414e+07,1.49414e+07,1.50969e+07,1.50969e+07,1.50969e+07,618939,618939,618939,619156,619156,619156,9.46336e+07,9.46336e+07,9.46336e+07,605.119,605.119,605.119,420.626,420.626,420.626
23,768217,768217,768217,105687,105687,105687,106770,106770,106770,1.494e+07,1.494e+07,1.494e+07,1.5096e+07,1.5096e+07,1.5096e+07,619250,619250,619250,619377,619377,619377,9.46446e+07,9.46446e+07,9.46446e+07,605.495,605.495,605.495,420.849,420.849,420.849
24,767924,767924,767924,105650,105650,105650,106715,106715,106715,1.49389e+07,1.49389e+07,1.49389e+07,1.50951e+07,1.50951e+07,1.50951e+07,619283,619283,619283,619290,619290,619290,9.46557e+07,9.46557e+07,9.46557e+07,605.617,605.617,605.617,420.863,420.863,420.863
25,767885,767885,767885,105605,105605,105605,106649,106649,106649,1.49386e+07,1.49386e+07,1.49386e+07,1.50947e+07,1.50947e+07,1.50947e+07,619096,619096,619096,618986,618986,618986,9.46658e+07,9.46658e+07,9.46658e+07,605.512,605.512,605.512,420.707,420.707,420.707
26,768078,768078,768078,105569,105569,105569,106595,106595,106595,1.49393e+07,1.49393e+07,1.49393e+07,1.5095e+07,1.5095e+07,1.5095e+07,618798,618798,618798,618605,618605,618605,9.4674e+07,9.4674e+07,9.4674e+07,605.266,605.266,605.266,420.466,420.466,420.466
