index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1863,1.22451,3,8.64008,7.99999,7.99919,0,0,29.9405,28.1966,3.44371,0.299998,0.600054,0.109575,0.280947,3.7847,3.68421,0.529427,0.00212915,0.00356605,-5736.71
