index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
167,7.99992,6.35569,7.83017,0.36148,6.07096,0,0,29.1759,6.16496,0.259127,0.299988,0.600127,0.184383,0.583167,3.75645,3.88674,0.984372,0.00107948,0.00355149,-5664.79
