index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
920,7.90769,3.76216,4.25585,6.97441,0.639972,0,0,4.92852,5.14169,1.11838,0.16555,0.6003,0.978782,0.0498814,-3.1063,3.99546,0.518548,0.00212011,0.00335646,-6057.24
