index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
242,2.13685,3.10878,8.89767,0.659675,0.623457,0,0,29.9999,22.3185,1.52059,0.299998,0.600001,0.12066,0.207038,-3.49189,3.99996,0.311114,0.00339585,0.00589938,-5409.51
