index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
337,1.90232,4.07363,3.00042,4.2425,0.240802,0,0,7.45431,21.0836,3.30075,0.00100072,0.989894,0.172453,0.238202,0.337379,1.75357,0.999994,0.00275873,0.00156731,-6485.04
