time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.32198e+06,3.32198e+06,3.32198e+06,101932,101932,101932,90419,90419,90419,2.34115e+07,2.34115e+07,2.34115e+07,2.07248e+07,2.07248e+07,2.07248e+07,331080,331080,331080,331178,331178,331178,7.83955e+07,7.83955e+07,7.83955e+07,0,0,0,0,0,0
1,3.31414e+06,3.31414e+06,3.31414e+06,104056,104056,104056,92315.9,92315.9,92315.9,2.33866e+07,2.33866e+07,2.33866e+07,2.06994e+07,2.06994e+07,2.06994e+07,338220,338220,338220,338406,338406,338406,7.84352e+07,7.84352e+07,7.84352e+07,627.343,627.343,627.343,676.192,676.192,676.192
2,3.29661e+06,3.29661e+06,3.29661e+06,105305,105305,105305,93489.6,93489.6,93489.6,2.33499e+07,2.33499e+07,2.33499e+07,2.06624e+07,2.06624e+07,2.06624e+07,343227,343227,343227,343725,343725,343725,7.85225e+07,7.85225e+07,7.85225e+07,638.683,638.683,638.683,688.798,688.798,688.798
3,3.2756e+06,3.2756e+06,3.2756e+06,105436,105436,105436,93743.7,93743.7,93743.7,2.33075e+07,2.33075e+07,2.33075e+07,2.06215e+07,2.06215e+07,2.06215e+07,345069,345069,345069,346140,346140,346140,7.86309e+07,7.86309e+07,7.86309e+07,644.657,644.657,644.657,696.154,696.154,696.154
4,3.25719e+06,3.25719e+06,3.25719e+06,104562,104562,104562,93161.6,93161.6,93161.6,2.32663e+07,2.32663e+07,2.32663e+07,2.05849e+07,2.05849e+07,2.05849e+07,343578,343578,343578,345385,345385,345385,7.87395e+07,7.87395e+07,7.87395e+07,644.313,644.313,644.313,697.171,697.171,697.171
5,3.24595e+06,3.24595e+06,3.24595e+06,103021,103021,103021,91995.5,91995.5,91995.5,2.32328e+07,2.32328e+07,2.32328e+07,2.05592e+07,2.05592e+07,2.05592e+07,339427,339427,339427,341933,341933,341933,7.88289e+07,7.88289e+07,7.88289e+07,638.369,638.369,638.369,692.302,692.302,692.302
6,3.24414e+06,3.24414e+06,3.24414e+06,101257,101257,101257,90579.7,90579.7,90579.7,2.32111e+07,2.32111e+07,2.32111e+07,2.05481e+07,2.05481e+07,2.05481e+07,333841,333841,333841,336786,336786,336786,7.88862e+07,7.88862e+07,7.88862e+07,628.806,628.806,628.806,683.235,683.235,683.235
7,3.25165e+06,3.25165e+06,3.25165e+06,99691.1,99691.1,99691.1,89238.8,89238.8,89238.8,2.32029e+07,2.32029e+07,2.32029e+07,2.05517e+07,2.05517e+07,2.05517e+07,328196,328196,328196,331152,331152,331152,7.89062e+07,7.89062e+07,7.89062e+07,618.17,618.17,618.17,672.3,672.3,672.3
8,3.26643e+06,3.26643e+06,3.26643e+06,98640.1,98640.1,98640.1,88223.8,88223.8,88223.8,2.32074e+07,2.32074e+07,2.32074e+07,2.05668e+07,2.05668e+07,2.05668e+07,323680,323680,323680,326145,326145,326145,7.8892e+07,7.8892e+07,7.8892e+07,608.865,608.865,608.865,661.834,661.834,661.834
9,3.28516e+06,3.28516e+06,3.28516e+06,98275.5,98275.5,98275.5,87683.1,87683.1,87683.1,2.32217e+07,2.32217e+07,2.32217e+07,2.05886e+07,2.05886e+07,2.05886e+07,321083,321083,321083,322586,322586,322586,7.8853e+07,7.8853e+07,7.8853e+07,602.676,602.676,602.676,653.709,653.709,653.709
10,3.30408e+06,3.30408e+06,3.30408e+06,98620.3,98620.3,98620.3,87658.5,87658.5,87658.5,2.32417e+07,2.32417e+07,2.32417e+07,2.06112e+07,2.06112e+07,2.06112e+07,320730,320730,320730,320920,320920,320920,7.88019e+07,7.88019e+07,7.88019e+07,600.543,600.543,600.543,649.085,649.085,649.085
11,3.31967e+06,3.31967e+06,3.31967e+06,99562.6,99562.6,99562.6,88096.1,88096.1,88096.1,2.32631e+07,2.32631e+07,2.32631e+07,2.06289e+07,2.06289e+07,2.06289e+07,322487,322487,322487,321213,321213,321213,7.87524e+07,7.87524e+07,7.87524e+07,602.533,602.533,602.533,648.352,648.352,648.352
12,3.32935e+06,3.32935e+06,3.32935e+06,100883,100883,100883,88866.7,88866.7,88866.7,2.32819e+07,2.32819e+07,2.32819e+07,2.06379e+07,2.06379e+07,2.06379e+07,325829,325829,325829,323188,323188,323188,7.87163e+07,7.87163e+07,7.87163e+07,607.921,607.921,607.921,651.185,651.185,651.185
13,3.33184e+06,3.33184e+06,3.33184e+06,102293,102293,102293,89792.8,89792.8,89792.8,2.32951e+07,2.32951e+07,2.32951e+07,2.06361e+07,2.06361e+07,2.06361e+07,329948,329948,329948,326313,326313,326313,7.87015e+07,7.87015e+07,7.87015e+07,615.367,615.367,615.367,656.685,656.685,656.685
14,3.32744e+06,3.32744e+06,3.32744e+06,103495,103495,103495,90684.9,90684.9,90684.9,2.33008e+07,2.33008e+07,2.33008e+07,2.06242e+07,2.06242e+07,2.06242e+07,333915,333915,333915,329897,329897,329897,7.87112e+07,7.87112e+07,7.87112e+07,623.177,623.177,623.177,663.568,663.568,663.568
