time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,6.35633e+06,6.35633e+06,6.35633e+06,191288,191288,191288,196296,196296,196296,4.22134e+07,4.22134e+07,4.22134e+07,4.33439e+07,4.33439e+07,4.33439e+07,155583,155583,155583,155514,155514,155514,3.40962e+07,3.40962e+07,3.40962e+07,0,0,0,0,0,0
1,6.34227e+06,6.34227e+06,6.34227e+06,194531,194531,194531,199622,199622,199622,4.22032e+07,4.22032e+07,4.22032e+07,4.33334e+07,4.33334e+07,4.33334e+07,158419,158419,158419,158340,158340,158340,3.41187e+07,3.41187e+07,3.41187e+07,438.329,438.329,438.329,432.962,432.962,432.962
2,6.31578e+06,6.31578e+06,6.31578e+06,196721,196721,196721,201855,201855,201855,4.21944e+07,4.21944e+07,4.21944e+07,4.33245e+07,4.33245e+07,4.33245e+07,160725,160725,160725,160632,160632,160632,3.41626e+07,3.41626e+07,3.41626e+07,445.067,445.067,445.067,439.59,439.59,439.59
3,6.28432e+06,6.28432e+06,6.28432e+06,197485,197485,197485,202610,202610,202610,4.21863e+07,4.21863e+07,4.21863e+07,4.33163e+07,4.33163e+07,4.33163e+07,162077,162077,162077,161960,161960,161960,3.42148e+07,3.42148e+07,3.42148e+07,449.255,449.255,449.255,443.667,443.667,443.667
4,6.25536e+06,6.25536e+06,6.25536e+06,196860,196860,196860,201924,201924,201924,4.21782e+07,4.21782e+07,4.21782e+07,4.3308e+07,4.3308e+07,4.3308e+07,162305,162305,162305,162152,162152,162152,3.42699e+07,3.42699e+07,3.42699e+07,450.313,450.313,450.313,444.616,444.616,444.616
5,6.23464e+06,6.23464e+06,6.23464e+06,195189,195189,195189,200152,200152,200152,4.21696e+07,4.21696e+07,4.21696e+07,4.32988e+07,4.32988e+07,4.32988e+07,161510,161510,161510,161311,161311,161311,3.4322e+07,3.4322e+07,3.4322e+07,448.449,448.449,448.449,442.65,442.65,442.65
6,6.22528e+06,6.22528e+06,6.22528e+06,192986,192986,192986,197828,197828,197828,4.21606e+07,4.21606e+07,4.21606e+07,4.32887e+07,4.32887e+07,4.32887e+07,160001,160001,160001,159755,159755,159755,3.43668e+07,3.43668e+07,3.43668e+07,444.484,444.484,444.484,438.593,438.593,438.593
7,6.22754e+06,6.22754e+06,6.22754e+06,190780,190780,190780,195504,195504,195504,4.21511e+07,4.21511e+07,4.21511e+07,4.32778e+07,4.32778e+07,4.32778e+07,158188,158188,158188,157897,157897,157897,3.44018e+07,3.44018e+07,3.44018e+07,439.547,439.547,439.547,433.58,433.58,433.58
8,6.23934e+06,6.23934e+06,6.23934e+06,189003,189003,189003,193629,193629,193629,4.21415e+07,4.21415e+07,4.21415e+07,4.32665e+07,4.32665e+07,4.32665e+07,156468,156468,156468,156142,156142,156142,3.44268e+07,3.44268e+07,3.44268e+07,434.765,434.765,434.765,428.742,428.742,428.742
9,6.25707e+06,6.25707e+06,6.25707e+06,187924,187924,187924,192485,192485,192485,4.21322e+07,4.21322e+07,4.21322e+07,4.32551e+07,4.32551e+07,4.32551e+07,155148,155148,155148,154800,154800,154800,3.44434e+07,3.44434e+07,3.44434e+07,431.029,431.029,431.029,424.968,424.968,424.968
10,6.27658e+06,6.27658e+06,6.27658e+06,187634,187634,187634,192169,192169,192169,4.21235e+07,4.21235e+07,4.21235e+07,4.32443e+07,4.32443e+07,4.32443e+07,154403,154403,154403,154048,154048,154048,3.44542e+07,3.44542e+07,3.44542e+07,428.867,428.867,428.867,422.789,422.789,422.789
11,6.29398e+06,6.29398e+06,6.29398e+06,188062,188062,188062,192609,192609,192609,4.21157e+07,4.21157e+07,4.21157e+07,4.32344e+07,4.32344e+07,4.32344e+07,154270,154270,154270,153923,153923,153923,3.44625e+07,3.44625e+07,3.44625e+07,428.421,428.421,428.421,422.347,422.347,422.347
12,6.30639e+06,6.30639e+06,6.30639e+06,189013,189013,189013,193602,193602,193602,4.2109e+07,4.2109e+07,4.2109e+07,4.32257e+07,4.32257e+07,4.32257e+07,154665,154665,154665,154340,154340,154340,3.44715e+07,3.44715e+07,3.44715e+07,429.488,429.488,429.488,423.438,423.438,423.438
13,6.31231e+06,6.31231e+06,6.31231e+06,190215,190215,190215,194870,194870,194870,4.21033e+07,4.21033e+07,4.21033e+07,4.32183e+07,4.32183e+07,4.32183e+07,155414,155414,155414,155122,155122,155122,3.44833e+07,3.44833e+07,3.44833e+07,431.604,431.604,431.604,425.6,425.6,425.6
14,6.31175e+06,6.31175e+06,6.31175e+06,191383,191383,191383,196114,196114,196114,4.20986e+07,4.20986e+07,4.20986e+07,4.32121e+07,4.32121e+07,4.32121e+07,156298,156298,156298,156047,156047,156047,3.44992e+07,3.44992e+07,3.44992e+07,434.163,434.163,434.163,428.226,428.226,428.226
15,6.30607e+06,6.30607e+06,6.30607e+06,192272,192272,192272,197079,197079,197079,4.20946e+07,4.20946e+07,4.20946e+07,4.3207e+07,4.3207e+07,4.3207e+07,157097,157097,157097,156893,156893,156893,3.45193e+07,3.45193e+07,3.45193e+07,436.548,436.548,436.548,430.697,430.697,430.697
16,6.29749e+06,6.29749e+06,6.29749e+06,192726,192726,192726,197602,197602,197602,4.2091e+07,4.2091e+07,4.2091e+07,4.32026e+07,4.32026e+07,4.32026e+07,157639,157639,157639,157482,157482,157482,3.45425e+07,3.45425e+07,3.45425e+07,438.255,438.255,438.255,432.505,432.505,432.505
17,6.28854e+06,6.28854e+06,6.28854e+06,192702,192702,192702,197633,197633,197633,4.20875e+07,4.20875e+07,4.20875e+07,4.31987e+07,4.31987e+07,4.31987e+07,157826,157826,157826,157715,157715,157715,3.45671e+07,3.45671e+07,3.45671e+07,438.984,438.984,438.984,433.348,433.348,433.348
18,6.28147e+06,6.28147e+06,6.28147e+06,192261,192261,192261,197235,197235,197235,4.20839e+07,4.20839e+07,4.20839e+07,4.31949e+07,4.31949e+07,4.31949e+07,157647,157647,157647,157580,157580,157580,3.45914e+07,3.45914e+07,3.45914e+07,438.683,438.683,438.683,433.169,433.169,433.169
19,6.27783e+06,6.27783e+06,6.27783e+06,191544,191544,191544,196550,196550,196550,4.20803e+07,4.20803e+07,4.20803e+07,4.31912e+07,4.31912e+07,4.31912e+07,157169,157169,157169,157143,157143,157143,3.46134e+07,3.46134e+07,3.46134e+07,437.519,437.519,437.519,432.132,432.132,432.132
20,6.27825e+06,6.27825e+06,6.27825e+06,190724,190724,190724,195758,195758,195758,4.20764e+07,4.20764e+07,4.20764e+07,4.31875e+07,4.31875e+07,4.31875e+07,156511,156511,156511,156524,156524,156524,3.46322e+07,3.46322e+07,3.46322e+07,435.813,435.813,435.813,430.555,430.555,430.555
21,6.28249e+06,6.28249e+06,6.28249e+06,189970,189970,189970,195032,195032,195032,4.20725e+07,4.20725e+07,4.20725e+07,4.31838e+07,4.31838e+07,4.31838e+07,155810,155810,155810,155860,155860,155860,3.46471e+07,3.46471e+07,3.46471e+07,433.947,433.947,433.947,428.817,428.817,428.817
22,6.28957e+06,6.28957e+06,6.28957e+06,189411,189411,189411,194506,194506,194506,4.20685e+07,4.20685e+07,4.20685e+07,4.31804e+07,4.31804e+07,4.31804e+07,155190,155190,155190,155277,155277,155277,3.46583e+07,3.46583e+07,3.46583e+07,432.275,432.275,432.275,427.271,427.271,427.271
23,6.29814e+06,6.29814e+06,6.29814e+06,189117,189117,189117,194254,194254,194254,4.20648e+07,4.20648e+07,4.20648e+07,4.31773e+07,4.31773e+07,4.31773e+07,154741,154741,154741,154864,154864,154864,3.46666e+07,3.46666e+07,3.46666e+07,431.06,431.06,431.06,426.178,426.178,426.178
24,6.30674e+06,6.30674e+06,6.30674e+06,189099,189099,189099,194285,194285,194285,4.20614e+07,4.20614e+07,4.20614e+07,4.31748e+07,4.31748e+07,4.31748e+07,154505,154505,154505,154664,154664,154664,3.46731e+07,3.46731e+07,3.46731e+07,430.436,430.436,430.436,425.67,425.67,425.67
25,6.31414e+06,6.31414e+06,6.31414e+06,189312,189312,189312,194553,194553,194553,4.20584e+07,4.20584e+07,4.20584e+07,4.31728e+07,4.31728e+07,4.31728e+07,154479,154479,154479,154673,154673,154673,3.46789e+07,3.46789e+07,3.46789e+07,430.403,430.403,430.403,425.746,425.746,425.746
26,6.31952e+06,6.31952e+06,6.31952e+06,189675,189675,189675,194973,194973,194973,4.20558e+07,4.20558e+07,4.20558e+07,4.31716e+07,4.31716e+07,4.31716e+07,154619,154619,154619,154847,154847,154847,3.4685e+07,3.4685e+07,3.4685e+07,430.851,430.851,430.851,426.293,426.293,426.293
27,6.32257e+06,6.32257e+06,6.32257e+06,190089,190089,190089,195441,195441,195441,4.20537e+07,4.20537e+07,4.20537e+07,4.31709e+07,4.31709e+07,4.31709e+07,154858,154858,154858,155114,155114,155114,3.4692e+07,3.4692e+07,3.4692e+07,431.593,431.593,431.593,427.122,427.122,427.122
