time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,736217,736217,736217,31856,31856,31856,30897.7,30897.7,30897.7,1.11017e+07,1.11017e+07,1.11017e+07,1.07605e+07,1.07605e+07,1.07605e+07,260868,260868,260868,260958,260958,260958,1.03525e+08,1.03525e+08,1.03525e+08,0,0,0,0,0,0
1,735826,735826,735826,32456.8,32456.8,32456.8,31489.6,31489.6,31489.6,1.10857e+07,1.10857e+07,1.10857e+07,1.07445e+07,1.07445e+07,1.07445e+07,265656,265656,265656,265754,265754,265754,1.03547e+08,1.03547e+08,1.03547e+08,229.554,229.554,229.554,242.301,242.301,242.301
2,732861,732861,732861,32848.4,32848.4,32848.4,31874.4,31874.4,31874.4,1.10613e+07,1.10613e+07,1.10613e+07,1.07201e+07,1.07201e+07,1.07201e+07,269090,269090,269090,269243,269243,269243,1.036e+08,1.036e+08,1.036e+08,233.197,233.197,233.197,246.176,246.176,246.176
3,728813,728813,728813,32943.5,32943.5,32943.5,31976.4,31976.4,31976.4,1.1033e+07,1.1033e+07,1.1033e+07,1.06922e+07,1.06922e+07,1.06922e+07,270536,270536,270536,270787,270787,270787,1.03666e+08,1.03666e+08,1.03666e+08,235.309,235.309,235.309,248.475,248.475,248.475
4,725120,725120,725120,32771,32771,32771,31822.8,31822.8,31822.8,1.10061e+07,1.10061e+07,1.10061e+07,1.0666e+07,1.0666e+07,1.0666e+07,269841,269841,269841,270214,270214,270214,1.03733e+08,1.03733e+08,1.03733e+08,235.56,235.56,235.56,248.844,248.844,248.844
5,722879,722879,722879,32413.2,32413.2,32413.2,31489.8,31489.8,31489.8,1.09851e+07,1.09851e+07,1.09851e+07,1.0646e+07,1.0646e+07,1.0646e+07,267343,267343,267343,267830,267830,267830,1.0379e+08,1.0379e+08,1.0379e+08,234.071,234.071,234.071,247.386,247.386,247.386
6,722682,722682,722682,31978.1,31978.1,31978.1,31077.9,31077.9,31077.9,1.09728e+07,1.09728e+07,1.09728e+07,1.06351e+07,1.06351e+07,1.06351e+07,263740,263740,263740,264292,264292,264292,1.0383e+08,1.0383e+08,1.0383e+08,231.334,231.334,231.334,244.585,244.585,244.585
7,724583,724583,724583,31571.4,31571.4,31571.4,30685.9,30685.9,30685.9,1.09703e+07,1.09703e+07,1.09703e+07,1.0634e+07,1.0634e+07,1.0634e+07,259867,259867,259867,260410,260410,260410,1.03849e+08,1.03849e+08,1.03849e+08,228.043,228.043,228.043,241.141,241.141,241.141
8,728186,728186,728186,31276,31276,31276,30392.2,30392.2,30392.2,1.09766e+07,1.09766e+07,1.09766e+07,1.06415e+07,1.06415e+07,1.06415e+07,256502,256502,256502,256949,256949,256949,1.03848e+08,1.03848e+08,1.03848e+08,224.91,224.91,224.91,237.788,237.788,237.788
9,732780,732780,732780,31142.1,31142.1,31142.1,30245.1,30245.1,30245.1,1.09895e+07,1.09895e+07,1.09895e+07,1.06551e+07,1.06551e+07,1.06551e+07,254219,254219,254219,254491,254491,254491,1.03831e+08,1.03831e+08,1.03831e+08,222.518,222.518,222.518,235.138,235.138,235.138
10,737517,737517,737517,31183.8,31183.8,31183.8,30260.4,30260.4,30260.4,1.10055e+07,1.10055e+07,1.10055e+07,1.06712e+07,1.06712e+07,1.06712e+07,253325,253325,253325,253369,253369,253369,1.03804e+08,1.03804e+08,1.03804e+08,221.238,221.238,221.238,233.599,233.599,233.599
11,741571,741571,741571,31382.4,31382.4,31382.4,30423.8,30423.8,30423.8,1.10214e+07,1.10214e+07,1.10214e+07,1.06863e+07,1.06863e+07,1.06863e+07,253849,253849,253849,253648,253648,253648,1.03777e+08,1.03777e+08,1.03777e+08,221.196,221.196,221.196,233.332,233.332,233.332
12,744289,744289,744289,31691.9,31691.9,31691.9,30695.8,30695.8,30695.8,1.1034e+07,1.1034e+07,1.1034e+07,1.06974e+07,1.06974e+07,1.06974e+07,255568,255568,255568,255151,255151,255151,1.03755e+08,1.03755e+08,1.03755e+08,222.29,222.29,222.29,234.267,234.267,234.267
13,745302,745302,745302,32047.7,32047.7,32047.7,31019.5,31019.5,31019.5,1.10411e+07,1.10411e+07,1.10411e+07,1.07026e+07,1.07026e+07,1.07026e+07,258059,258059,258059,257501,257501,257501,1.03745e+08,1.03745e+08,1.03745e+08,224.22,224.22,224.22,236.131,236.131,236.131
14,744584,744584,744584,32378.7,32378.7,32378.7,31331.5,31331.5,31331.5,1.10417e+07,1.10417e+07,1.10417e+07,1.07011e+07,1.07011e+07,1.07011e+07,260781,260781,260781,260195,260195,260195,1.0375e+08,1.0375e+08,1.0375e+08,226.553,226.553,226.553,238.508,238.508,238.508
15,742439,742439,742439,32622.1,32622.1,32622.1,31573.8,31573.8,31573.8,1.10361e+07,1.10361e+07,1.10361e+07,1.06936e+07,1.06936e+07,1.06936e+07,263180,263180,263180,262697,262697,262697,1.03768e+08,1.03768e+08,1.03768e+08,228.803,228.803,228.803,240.912,240.912,240.912
16,739426,739426,739426,32736.2,32736.2,32736.2,31706.1,31706.1,31706.1,1.10259e+07,1.10259e+07,1.10259e+07,1.06821e+07,1.06821e+07,1.06821e+07,264801,264801,264801,264541,264541,264541,1.03798e+08,1.03798e+08,1.03798e+08,230.529,230.529,230.529,242.882,242.882,242.882
17,736221,736221,736221,32709.1,32709.1,32709.1,31713.3,31713.3,31713.3,1.10133e+07,1.10133e+07,1.10133e+07,1.06691e+07,1.06691e+07,1.06691e+07,265380,265380,265380,265426,265426,265426,1.03834e+08,1.03834e+08,1.03834e+08,231.427,231.427,231.427,244.075,244.075,244.075
18,733470,733470,733470,32559.6,32559.6,32559.6,31607,31607,31607,1.10008e+07,1.10008e+07,1.10008e+07,1.06572e+07,1.06572e+07,1.06572e+07,264893,264893,264893,265267,265267,265267,1.03871e+08,1.03871e+08,1.03871e+08,231.386,231.386,231.386,244.329,244.329,244.329
