time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,690070,690070,690070,60706.1,60706.1,60706.1,60587.7,60587.7,60587.7,1.10723e+07,1.10723e+07,1.10723e+07,1.10458e+07,1.10458e+07,1.10458e+07,516856,516856,516856,516842,516842,516842,1.02745e+08,1.02745e+08,1.02745e+08,0,0,0,0,0,0
1,686384,686384,686384,61743.3,61743.3,61743.3,61603.5,61603.5,61603.5,1.10346e+07,1.10346e+07,1.10346e+07,1.10082e+07,1.10082e+07,1.10082e+07,526209,526209,526209,526221,526221,526221,1.02804e+08,1.02804e+08,1.02804e+08,895.145,895.145,895.145,923.775,923.775,923.775
2,680099,680099,680099,61769.8,61769.8,61769.8,61631.3,61631.3,61631.3,1.09883e+07,1.09883e+07,1.09883e+07,1.0962e+07,1.0962e+07,1.0962e+07,528590,528590,528590,528619,528619,528619,1.02906e+08,1.02906e+08,1.02906e+08,905.269,905.269,905.269,934.245,934.245,934.245
3,676446,676446,676446,61046.4,61046.4,61046.4,60911.8,60911.8,60911.8,1.09541e+07,1.09541e+07,1.09541e+07,1.09279e+07,1.09279e+07,1.09279e+07,523975,523975,523975,524023,524023,524023,1.02997e+08,1.02997e+08,1.02997e+08,902.677,902.677,902.677,931.604,931.604,931.604
4,677539,677539,677539,60168.5,60168.5,60168.5,60037.2,60037.2,60037.2,1.09435e+07,1.09435e+07,1.09435e+07,1.09175e+07,1.09175e+07,1.09175e+07,515881,515881,515881,515934,515934,515934,1.03044e+08,1.03044e+08,1.03044e+08,891.048,891.048,891.048,919.628,919.628,919.628
5,682443,682443,682443,59622.8,59622.8,59622.8,59491.6,59491.6,59491.6,1.09554e+07,1.09554e+07,1.09554e+07,1.09294e+07,1.09294e+07,1.09294e+07,508706,508706,508706,508742,508742,508742,1.0304e+08,1.0304e+08,1.0304e+08,877.682,877.682,877.682,905.824,905.824,905.824
6,688486,688486,688486,59613,59613,59613,59478.2,59478.2,59478.2,1.09789e+07,1.09789e+07,1.09789e+07,1.0953e+07,1.0953e+07,1.0953e+07,505437,505437,505437,505439,505439,505439,1.03002e+08,1.03002e+08,1.03002e+08,868.998,868.998,868.998,896.816,896.816,896.816
7,692875,692875,692875,60055.6,60055.6,60055.6,59915.4,59915.4,59915.4,1.10007e+07,1.10007e+07,1.10007e+07,1.09747e+07,1.09747e+07,1.09747e+07,506715,506715,506715,506680,506680,506680,1.02959e+08,1.02959e+08,1.02959e+08,867.896,867.896,867.896,895.612,895.612,895.612
8,693990,693990,693990,60677.7,60677.7,60677.7,60532.7,60532.7,60532.7,1.1011e+07,1.1011e+07,1.1011e+07,1.09847e+07,1.09847e+07,1.09847e+07,511086,511086,511086,511030,511030,511030,1.02936e+08,1.02936e+08,1.02936e+08,873.374,873.374,873.374,901.21,901.21,901.21
9,691958,691958,691958,61166.1,61166.1,61166.1,61019.7,61019.7,61019.7,1.10068e+07,1.10068e+07,1.10068e+07,1.09804e+07,1.09804e+07,1.09804e+07,515994,515994,515994,515945,515945,515945,1.02945e+08,1.02945e+08,1.02945e+08,881.727,881.727,881.727,909.816,909.816,909.816
10,688319,688319,688319,61320.5,61320.5,61320.5,61176.9,61176.9,61176.9,1.09928e+07,1.09928e+07,1.09928e+07,1.09662e+07,1.09662e+07,1.09662e+07,519080,519080,519080,519065,519065,519065,1.02979e+08,1.02979e+08,1.02979e+08,888.606,888.606,888.606,916.951,916.951,916.951
11,685051,685051,685051,61134.3,61134.3,61134.3,60996.2,60996.2,60996.2,1.09771e+07,1.09771e+07,1.09771e+07,1.09505e+07,1.09505e+07,1.09505e+07,519267,519267,519267,519297,519297,519297,1.03022e+08,1.03022e+08,1.03022e+08,891.114,891.114,891.114,919.613,919.613,919.613
12,683552,683552,683552,60763.1,60763.1,60763.1,60630.4,60630.4,60630.4,1.0967e+07,1.0967e+07,1.0967e+07,1.09407e+07,1.09407e+07,1.09407e+07,517057,517057,517057,517121,517121,517121,1.03057e+08,1.03057e+08,1.03057e+08,888.959,888.959,888.959,917.462,917.462,917.462
13,684112,684112,684112,60415.1,60415.1,60415.1,60285.1,60285.1,60285.1,1.0966e+07,1.0966e+07,1.0966e+07,1.09399e+07,1.09399e+07,1.09399e+07,513971,513971,513971,514041,514041,514041,1.03074e+08,1.03074e+08,1.03074e+08,884.097,884.097,884.097,912.483,912.483,912.483
14,686029,686029,686029,60242.4,60242.4,60242.4,60111.2,60111.2,60111.2,1.09726e+07,1.09726e+07,1.09726e+07,1.09466e+07,1.09466e+07,1.09466e+07,511609,511609,511609,511657,511657,511657,1.03073e+08,1.03073e+08,1.03073e+08,879.33,879.33,879.33,907.55,907.55,907.55
15,688138,688138,688138,60286.4,60286.4,60286.4,60151,60151,60151,1.09822e+07,1.09822e+07,1.09822e+07,1.09562e+07,1.09562e+07,1.09562e+07,510900,510900,510900,510907,510907,510907,1.03061e+08,1.03061e+08,1.03061e+08,876.817,876.817,876.817,904.9,904.9,904.9
16,689425,689425,689425,60483.1,60483.1,60483.1,60342.5,60342.5,60342.5,1.09898e+07,1.09898e+07,1.09898e+07,1.09638e+07,1.09638e+07,1.09638e+07,511837,511837,511837,511807,511807,511807,1.03051e+08,1.03051e+08,1.03051e+08,877.247,877.247,877.247,905.271,905.271,905.271
17,689451,689451,689451,60712.3,60712.3,60712.3,60568,60568,60568,1.09926e+07,1.09926e+07,1.09926e+07,1.09663e+07,1.09663e+07,1.09663e+07,513672,513672,513672,513622,513622,513622,1.03051e+08,1.03051e+08,1.03051e+08,879.843,879.843,879.843,907.896,907.896,907.896
18,688452,688452,688452,60861.3,60861.3,60861.3,60716.5,60716.5,60716.5,1.09902e+07,1.09902e+07,1.09902e+07,1.09638e+07,1.09638e+07,1.09638e+07,515388,515388,515388,515346,515346,515346,1.03062e+08,1.03062e+08,1.03062e+08,882.994,882.994,882.994,911.136,911.136,911.136
19,687098,687098,687098,60876.1,60876.1,60876.1,60733.8,60733.8,60733.8,1.0985e+07,1.0985e+07,1.0985e+07,1.09585e+07,1.09585e+07,1.09585e+07,516215,516215,516215,516202,516202,516202,1.0308e+08,1.0308e+08,1.0308e+08,885.14,885.14,885.14,913.383,913.383,913.383
20,686099,686099,686099,60775.8,60775.8,60775.8,60637.9,60637.9,60637.9,1.09802e+07,1.09802e+07,1.09802e+07,1.09537e+07,1.09537e+07,1.09537e+07,515942,515942,515942,515965,515965,515965,1.031e+08,1.031e+08,1.031e+08,885.482,885.482,885.482,913.795,913.795,913.795
21,685867,685867,685867,60629.5,60629.5,60629.5,60495.4,60495.4,60495.4,1.09782e+07,1.09782e+07,1.09782e+07,1.09519e+07,1.09519e+07,1.09519e+07,514909,514909,514909,514957,514957,514957,1.03116e+08,1.03116e+08,1.03116e+08,884.21,884.21,884.21,912.539,912.539,912.539
22,686389,686389,686389,60513.5,60513.5,60513.5,60381.1,60381.1,60381.1,1.09798e+07,1.09798e+07,1.09798e+07,1.09536e+07,1.09536e+07,1.09536e+07,513737,513737,513737,513789,513789,513789,1.03123e+08,1.03123e+08,1.03123e+08,882.225,882.225,882.225,910.519,910.519,910.519
23,687319,687319,687319,60475.1,60475.1,60475.1,60341.7,60341.7,60341.7,1.09839e+07,1.09839e+07,1.09839e+07,1.09578e+07,1.09578e+07,1.09578e+07,512984,512984,512984,513020,513020,513020,1.03124e+08,1.03124e+08,1.03124e+08,880.571,880.571,880.571,908.803,908.803,908.803
24,688205,688205,688205,60517.2,60517.2,60517.2,60380.8,60380.8,60380.8,1.09887e+07,1.09887e+07,1.09887e+07,1.09626e+07,1.09626e+07,1.09626e+07,512904,512904,512904,512911,512911,512911,1.03122e+08,1.03122e+08,1.03122e+08,879.928,879.928,879.928,908.098,908.098,908.098
25,688711,688711,688711,60606,60606,60606,60466.1,60466.1,60466.1,1.09924e+07,1.09924e+07,1.09924e+07,1.09663e+07,1.09663e+07,1.09663e+07,513392,513392,513392,513374,513374,513374,1.03122e+08,1.03122e+08,1.03122e+08,880.38,880.38,880.38,908.515,908.515,908.515
26,688748,688748,688748,60693.3,60693.3,60693.3,60551.1,60551.1,60551.1,1.09942e+07,1.09942e+07,1.09942e+07,1.0968e+07,1.0968e+07,1.0968e+07,514108,514108,514108,514077,514077,514077,1.03126e+08,1.03126e+08,1.03126e+08,881.496,881.496,881.496,909.63,909.63,909.63
27,688467,688467,688467,60741.5,60741.5,60741.5,60599,60599,60599,1.09943e+07,1.09943e+07,1.09943e+07,1.0968e+07,1.0968e+07,1.0968e+07,514674,514674,514674,514647,514647,514647,1.03133e+08,1.03133e+08,1.03133e+08,882.63,882.63,882.63,910.791,910.791,910.791
28,688141,688141,688141,60738.4,60738.4,60738.4,60597.6,60597.6,60597.6,1.09938e+07,1.09938e+07,1.09938e+07,1.09673e+07,1.09673e+07,1.09673e+07,514855,514855,514855,514846,514846,514846,1.03143e+08,1.03143e+08,1.03143e+08,883.253,883.253,883.253,911.455,911.455,911.455
29,688012,688012,688012,60698.4,60698.4,60698.4,60560.2,60560.2,60560.2,1.09937e+07,1.09937e+07,1.09937e+07,1.09673e+07,1.09673e+07,1.09673e+07,514641,514641,514641,514655,514655,514655,1.03153e+08,1.03153e+08,1.03153e+08,883.179,883.179,883.179,911.416,911.416,911.416
30,688190,688190,688190,60650.2,60650.2,60650.2,60514.3,60514.3,60514.3,1.09949e+07,1.09949e+07,1.09949e+07,1.09685e+07,1.09685e+07,1.09685e+07,514208,514208,514208,514238,514238,514238,1.0316e+08,1.0316e+08,1.0316e+08,882.581,882.581,882.581,910.835,910.835,910.835
31,688624,688624,688624,60620.9,60620.9,60620.9,60486,60486,60486,1.09973e+07,1.09973e+07,1.09973e+07,1.09711e+07,1.09711e+07,1.09711e+07,513799,513799,513799,513833,513833,513833,1.03164e+08,1.03164e+08,1.03164e+08,881.843,881.843,881.843,910.092,910.092,910.092
32,689159,689159,689159,60623.8,60623.8,60623.8,60488.4,60488.4,60488.4,1.10005e+07,1.10005e+07,1.10005e+07,1.09743e+07,1.09743e+07,1.09743e+07,513600,513600,513600,513624,513624,513624,1.03166e+08,1.03166e+08,1.03166e+08,881.339,881.339,881.339,909.566,909.566,909.566
