index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,1.93583e+06,67948.3,73816.5,1.45468e+07,1.58465e+07,411106,410966,9.34154e+07,0,0,0,0
0,1,1.93094e+06,69270.9,75260.5,1.45168e+07,1.58166e+07,419348,419087,9.34612e+07,674.642,697.735,674.642,697.735
0,2,1.92008e+06,69940.4,75939.6,1.44747e+07,1.57737e+07,424307,423696,9.35548e+07,685.462,708.563,685.462,708.563
0,3,1.90825e+06,69824.3,75723.6,1.44325e+07,1.57291e+07,424929,423765,9.36618e+07,689.774,712.245,689.774,712.245
0,4,1.89981e+06,69092.9,74825.6,1.44013e+07,1.56932e+07,421509,419792,9.3755e+07,687.095,708.492,687.095,708.492
0,5,1.89735e+06,68054.3,73624,1.43876e+07,1.56734e+07,415447,413431,9.38144e+07,679.008,699.347,679.008,699.347
0,6,1.90134e+06,67040.5,72517.9,1.43923e+07,1.56717e+07,408653,406782,9.38315e+07,668.356,688.147,668.356,688.147
0,7,1.91036e+06,66314.9,71810.9,1.44113e+07,1.5686e+07,402924,401681,9.38102e+07,658.21,678.276,658.21,678.276
0,8,1.92182e+06,66025.6,71655.4,1.44371e+07,1.57104e+07,399514,399276,9.37636e+07,651.018,672.22,651.018,672.22
0,9,1.93271e+06,66196,72044.8,1.44615e+07,1.57374e+07,398956,399872,9.37094e+07,648.156,671.121,648.156,671.121
0,10,1.94046e+06,66739.8,72835,1.44775e+07,1.57601e+07,401070,402988,9.36651e+07,649.813,674.727,649.813,674.727
0,11,1.94347e+06,67490.8,73787.2,1.44813e+07,1.57731e+07,405077,407542,9.36437e+07,655.121,681.616,655.121,681.616
0,12,1.94151e+06,68245.7,74632.1,1.44726e+07,1.57741e+07,409819,412157,9.36511e+07,662.438,689.625,662.438,689.625
0,13,1.93567e+06,68817.4,75145.9,1.4455e+07,1.57638e+07,414046,415540,9.36848e+07,669.769,696.443,669.769,696.443
0,14,1.92796e+06,69083.2,75216.2,1.44341e+07,1.57458e+07,416739,416863,9.37358e+07,675.277,700.277,675.277,700.277
0,15,1.92064e+06,69014.3,74870.6,1.44162e+07,1.5725e+07,417377,415981,9.37912e+07,677.759,700.359,677.759,700.359
0,16,1.91557e+06,68673.5,74254.1,1.44057e+07,1.57069e+07,416040,413410,9.38384e+07,676.932,697.098,676.932,697.098
0,17,1.91376e+06,68184.7,73570.2,1.44047e+07,1.56954e+07,413318,410085,9.38687e+07,673.419,691.824,673.419,691.824
0,18,1.91523e+06,67690.4,73013.1,1.44124e+07,1.56923e+07,410076,407030,9.38787e+07,668.455,686.262,668.455,686.262
0,19,1.91913e+06,67311.6,72717.6,1.44254e+07,1.56973e+07,407188,405052,9.3871e+07,663.471,681.984,663.471,681.984
0,20,1.9241e+06,67122.9,72733.1,1.44396e+07,1.57081e+07,405316,404568,9.38523e+07,659.695,680.007,659.695,680.007
0,21,1.92868e+06,67142.6,73022.8,1.44508e+07,1.57213e+07,404786,405545,9.38312e+07,657.888,680.614,657.888,680.614
0,22,1.93168e+06,67337.1,73481.4,1.44561e+07,1.57336e+07,405564,407567,9.38158e+07,658.239,683.366,658.239,683.366
0,23,1.93247e+06,67635.3,73967.4,1.44545e+07,1.57422e+07,407306,409968,9.38119e+07,660.402,687.293,660.402,687.293
0,24,1.93108e+06,67949.7,74342.7,1.44472e+07,1.57453e+07,409474,412037,9.38212e+07,663.632,691.184,662.593,695.386
0,25,1.92814e+06,68199.7,74511.4,1.44368e+07,1.5743e+07,411480,413217,9.38419e+07,667.008,693.944,669.219,683.454
0,26,1.92462e+06,68330.7,74444.3,1.44268e+07,1.57366e+07,412839,413256,9.38692e+07,669.669,694.893,652.351,700.173
0,27,1.92155e+06,68325.2,74182,1.442e+07,1.57282e+07,413277,412251,9.38969e+07,671.025,693.93,657.052,681.796
