time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,648565,648565,648565,284.085,284.085,284.085,6921.21,6921.21,6921.21,384168,384168,384168,829731,829731,829731,2560.43,2560.43,2560.43,55172.4,55172.4,55172.4,1.03289e+06,1.03289e+06,1.03289e+06,110562,110562,110562,5.38117e+06,5.38117e+06,5.38117e+06,5.16323e+07,5.16323e+07,5.16323e+07,6.66242e+07,6.66242e+07,6.66242e+07,0,0,0,0,0,0
1,651791,651791,651791,326.437,326.437,326.437,6886.68,6886.68,6886.68,377079,377079,377079,839422,839422,839422,2906.31,2906.31,2906.31,53954.2,53954.2,53954.2,1.04065e+06,1.04065e+06,1.04065e+06,108265,108265,108265,5.28825e+06,5.28825e+06,5.28825e+06,5.16762e+07,5.16762e+07,5.16762e+07,6.66627e+07,6.66627e+07,6.66627e+07,2.37494,2.37494,2.37494,97.3069,97.3069,97.3069
2,655158,655158,655158,374.081,374.081,374.081,6794.24,6794.24,6794.24,370238,370238,370238,849392,849392,849392,3323.34,3323.34,3323.34,52879.1,52879.1,52879.1,1.04774e+06,1.04774e+06,1.04774e+06,106233,106233,106233,5.21058e+06,5.21058e+06,5.21058e+06,5.1685e+07,5.1685e+07,5.1685e+07,6.67295e+07,6.67295e+07,6.67295e+07,2.70761,2.70761,2.70761,95.3829,95.3829,95.3829
3,658603,658603,658603,431.617,431.617,431.617,6711.42,6711.42,6711.42,363612,363612,363612,859544,859544,859544,3828.3,3828.3,3828.3,51926.5,51926.5,51926.5,1.05419e+06,1.05419e+06,1.05419e+06,104493,104493,104493,5.15017e+06,5.15017e+06,5.15017e+06,5.16633e+07,5.16633e+07,5.16633e+07,6.6809e+07,6.6809e+07,6.6809e+07,3.10821,3.10821,3.10821,93.6348,93.6348,93.6348
4,662049,662049,662049,501.895,501.895,501.895,6644.43,6644.43,6644.43,357159,357159,357159,869760,869760,869760,4444.7,4444.7,4444.7,51111,51111,51111,1.0601e+06,1.0601e+06,1.0601e+06,103083,103083,103083,5.10965e+06,5.10965e+06,5.10965e+06,5.16166e+07,5.16166e+07,5.16166e+07,6.68935e+07,6.68935e+07,6.68935e+07,3.59537,3.59537,3.59537,92.1153,92.1153,92.1153
5,665407,665407,665407,588.249,588.249,588.249,6593.39,6593.39,6593.39,350841,350841,350841,879912,879912,879912,5201.65,5201.65,5201.65,50431.7,50431.7,50431.7,1.0656e+06,1.0656e+06,1.0656e+06,102052,102052,102052,5.09239e+06,5.09239e+06,5.09239e+06,5.155e+07,5.155e+07,5.155e+07,6.69742e+07,6.69742e+07,6.69742e+07,4.19204,4.19204,4.19204,90.8401,90.8401,90.8401
6,668581,668581,668581,694.725,694.725,694.725,6555.95,6555.95,6555.95,344617,344617,344617,889865,889865,889865,6134.39,6134.39,6134.39,49868.7,49868.7,49868.7,1.07078e+06,1.07078e+06,1.07078e+06,101462,101462,101462,5.10266e+06,5.10266e+06,5.10266e+06,5.14682e+07,5.14682e+07,5.14682e+07,6.70425e+07,6.70425e+07,6.70425e+07,4.92627,4.92627,4.92627,89.791,89.791,89.791
7,671475,671475,671475,826.129,826.129,826.129,6527.25,6527.25,6527.25,338452,338452,338452,899486,899486,899486,7284.83,7284.83,7284.83,49384.1,49384.1,49384.1,1.07572e+06,1.07572e+06,1.07572e+06,101393,101393,101393,5.14582e+06,5.14582e+06,5.14582e+06,5.13745e+07,5.13745e+07,5.13745e+07,6.70898e+07,6.70898e+07,6.70898e+07,5.8317,5.8317,5.8317,88.9163,88.9163,88.9163
8,673995,673995,673995,988.022,988.022,988.022,6500.13,6500.13,6500.13,332318,332318,332318,908645,908645,908645,8701.42,8701.42,8701.42,48923.3,48923.3,48923.3,1.08044e+06,1.08044e+06,1.08044e+06,101940,101940,101940,5.22843e+06,5.22843e+06,5.22843e+06,5.12703e+07,5.12703e+07,5.12703e+07,6.71082e+07,6.71082e+07,6.71082e+07,6.9478,6.9478,6.9478,88.1331,88.1331,88.1331
9,676053,676053,676053,1186.59,1186.59,1186.59,6465.31,6465.31,6465.31,326194,326194,326194,917221,917221,917221,10438.1,10438.1,10438.1,48417.3,48417.3,48417.3,1.08494e+06,1.08494e+06,1.08494e+06,103220,103220,103220,5.35843e+06,5.35843e+06,5.35843e+06,5.11549e+07,5.11549e+07,5.11549e+07,6.70906e+07,6.70906e+07,6.70906e+07,8.3194,8.3194,8.3194,87.33,87.33,87.33
10,677571,677571,677571,1428.36,1428.36,1428.36,6411.79,6411.79,6411.79,320069,320069,320069,925104,925104,925104,12551.9,12551.9,12551.9,47785.6,47785.6,47785.6,1.08911e+06,1.08911e+06,1.08911e+06,105371,105371,105371,5.54518e+06,5.54518e+06,5.54518e+06,5.1025e+07,5.1025e+07,5.1025e+07,6.70312e+07,6.70312e+07,6.70312e+07,9.99516,9.99516,9.99516,86.3721,86.3721,86.3721
11,678485,678485,678485,1719.64,1719.64,1719.64,6327.55,6327.55,6327.55,313946,313946,313946,932197,932197,932197,15098.1,15098.1,15098.1,46941.7,46941.7,46941.7,1.09281e+06,1.09281e+06,1.09281e+06,108550,108550,108550,5.79935e+06,5.79935e+06,5.79935e+06,5.08747e+07,5.08747e+07,5.08747e+07,6.69254e+07,6.69254e+07,6.69254e+07,12.0244,12.0244,12.0244,85.1082,85.1082,85.1082
12,678746,678746,678746,2065.71,2065.71,2065.71,6200.52,6200.52,6200.52,307837,307837,307837,938420,938420,938420,18123.1,18123.1,18123.1,45799.9,45799.9,45799.9,1.09579e+06,1.09579e+06,1.09579e+06,112932,112932,112932,6.13272e+06,6.13272e+06,6.13272e+06,5.06952e+07,5.06952e+07,5.06952e+07,6.67704e+07,6.67704e+07,6.67704e+07,14.4523,14.4523,14.4523,83.3816,83.3816,83.3816
