time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,839670,839670,839670,60399.7,60399.7,60399.7,0.0867601,0.0867601,0.0867601,6.21534e+07,6.21534e+07,6.21534e+07,96.0122,96.0122,96.0122,1682.59,1682.59,1682.59,0.681078,0.681078,0.681078,7.50633,7.50633,7.50633,4.41899e+07,4.41899e+07,4.41899e+07,1.36959e+06,1.36959e+06,1.36959e+06,74.5419,74.5419,74.5419,1.80937e+07,1.80937e+07,1.80937e+07,0,0,0,0,0,0
1,841790,841790,841790,61591.7,61591.7,61591.7,0.0884534,0.0884534,0.0884534,6.21243e+07,6.21243e+07,6.21243e+07,96.012,96.012,96.012,1637.56,1637.56,1637.56,0.691921,0.691921,0.691921,7.51026,7.51026,7.51026,4.42231e+07,4.42231e+07,4.42231e+07,1.36842e+06,1.36842e+06,1.36842e+06,74.553,74.553,74.553,1.80874e+07,1.80874e+07,1.80874e+07,86.2593,86.2593,86.2593,0.00115377,0.00115377,0.00115377
2,843480,843480,843480,62682.8,62682.8,62682.8,0.0898475,0.0898475,0.0898475,6.20699e+07,6.20699e+07,6.20699e+07,96.0075,96.0075,96.0075,1663.29,1663.29,1663.29,0.700777,0.700777,0.700777,7.5186,7.5186,7.5186,4.42822e+07,4.42822e+07,4.42822e+07,1.36803e+06,1.36803e+06,1.36803e+06,74.6,74.6,74.6,1.8089e+07,1.8089e+07,1.8089e+07,87.828,87.828,87.828,0.00117085,0.00117085,0.00117085
3,844773,844773,844773,63658.5,63658.5,63658.5,0.0909056,0.0909056,0.0909056,6.19934e+07,6.19934e+07,6.19934e+07,95.9992,95.9992,95.9992,1690.54,1690.54,1690.54,0.70707,0.70707,0.70707,7.53027,7.53027,7.53027,4.43639e+07,4.43639e+07,4.43639e+07,1.36844e+06,1.36844e+06,1.36844e+06,74.6733,74.6733,74.6733,1.80898e+07,1.80898e+07,1.80898e+07,89.2957,89.2957,89.2957,0.00118402,0.00118402,0.00118402
4,845727,845727,845727,64455.8,64455.8,64455.8,0.0915895,0.0915895,0.0915895,6.18997e+07,6.18997e+07,6.18997e+07,95.9879,95.9879,95.9879,1713.65,1713.65,1713.65,0.710513,0.710513,0.710513,7.54411,7.54411,7.54411,4.44633e+07,4.44633e+07,4.44633e+07,1.36949e+06,1.36949e+06,1.36949e+06,74.7622,74.7622,74.7622,1.809e+07,1.809e+07,1.809e+07,90.5581,90.5581,90.5581,0.00119259,0.00119259,0.00119259
5,846420,846420,846420,65021.4,65021.4,65021.4,0.0918857,0.0918857,0.0918857,6.1795e+07,6.1795e+07,6.1795e+07,95.9743,95.9743,95.9743,1731.01,1731.01,1731.01,0.711026,0.711026,0.711026,7.55892,7.55892,7.55892,4.45742e+07,4.45742e+07,4.45742e+07,1.37103e+06,1.37103e+06,1.37103e+06,74.8554,74.8554,74.8554,1.80897e+07,1.80897e+07,1.80897e+07,91.5293,91.5293,91.5293,0.00119627,0.00119627,0.00119627
6,846943,846943,846943,65322.7,65322.7,65322.7,0.0918113,0.0918113,0.0918113,6.1686e+07,6.1686e+07,6.1686e+07,95.9594,95.9594,95.9594,1741.54,1741.54,1741.54,0.708767,0.708767,0.708767,7.57355,7.57355,7.57355,4.46898e+07,4.46898e+07,4.46898e+07,1.37284e+06,1.37284e+06,1.37284e+06,74.9423,74.9423,74.9423,1.80891e+07,1.80891e+07,1.80891e+07,92.1479,92.1479,92.1479,0.00119509,0.00119509,0.00119509
7,847391,847391,847391,65350.3,65350.3,65350.3,0.0914127,0.0914127,0.0914127,6.15796e+07,6.15796e+07,6.15796e+07,95.9445,95.9445,95.9445,1744.8,1744.8,1744.8,0.704106,0.704106,0.704106,7.58696,7.58696,7.58696,4.48032e+07,4.48032e+07,4.48032e+07,1.37473e+06,1.37473e+06,1.37473e+06,75.0137,75.0137,75.0137,1.80885e+07,1.80885e+07,1.80885e+07,92.3835,92.3835,92.3835,0.00118952,0.00118952,0.00118952
8,847858,847858,847858,65118.8,65118.8,65118.8,0.0907591,0.0907591,0.0907591,6.14821e+07,6.14821e+07,6.14821e+07,95.9304,95.9304,95.9304,1740.98,1740.98,1740.98,0.697588,0.697588,0.697588,7.59836,7.59836,7.59836,4.49079e+07,4.49079e+07,4.49079e+07,1.37648e+06,1.37648e+06,1.37648e+06,75.0621,75.0621,75.0621,1.8088e+07,1.8088e+07,1.8088e+07,92.2397,92.2397,92.2397,0.00118032,0.00118032,0.00118032
9,848426,848426,848426,64663.3,64663.3,64663.3,0.0899354,0.0899354,0.0899354,6.13989e+07,6.13989e+07,6.13989e+07,95.918,95.918,95.918,1730.85,1730.85,1730.85,0.689864,0.689864,0.689864,7.60717,7.60717,7.60717,4.49984e+07,4.49984e+07,4.49984e+07,1.37793e+06,1.37793e+06,1.37793e+06,75.0828,75.0828,75.0828,1.80879e+07,1.80879e+07,1.80879e+07,91.752,91.752,91.752,0.00116851,0.00116851,0.00116851
10,849159,849159,849159,64035.1,64035.1,64035.1,0.0890321,0.0890321,0.0890321,6.13339e+07,6.13339e+07,6.13339e+07,95.9081,95.9081,95.9081,1715.66,1715.66,1715.66,0.681625,0.681625,0.681625,7.61311,7.61311,7.61311,4.50707e+07,4.50707e+07,4.50707e+07,1.37893e+06,1.37893e+06,1.37893e+06,75.0736,75.0736,75.0736,1.80882e+07,1.80882e+07,1.80882e+07,90.9819,90.9819,90.9819,0.00115524,0.00115524,0.00115524
11,850103,850103,850103,63294.6,63294.6,63294.6,0.0881371,0.0881371,0.0881371,6.12895e+07,6.12895e+07,6.12895e+07,95.9011,95.9011,95.9011,1696.93,1696.93,1696.93,0.673534,0.673534,0.673534,7.61619,7.61619,7.61619,4.51222e+07,4.51222e+07,4.51222e+07,1.37939e+06,1.37939e+06,1.37939e+06,75.0348,75.0348,75.0348,1.8089e+07,1.8089e+07,1.8089e+07,90.0089,90.0089,90.0089,0.00114164,0.00114164,0.00114164
12,851281,851281,851281,62505.1,62505.1,62505.1,0.0873286,0.0873286,0.0873286,6.12665e+07,6.12665e+07,6.12665e+07,95.8973,95.8973,95.8973,1676.36,1676.36,1676.36,0.666177,0.666177,0.666177,7.61664,7.61664,7.61664,4.51523e+07,4.51523e+07,4.51523e+07,1.37927e+06,1.37927e+06,1.37927e+06,74.9691,74.9691,74.9691,1.80905e+07,1.80905e+07,1.80905e+07,88.9213,88.9213,88.9213,0.00112879,0.00112879,0.00112879
13,852695,852695,852695,61727.2,61727.2,61727.2,0.0866697,0.0866697,0.0866697,6.12641e+07,6.12641e+07,6.12641e+07,95.8965,95.8965,95.8965,1655.59,1655.59,1655.59,0.66002,0.66002,0.66002,7.61491,7.61491,7.61491,4.51615e+07,4.51615e+07,4.51615e+07,1.37858e+06,1.37858e+06,1.37858e+06,74.881,74.881,74.881,1.80925e+07,1.80925e+07,1.80925e+07,87.8071,87.8071,87.8071,0.00111757,0.00111757,0.00111757
