time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.83229e+06,1.83229e+06,1.83229e+06,3652.52,3652.52,3652.52,3841.95,3841.95,3841.95,2.97059e+06,2.97059e+06,2.97059e+06,3.25167e+06,3.25167e+06,3.25167e+06,7172.01,7172.01,7172.01,7200.76,7200.76,7200.76,66401.7,66401.7,66401.7,59923.9,59923.9,59923.9,836395,836395,836395,873530,873530,873530,1.16796e+08,1.16796e+08,1.16796e+08,0,0,0,0,0,0
1,1.83537e+06,1.83537e+06,1.83537e+06,3713.25,3713.25,3713.25,3906.1,3906.1,3906.1,2.97047e+06,2.97047e+06,2.97047e+06,3.25151e+06,3.25151e+06,3.25151e+06,7253.65,7253.65,7253.65,7282.08,7282.08,7282.08,66641.3,66641.3,66641.3,60128.9,60128.9,60128.9,837539,837539,837539,874860,874860,874860,1.1679e+08,1.1679e+08,1.1679e+08,13.7273,13.7273,13.7273,3.55154,3.55154,3.55154
2,1.83814e+06,1.83814e+06,1.83814e+06,3770.35,3770.35,3770.35,3966.11,3966.11,3966.11,2.97014e+06,2.97014e+06,2.97014e+06,3.25113e+06,3.25113e+06,3.25113e+06,7352.62,7352.62,7352.62,7381.36,7381.36,7381.36,67126.7,67126.7,67126.7,60560.2,60560.2,60560.2,842170,842170,842170,879786,879786,879786,1.16786e+08,1.16786e+08,1.16786e+08,13.9157,13.9157,13.9157,3.60033,3.60033,3.60033
3,1.84059e+06,1.84059e+06,1.84059e+06,3830.57,3830.57,3830.57,4029.3,4029.3,4029.3,2.96967e+06,2.96967e+06,2.96967e+06,3.25059e+06,3.25059e+06,3.25059e+06,7459.34,7459.34,7459.34,7488.28,7488.28,7488.28,67791,67791,67791,61156.4,61156.4,61156.4,849414,849414,849414,887403,887403,887403,1.16776e+08,1.16776e+08,1.16776e+08,14.1194,14.1194,14.1194,3.65302,3.65302,3.65302
4,1.84271e+06,1.84271e+06,1.84271e+06,3893.55,3893.55,3893.55,4095.28,4095.28,4095.28,2.96909e+06,2.96909e+06,2.96909e+06,3.24995e+06,3.24995e+06,3.24995e+06,7572.18,7572.18,7572.18,7601.16,7601.16,7601.16,68591.9,68591.9,68591.9,61878.6,61878.6,61878.6,858628,858628,858628,897047,897047,897047,1.16764e+08,1.16764e+08,1.16764e+08,14.3356,14.3356,14.3356,3.70883,3.70883,3.70883
5,1.84447e+06,1.84447e+06,1.84447e+06,3958.56,3958.56,3958.56,4163.28,4163.28,4163.28,2.96844e+06,2.96844e+06,2.96844e+06,3.24921e+06,3.24921e+06,3.24921e+06,7689.84,7689.84,7689.84,7718.65,7718.65,7718.65,69497.6,69497.6,69497.6,62697.7,62697.7,62697.7,869342,869342,869342,908224,908224,908224,1.16748e+08,1.16748e+08,1.16748e+08,14.5616,14.5616,14.5616,3.7671,3.7671,3.7671
6,1.84589e+06,1.84589e+06,1.84589e+06,4024.87,4024.87,4024.87,4232.51,4232.51,4232.51,2.96774e+06,2.96774e+06,2.96774e+06,3.24842e+06,3.24842e+06,3.24842e+06,7811.03,7811.03,7811.03,7839.43,7839.43,7839.43,70482.5,70482.5,70482.5,63590.7,63590.7,63590.7,881190,881190,881190,920557,920557,920557,1.1673e+08,1.1673e+08,1.1673e+08,14.7951,14.7951,14.7951,3.82715,3.82715,3.82715
7,1.84694e+06,1.84694e+06,1.84694e+06,4091.76,4091.76,4091.76,4302.19,4302.19,4302.19,2.967e+06,2.967e+06,2.967e+06,3.24759e+06,3.24759e+06,3.24759e+06,7934.46,7934.46,7934.46,7962.15,7962.15,7962.15,71525.6,71525.6,71525.6,64538.5,64538.5,64538.5,893883,893883,893883,933739,933739,933739,1.16711e+08,1.16711e+08,1.16711e+08,15.0333,15.0333,15.0333,3.88831,3.88831,3.88831
8,1.84764e+06,1.84764e+06,1.84764e+06,4158.49,4158.49,4158.49,4371.52,4371.52,4371.52,2.96625e+06,2.96625e+06,2.96625e+06,3.24674e+06,3.24674e+06,3.24674e+06,8058.79,8058.79,8058.79,8085.47,8085.47,8085.47,72608.6,72608.6,72608.6,65524.6,65524.6,65524.6,907175,907175,907175,947513,947513,947513,1.16691e+08,1.16691e+08,1.16691e+08,15.2738,15.2738,15.2738,3.94989,3.94989,3.94989
9,1.84798e+06,1.84798e+06,1.84798e+06,4224.31,4224.31,4224.31,4439.73,4439.73,4439.73,2.96549e+06,2.96549e+06,2.96549e+06,3.24588e+06,3.24588e+06,3.24588e+06,8182.67,8182.67,8182.67,8207.99,8207.99,8207.99,73714.9,73714.9,73714.9,66534.3,66534.3,66534.3,920852,920852,920852,961653,961653,961653,1.16671e+08,1.16671e+08,1.16671e+08,15.5139,15.5139,15.5139,4.0112,4.0112,4.0112
10,1.84798e+06,1.84798e+06,1.84798e+06,4288.48,4288.48,4288.48,4506.01,4506.01,4506.01,2.96474e+06,2.96474e+06,2.96474e+06,3.24503e+06,3.24503e+06,3.24503e+06,8304.73,8304.73,8304.73,8328.35,8328.35,8328.35,74829.2,74829.2,74829.2,67553.8,67553.8,67553.8,934718,934718,934718,975951,975951,975951,1.16651e+08,1.16651e+08,1.16651e+08,15.751,15.751,15.751,4.07155,4.07155,4.07155
11,1.84766e+06,1.84766e+06,1.84766e+06,4350.28,4350.28,4350.28,4569.61,4569.61,4569.61,2.96402e+06,2.96402e+06,2.96402e+06,3.2442e+06,3.2442e+06,3.2442e+06,8423.61,8423.61,8423.61,8445.16,8445.16,8445.16,75936.9,75936.9,75936.9,68570.1,68570.1,68570.1,948590,948590,948590,990214,990214,990214,1.16631e+08,1.16631e+08,1.16631e+08,15.9824,15.9824,15.9824,4.13025,4.13025,4.13025
12,1.84701e+06,1.84701e+06,1.84701e+06,4409.01,4409.01,4409.01,4629.77,4629.77,4629.77,2.96332e+06,2.96332e+06,2.96332e+06,3.2434e+06,3.2434e+06,3.2434e+06,8537.97,8537.97,8537.97,8557.07,8557.07,8557.07,77024.1,77024.1,77024.1,69570.6,69570.6,69570.6,962293,962293,962293,1.00426e+06,1.00426e+06,1.00426e+06,1.16611e+08,1.16611e+08,1.16611e+08,16.2055,16.2055,16.2055,4.18663,4.18663,4.18663
13,1.84608e+06,1.84608e+06,1.84608e+06,4463.98,4463.98,4463.98,4685.81,4685.81,4685.81,2.96267e+06,2.96267e+06,2.96267e+06,3.24264e+06,3.24264e+06,3.24264e+06,8646.49,8646.49,8646.49,8662.79,8662.79,8662.79,78077.4,78077.4,78077.4,70543.4,70543.4,70543.4,975661,975661,975661,1.01791e+06,1.01791e+06,1.01791e+06,1.16593e+08,1.16593e+08,1.16593e+08,16.4177,16.4177,16.4177,4.24002,4.24002,4.24002
14,1.84487e+06,1.84487e+06,1.84487e+06,4514.57,4514.57,4514.57,4737.07,4737.07,4737.07,2.96207e+06,2.96207e+06,2.96207e+06,3.24193e+06,3.24193e+06,3.24193e+06,8747.96,8747.96,8747.96,8761.1,8761.1,8761.1,79084.3,79084.3,79084.3,71476.9,71476.9,71476.9,988534,988534,988534,1.03101e+06,1.03101e+06,1.03101e+06,1.16576e+08,1.16576e+08,1.16576e+08,16.6167,16.6167,16.6167,4.28981,4.28981,4.28981
15,1.84343e+06,1.84343e+06,1.84343e+06,4560.23,4560.23,4560.23,4782.98,4782.98,4782.98,2.96154e+06,2.96154e+06,2.96154e+06,3.24129e+06,3.24129e+06,3.24129e+06,8841.22,8841.22,8841.22,8850.88,8850.88,8850.88,80032.7,80032.7,80032.7,72360.4,72360.4,72360.4,1.00076e+06,1.00076e+06,1.00076e+06,1.04339e+06,1.04339e+06,1.04339e+06,1.1656e+08,1.1656e+08,1.1656e+08,16.8002,16.8002,16.8002,4.33543,4.33543,4.33543
16,1.84176e+06,1.84176e+06,1.84176e+06,4600.46,4600.46,4600.46,4823.05,4823.05,4823.05,2.96107e+06,2.96107e+06,2.96107e+06,3.24071e+06,3.24071e+06,3.24071e+06,8925.25,8925.25,8925.25,8931.13,8931.13,8931.13,80911.6,80911.6,80911.6,73183.8,73183.8,73183.8,1.0122e+06,1.0122e+06,1.0122e+06,1.05492e+06,1.05492e+06,1.05492e+06,1.16547e+08,1.16547e+08,1.16547e+08,16.9661,16.9661,16.9661,4.37637,4.37637,4.37637
17,1.83992e+06,1.83992e+06,1.83992e+06,4634.88,4634.88,4634.88,4856.88,4856.88,4856.88,2.96069e+06,2.96069e+06,2.96069e+06,3.24021e+06,3.24021e+06,3.24021e+06,8999.17,8999.17,8999.17,9001.02,9001.02,9001.02,81711.2,81711.2,81711.2,73937.8,73937.8,73937.8,1.02273e+06,1.02273e+06,1.02273e+06,1.06545e+06,1.06545e+06,1.06545e+06,1.16536e+08,1.16536e+08,1.16536e+08,17.1128,17.1128,17.1128,4.41219,4.41219,4.41219
