index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
267,2.40607,8.99951,3.62231,0.934198,0.0782533,0,0,0,0,0,0,4.56536,7.00335,14.3374,0.299899,0.734989,0.288387,0.500064,2.65454,-1.24214,1.34599,0.211601,0.986567,0.00338469,-4926.42
