index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,3.90255e+06,22.3803,13787.6,6.2698e+06,2.92623e+07,30.6603,4909.92,3.64714e+06,1537.22,2734.92,1.61209e+06,8.19915e+07,0,0,0,0
0,1,3.90575e+06,23.7353,13976,6.26387e+06,2.92816e+07,32.4336,4940.12,3.64205e+06,1598.58,2844.52,1.60834e+06,8.19834e+07,0.0158369,19.9245,0.20802,18.9987
0,2,3.90869e+06,25.173,14162.2,6.25789e+06,2.92988e+07,34.3915,4998.54,3.63927e+06,1664.95,2963.05,1.60558e+06,8.19831e+07,0.0167831,20.1702,0.116483,19.3463
0,3,3.91135e+06,26.727,14364,6.25184e+06,2.93139e+07,36.5132,5064.59,3.63888e+06,1736.72,3091.32,1.60387e+06,8.19817e+07,0.0178085,20.4419,0.118058,21.8225
0,4,3.9137e+06,28.4069,14581.8,6.24572e+06,2.93268e+07,38.8071,5136.5,3.64094e+06,1814.31,3230.12,1.60325e+06,8.19794e+07,0.0189179,20.7374,0.0607389,25.4
0,5,3.91572e+06,30.2194,14814,6.23952e+06,2.93374e+07,41.2825,5213.71,3.64552e+06,1898.19,3380.27,1.60375e+06,8.19759e+07,0.020116,21.055,0,20.9327
0,6,3.9174e+06,32.1711,15058.9,6.23324e+06,2.93459e+07,43.9488,5295.62,3.65266e+06,1988.84,3542.65,1.60538e+06,8.19715e+07,0.0214076,21.3923,0.0250608,21.3923
0,7,3.91872e+06,34.2682,15314.6,6.22688e+06,2.93521e+07,46.8143,5381.56,3.66236e+06,2086.74,3718.14,1.60816e+06,8.19659e+07,0.0227972,21.7466,0.149938,21.7466
0,8,3.91966e+06,36.516,15578.8,6.22042e+06,2.93561e+07,49.8869,5470.77,3.67461e+06,2192.39,3907.63,1.61207e+06,8.19593e+07,0.0242887,22.1152,0,22.1152
0,9,3.92023e+06,38.9188,15849.1,6.21388e+06,2.93579e+07,53.1728,5562.38,3.68938e+06,2306.29,4112.06,1.61711e+06,8.19517e+07,0.0258855,22.4945,0.106489,24.7179
0,10,3.92041e+06,41.48,16122.8,6.20724e+06,2.93576e+07,56.6772,5655.46,3.7066e+06,2428.94,4332.33,1.62324e+06,8.1943e+07,0.0275906,22.8808,0.0658209,25.2552
0,11,3.9202e+06,44.2017,16396.8,6.20051e+06,2.93554e+07,60.4033,5748.97,3.72618e+06,2560.83,4569.35,1.63044e+06,8.19334e+07,0.0294058,23.2702,0.0298134,21.0663
0,12,3.91961e+06,47.0843,16668,6.19369e+06,2.93513e+07,64.3524,5841.81,3.74797e+06,2702.42,4823.99,1.63864e+06,8.19228e+07,0.0313323,23.6581,0.536515,24.5957
0,13,3.91864e+06,50.1267,16933,6.18677e+06,2.93455e+07,68.5236,5932.82,3.77183e+06,2854.18,5097.08,1.64778e+06,8.19114e+07,0.03337,24.04,0,23.3358
0,14,3.91731e+06,53.3261,17188.4,6.17977e+06,2.93382e+07,72.9138,6020.8,3.79756e+06,3016.52,5389.41,1.65777e+06,8.18992e+07,0.0355178,24.411,0,24.9805
0,15,3.91563e+06,56.6776,17430.7,6.17268e+06,2.93295e+07,77.5172,6104.5,3.82494e+06,3189.8,5701.69,1.66853e+06,8.18864e+07,0.0377731,24.766,0.0647268,28.6413
